technology_1,timestep_2,scenario,parameter,value
wind,h0074,base,avaConv,0.28810617
wind,h0075,base,avaConv,0.336633571
wind,h0076,base,avaConv,0.32795651
wind,h0077,base,avaConv,0.332606883
wind,h0078,base,avaConv,0.322201804
wind,h0079,base,avaConv,0.279277256
wind,h0080,base,avaConv,0.275245522
wind,h0081,base,avaConv,0.283204109
wind,h0082,base,avaConv,0.320450969
wind,h0083,base,avaConv,0.276680455
wind,h0084,base,avaConv,0.14613331
wind,h0085,base,avaConv,0.105202267
wind,h0086,base,avaConv,0.082715616
wind,h0087,base,avaConv,0.063746354
wind,h0088,base,avaConv,0.048054433
wind,h0089,base,avaConv,0.046279812
wind,h0090,base,avaConv,0.047579145
wind,h0091,base,avaConv,0.053208688
wind,h0092,base,avaConv,0.071136937
wind,h0093,base,avaConv,0.106191143
wind,h0094,base,avaConv,0.156519321
wind,h0095,base,avaConv,0.162709842
wind,h0096,base,avaConv,0.302618994
wind,h0097,base,avaConv,0.411630905
wind,h0098,base,avaConv,0.484607533
wind,h0099,base,avaConv,0.491857506
wind,h0100,base,avaConv,0.44556439
wind,h0101,base,avaConv,0.368873135
wind,h0102,base,avaConv,0.301065085
wind,h0103,base,avaConv,0.252400164
wind,h0104,base,avaConv,0.213324976
wind,h0105,base,avaConv,0.231830829
wind,h0106,base,avaConv,0.285873021
wind,h0107,base,avaConv,0.480002051
wind,h0108,base,avaConv,0.533698155
wind,h0109,base,avaConv,0.439925046
wind,h0110,base,avaConv,0.316141667
wind,h0111,base,avaConv,0.362357612
wind,h0112,base,avaConv,0.395782745
wind,h0113,base,avaConv,0.493896484
wind,h0114,base,avaConv,0.453940678
wind,h0115,base,avaConv,0.346651947
wind,h0116,base,avaConv,0.23234713
wind,h0117,base,avaConv,0.178601756
wind,h0118,base,avaConv,0.128667392
wind,h0119,base,avaConv,0.103032597
wind,h0120,base,avaConv,0.105543559
wind,h0121,base,avaConv,0.131664855
wind,h0122,base,avaConv,0.174402426
wind,h0123,base,avaConv,0.182290538
wind,h0124,base,avaConv,0.18354101
wind,h0125,base,avaConv,0.169916153
wind,h0126,base,avaConv,0.160185852
wind,h0127,base,avaConv,0.168716496
wind,h0128,base,avaConv,0.170064313
wind,h0129,base,avaConv,0.132533436
wind,h0130,base,avaConv,0.126239892
wind,h0131,base,avaConv,0.073248091
wind,h0132,base,avaConv,0.053038474
wind,h0133,base,avaConv,0.032498185
wind,h0134,base,avaConv,0.088474666
wind,h0135,base,avaConv,0.136064704
wind,h0136,base,avaConv,0.141693187
wind,h0137,base,avaConv,0.137987709
wind,h0138,base,avaConv,0.130534763
wind,h0139,base,avaConv,0.101745682
wind,h0140,base,avaConv,0.065078394
wind,h0141,base,avaConv,0.0271238
wind,h0142,base,avaConv,0.000885473
wind,h0143,base,avaConv,0
wind,h0144,base,avaConv,0.002800674
wind,h0145,base,avaConv,0.018766838
wind,h0146,base,avaConv,0.060959843
wind,h0147,base,avaConv,0.126835552
wind,h0148,base,avaConv,0.180861971
wind,h0149,base,avaConv,0.246661607
wind,h0150,base,avaConv,0.279918934
wind,h0151,base,avaConv,0.281779686
wind,h0152,base,avaConv,0.289542778
wind,h0153,base,avaConv,0.310683965
wind,h0154,base,avaConv,0.313915338
wind,h0155,base,avaConv,0.168056791
wind,h0156,base,avaConv,0.098403908
wind,h0157,base,avaConv,0.083174137
wind,h0158,base,avaConv,0.100750081
wind,h0159,base,avaConv,0.127652654
wind,h0160,base,avaConv,0.097383269
wind,h0161,base,avaConv,0.069729608
wind,h0162,base,avaConv,0.053610337
wind,h0163,base,avaConv,0.033922996
wind,h0164,base,avaConv,0
wind,h0165,base,avaConv,0
wind,h0166,base,avaConv,0
wind,h0167,base,avaConv,0.005198444
wind,h0168,base,avaConv,0.010347826
wind,h0169,base,avaConv,0.033858914
wind,h0170,base,avaConv,0.085889132
wind,h0171,base,avaConv,0.137528493
wind,h0172,base,avaConv,0.147391246
wind,h0173,base,avaConv,0.125172403
wind,h0174,base,avaConv,0.11008869
wind,h0175,base,avaConv,0.097816168
wind,h0176,base,avaConv,0.100452882
wind,h0177,base,avaConv,0.087318063
wind,h0178,base,avaConv,0.0694558
wind,h0179,base,avaConv,0.038781459
wind,h0180,base,avaConv,0.015171101
wind,h0181,base,avaConv,0.005040139
wind,h0182,base,avaConv,0.002200249
wind,h0183,base,avaConv,0.034397873
wind,h0184,base,avaConv,0.042851378
wind,h0185,base,avaConv,0.036436882
wind,h0186,base,avaConv,0.038572352
wind,h0187,base,avaConv,0.052705501
wind,h0188,base,avaConv,0.062317597
wind,h0189,base,avaConv,0.067518207
wind,h0190,base,avaConv,0.072738795
wind,h0191,base,avaConv,0.087462143
wind,h0192,base,avaConv,0.118917826
wind,h0193,base,avaConv,0.151727254
wind,h0194,base,avaConv,0.136556405
wind,h0195,base,avaConv,0.11288094
wind,h0196,base,avaConv,0.116524297
wind,h0197,base,avaConv,0.110879544
wind,h0198,base,avaConv,0.108522241
wind,h0199,base,avaConv,0.089176026
wind,h0200,base,avaConv,0.085615945
wind,h0201,base,avaConv,0.106523774
wind,h0202,base,avaConv,0.113937647
wind,h0203,base,avaConv,0.132105026
wind,h0204,base,avaConv,0.095253072
wind,h0205,base,avaConv,0.099048908
wind,h0206,base,avaConv,0.088631878
wind,h0207,base,avaConv,0.070363486
wind,h0208,base,avaConv,0.053227479
wind,h0209,base,avaConv,0.046313771
wind,h0210,base,avaConv,0.050591663
wind,h0211,base,avaConv,0.068612879
wind,h0212,base,avaConv,0.102295046
wind,h0213,base,avaConv,0.172229287
wind,h0214,base,avaConv,0.267056203
wind,h0215,base,avaConv,0.23986635
wind,h0216,base,avaConv,0.354982847
wind,h0217,base,avaConv,0.427862854
wind,h0218,base,avaConv,0.456102258
wind,h0219,base,avaConv,0.44032044
wind,h0220,base,avaConv,0.3881667
wind,h0221,base,avaConv,0.305368369
wind,h0222,base,avaConv,0.238380269
wind,h0223,base,avaConv,0.20331229
wind,h0224,base,avaConv,0.16548954
wind,h0225,base,avaConv,0.139679197
wind,h0226,base,avaConv,0.139435478
wind,h0227,base,avaConv,0.109751966
wind,h0228,base,avaConv,0.057656338
wind,h0229,base,avaConv,0.012298596
wind,h0230,base,avaConv,0
wind,h0231,base,avaConv,0
wind,h0232,base,avaConv,0
wind,h0233,base,avaConv,0
wind,h0234,base,avaConv,0.001501699
wind,h0235,base,avaConv,0.011772628
wind,h0236,base,avaConv,0.035381824
wind,h0237,base,avaConv,0.060565857
wind,h0238,base,avaConv,0.094057969
wind,h0239,base,avaConv,0.111239385
wind,h0240,base,avaConv,0.211522711
wind,h0241,base,avaConv,0.356944454
wind,h0242,base,avaConv,0.45671008
wind,h0243,base,avaConv,0.487162265
wind,h0244,base,avaConv,0.463602286
wind,h0245,base,avaConv,0.411302061
wind,h0246,base,avaConv,0.328434742
wind,h0247,base,avaConv,0.243864568
wind,h0248,base,avaConv,0.193472605
wind,h0249,base,avaConv,0.180314558
wind,h0250,base,avaConv,0.18034483
wind,h0251,base,avaConv,0.148232198
wind,h0252,base,avaConv,0.06406691
wind,h0253,base,avaConv,0.040283042
wind,h0254,base,avaConv,0.018362804
wind,h0255,base,avaConv,0.026614232
wind,h0256,base,avaConv,0.033881901
wind,h0257,base,avaConv,0.044978106
wind,h0258,base,avaConv,0.06897433
wind,h0259,base,avaConv,0.10267485
wind,h0260,base,avaConv,0.127017501
wind,h0261,base,avaConv,0.150656741
wind,h0262,base,avaConv,0.178100123
wind,h0263,base,avaConv,0.24511177
wind,h0264,base,avaConv,0.366957823
wind,h0265,base,avaConv,0.489148658
wind,h0266,base,avaConv,0.515026915
wind,h0267,base,avaConv,0.479327725
wind,h0268,base,avaConv,0.370841608
wind,h0269,base,avaConv,0.272069095
wind,h0270,base,avaConv,0.228973197
wind,h0271,base,avaConv,0.211196364
wind,h0272,base,avaConv,0.229493506
wind,h0273,base,avaConv,0.20972084
wind,h0274,base,avaConv,0.177569156
wind,h0275,base,avaConv,0.167858207
wind,h0276,base,avaConv,0.109430747
wind,h0277,base,avaConv,0.099646747
wind,h0278,base,avaConv,0.087597189
wind,h0279,base,avaConv,0.088453812
wind,h0280,base,avaConv,0.067719009
wind,h0281,base,avaConv,0.040723422
wind,h0282,base,avaConv,0.040884377
wind,h0283,base,avaConv,0.052438321
wind,h0284,base,avaConv,0.06862159
wind,h0285,base,avaConv,0.098092884
wind,h0286,base,avaConv,0.144440729
wind,h0287,base,avaConv,0.112454228
wind,h0288,base,avaConv,0.143464522
wind,h0289,base,avaConv,0.174273356
wind,h0290,base,avaConv,0.217296475
wind,h0291,base,avaConv,0.225389831
wind,h0292,base,avaConv,0.195642986
wind,h0293,base,avaConv,0.153494936
wind,h0294,base,avaConv,0.11288248
wind,h0295,base,avaConv,0.083941601
wind,h0296,base,avaConv,0.073876844
wind,h0297,base,avaConv,0.078628122
wind,h0298,base,avaConv,0.075826378
wind,h0299,base,avaConv,0.058797875
wind,h0300,base,avaConv,0.007978147
wind,h0301,base,avaConv,0
wind,h0302,base,avaConv,0
wind,h0303,base,avaConv,0
wind,h0304,base,avaConv,0
wind,h0305,base,avaConv,0
wind,h0306,base,avaConv,0.033022313
wind,h0307,base,avaConv,0.062346605
wind,h0308,base,avaConv,0.08107091
wind,h0309,base,avaConv,0.097740173
wind,h0310,base,avaConv,0.11608212
wind,h0311,base,avaConv,0.113388674
wind,h0312,base,avaConv,0.169543072
wind,h0313,base,avaConv,0.252490137
wind,h0314,base,avaConv,0.339464436
wind,h0315,base,avaConv,0.378360468
wind,h0316,base,avaConv,0.342088778
wind,h0317,base,avaConv,0.276073883
wind,h0318,base,avaConv,0.226788395
wind,h0319,base,avaConv,0.186371074
wind,h0320,base,avaConv,0.15897593
wind,h0321,base,avaConv,0.144368084
wind,h0322,base,avaConv,0.148110216
wind,h0323,base,avaConv,0.115211967
wind,h0324,base,avaConv,0.093222441
wind,h0325,base,avaConv,0.072174964
wind,h0326,base,avaConv,0.050776204
wind,h0327,base,avaConv,0.039747495
wind,h0328,base,avaConv,0.03782371
wind,h0329,base,avaConv,0.04094642
wind,h0330,base,avaConv,0.047019273
wind,h0331,base,avaConv,0.064236492
wind,h0332,base,avaConv,0.093490291
wind,h0333,base,avaConv,0.12595204
wind,h0334,base,avaConv,0.159618249
wind,h0335,base,avaConv,0.145185918
wind,h0336,base,avaConv,0.209625471
wind,h0337,base,avaConv,0.333056863
wind,h0338,base,avaConv,0.433360044
wind,h0339,base,avaConv,0.447334456
wind,h0340,base,avaConv,0.377646705
wind,h0341,base,avaConv,0.31377526
wind,h0342,base,avaConv,0.289790326
wind,h0343,base,avaConv,0.288819922
wind,h0344,base,avaConv,0.262888083
wind,h0345,base,avaConv,0.217106248
wind,h0346,base,avaConv,0.165254283
wind,h0347,base,avaConv,0.099323091
wind,h0348,base,avaConv,0.119982045
wind,h0349,base,avaConv,0.097037632
wind,h0350,base,avaConv,0.075438751
wind,h0351,base,avaConv,0.05788981
wind,h0352,base,avaConv,0.048160152
wind,h0353,base,avaConv,0.037674024
wind,h0354,base,avaConv,0.035615953
wind,h0355,base,avaConv,0.044067321
wind,h0356,base,avaConv,0.058176389
wind,h0357,base,avaConv,0.078451401
wind,h0358,base,avaConv,0.109668067
wind,h0359,base,avaConv,0.142112309
wind,h0360,base,avaConv,0.263967555
wind,h0361,base,avaConv,0.408954597
wind,h0362,base,avaConv,0.522340828
wind,h0363,base,avaConv,0.552059006
wind,h0364,base,avaConv,0.49387853
wind,h0365,base,avaConv,0.448712267
wind,h0366,base,avaConv,0.394406053
wind,h0367,base,avaConv,0.31476916
wind,h0368,base,avaConv,0.216156173
wind,h0369,base,avaConv,0.171143256
wind,h0370,base,avaConv,0.157922322
wind,h0371,base,avaConv,0.112574889
wind,h0372,base,avaConv,0.096130304
wind,h0373,base,avaConv,0.05954769
wind,h0374,base,avaConv,0.029863941
wind,h0375,base,avaConv,0.000730517
wind,h0376,base,avaConv,0
wind,h0377,base,avaConv,0
wind,h0378,base,avaConv,7.93E-05
wind,h0379,base,avaConv,0.004500849
wind,h0380,base,avaConv,0.009890436
wind,h0381,base,avaConv,0.026590762
wind,h0382,base,avaConv,0.046957697
wind,h0383,base,avaConv,0.032227456
wind,h0384,base,avaConv,0.059390825
wind,h0385,base,avaConv,0.097305943
wind,h0386,base,avaConv,0.136813405
wind,h0387,base,avaConv,0.181837868
wind,h0388,base,avaConv,0.239000212
wind,h0389,base,avaConv,0.265279054
wind,h0390,base,avaConv,0.231744291
wind,h0391,base,avaConv,0.16150722
wind,h0392,base,avaConv,0.12686066
wind,h0393,base,avaConv,0.093199617
wind,h0394,base,avaConv,0.051607283
wind,h0395,base,avaConv,0.030964543
wind,h0396,base,avaConv,0.00175225
wind,h0397,base,avaConv,0.001741532
wind,h0398,base,avaConv,0.000175221
wind,h0399,base,avaConv,0.001856977
wind,h0400,base,avaConv,0.008084857
wind,h0401,base,avaConv,0.017571233
wind,h0402,base,avaConv,0.03837598
wind,h0403,base,avaConv,0.086369324
wind,h0404,base,avaConv,0.169961746
wind,h0405,base,avaConv,0.254521417
wind,h0406,base,avaConv,0.228173554
wind,h0407,base,avaConv,0.15785318
wind,h0408,base,avaConv,0.187971834
wind,h0409,base,avaConv,0.199852849
wind,h0410,base,avaConv,0.216039355
wind,h0411,base,avaConv,0.211368378
wind,h0412,base,avaConv,0.179978702
wind,h0413,base,avaConv,0.137959774
wind,h0414,base,avaConv,0.105466485
wind,h0415,base,avaConv,0.075251792
wind,h0416,base,avaConv,0.055450735
wind,h0417,base,avaConv,0.040833787
wind,h0418,base,avaConv,0.029179615
wind,h0419,base,avaConv,0.037121634
wind,h0420,base,avaConv,0.032363561
wind,h0421,base,avaConv,0.012663246
wind,h0422,base,avaConv,0.010823104
wind,h0423,base,avaConv,0.00683951
wind,h0424,base,avaConv,0.002072973
wind,h0425,base,avaConv,0.008384533
wind,h0426,base,avaConv,0.023362611
wind,h0427,base,avaConv,0.05039502
wind,h0428,base,avaConv,0.09755767
wind,h0429,base,avaConv,0.171411832
wind,h0430,base,avaConv,0.171580904
wind,h0431,base,avaConv,0.073306515
wind,h0432,base,avaConv,0.067943398
wind,h0433,base,avaConv,0.088641539
wind,h0434,base,avaConv,0.098957099
wind,h0435,base,avaConv,0.112281091
wind,h0436,base,avaConv,0.113291302
wind,h0437,base,avaConv,0.097869615
wind,h0438,base,avaConv,0.079314688
wind,h0439,base,avaConv,0.077335339
wind,h0440,base,avaConv,0.072487503
wind,h0441,base,avaConv,0.068566095
wind,h0442,base,avaConv,0.084329505
wind,h0443,base,avaConv,0.158869783
wind,h0444,base,avaConv,0.201227243
wind,h0445,base,avaConv,0.223368492
wind,h0446,base,avaConv,0.211302453
wind,h0447,base,avaConv,0.24588872
wind,h0448,base,avaConv,0.260549379
wind,h0449,base,avaConv,0.347165021
wind,h0450,base,avaConv,0.434630262
wind,h0451,base,avaConv,0.563851028
wind,h0452,base,avaConv,0.681466536
wind,h0453,base,avaConv,0.705369394
wind,h0454,base,avaConv,0.665480699
wind,h0455,base,avaConv,0.51380627
wind,h0456,base,avaConv,0.477974894
wind,h0457,base,avaConv,0.44934534
wind,h0458,base,avaConv,0.369919739
wind,h0459,base,avaConv,0.290818464
wind,h0460,base,avaConv,0.219068169
wind,h0461,base,avaConv,0.15949895
wind,h0462,base,avaConv,0.107568943
wind,h0463,base,avaConv,0.075318389
wind,h0464,base,avaConv,0.053955443
wind,h0465,base,avaConv,0.053417199
wind,h0466,base,avaConv,0.060795084
wind,h0467,base,avaConv,0.114949816
wind,h0468,base,avaConv,0.073707405
wind,h0469,base,avaConv,0.111652879
wind,h0470,base,avaConv,0.193465548
wind,h0471,base,avaConv,0.183664882
wind,h0472,base,avaConv,0.158921582
wind,h0473,base,avaConv,0.171142789
wind,h0474,base,avaConv,0.191439694
wind,h0475,base,avaConv,0.206137074
wind,h0476,base,avaConv,0.228584009
wind,h0477,base,avaConv,0.263009386
wind,h0478,base,avaConv,0.283632916
wind,h0479,base,avaConv,0.270073002
wind,h0480,base,avaConv,0.300598959
wind,h0481,base,avaConv,0.331674768
wind,h0482,base,avaConv,0.371235961
wind,h0483,base,avaConv,0.369353413
wind,h0484,base,avaConv,0.331144226
wind,h0485,base,avaConv,0.268865053
wind,h0486,base,avaConv,0.207577671
wind,h0487,base,avaConv,0.166896862
wind,h0488,base,avaConv,0.141161263
wind,h0489,base,avaConv,0.116203478
wind,h0490,base,avaConv,0.105402224
wind,h0491,base,avaConv,0.075006002
wind,h0492,base,avaConv,0.017949305
wind,h0493,base,avaConv,0.045751468
wind,h0494,base,avaConv,0.098734065
wind,h0495,base,avaConv,0.113404935
wind,h0496,base,avaConv,0.09953005
wind,h0497,base,avaConv,0.092129348
wind,h0498,base,avaConv,0.104906912
wind,h0499,base,avaConv,0.121324847
wind,h0500,base,avaConv,0.145727711
wind,h0501,base,avaConv,0.149995988
wind,h0502,base,avaConv,0.165464504
wind,h0503,base,avaConv,0.275480742
wind,h0504,base,avaConv,0.419343777
wind,h0505,base,avaConv,0.556900771
wind,h0506,base,avaConv,0.577053413
wind,h0507,base,avaConv,0.544898803
wind,h0508,base,avaConv,0.51885775
wind,h0509,base,avaConv,0.460991795
wind,h0510,base,avaConv,0.407472823
wind,h0511,base,avaConv,0.333574599
wind,h0512,base,avaConv,0.307915966
wind,h0513,base,avaConv,0.293053712
wind,h0514,base,avaConv,0.301823855
wind,h0515,base,avaConv,0.223755602
wind,h0516,base,avaConv,0.170876409
wind,h0517,base,avaConv,0.208403408
wind,h0518,base,avaConv,0.174816943
wind,h0519,base,avaConv,0.140359199
wind,h0520,base,avaConv,0.106672989
wind,h0521,base,avaConv,0.09448593
wind,h0522,base,avaConv,0.068894838
wind,h0523,base,avaConv,0.046308339
wind,h0524,base,avaConv,0.038916603
wind,h0525,base,avaConv,0.03559914
wind,h0526,base,avaConv,0.044520333
wind,h0527,base,avaConv,0.049088526
wind,h0528,base,avaConv,0.116240371
wind,h0529,base,avaConv,0.2120608
wind,h0530,base,avaConv,0.301767671
wind,h0531,base,avaConv,0.433144152
wind,h0532,base,avaConv,0.549694335
wind,h0533,base,avaConv,0.540344477
wind,h0534,base,avaConv,0.47338315
wind,h0535,base,avaConv,0.404835972
wind,h0536,base,avaConv,0.322103046
wind,h0537,base,avaConv,0.278880805
wind,h0538,base,avaConv,0.266414023
wind,h0539,base,avaConv,0.191417115
wind,h0540,base,avaConv,0.152977823
wind,h0541,base,avaConv,0.157363078
wind,h0542,base,avaConv,0.140965548
wind,h0543,base,avaConv,0.112304561
wind,h0544,base,avaConv,0.085956777
wind,h0545,base,avaConv,0.04785783
wind,h0546,base,avaConv,0.032330673
wind,h0547,base,avaConv,0.024736917
wind,h0548,base,avaConv,0.020497333
wind,h0549,base,avaConv,0.020837087
wind,h0550,base,avaConv,0.012440348
wind,h0551,base,avaConv,0.004071374
wind,h0552,base,avaConv,0.011383182
wind,h0553,base,avaConv,0.046236816
wind,h0554,base,avaConv,0.093807674
wind,h0555,base,avaConv,0.160564128
wind,h0556,base,avaConv,0.189837647
wind,h0557,base,avaConv,0.216067953
wind,h0558,base,avaConv,0.256363868
wind,h0559,base,avaConv,0.270741589
wind,h0560,base,avaConv,0.364714028
wind,h0561,base,avaConv,0.464861815
wind,h0562,base,avaConv,0.404538513
wind,h0563,base,avaConv,0.215490173
wind,h0564,base,avaConv,0.119090449
wind,h0565,base,avaConv,0.121599372
wind,h0566,base,avaConv,0.243939702
wind,h0567,base,avaConv,0.273274334
wind,h0568,base,avaConv,0.150159043
wind,h0569,base,avaConv,0.09234507
wind,h0570,base,avaConv,0.09794142
wind,h0571,base,avaConv,0.104489213
wind,h0572,base,avaConv,0.100732448
wind,h0573,base,avaConv,0.124382802
wind,h0574,base,avaConv,0.183373995
wind,h0575,base,avaConv,0.075665845
wind,h0576,base,avaConv,0.05712815
wind,h0577,base,avaConv,0.11491122
wind,h0578,base,avaConv,0.212658131
wind,h0579,base,avaConv,0.268649111
wind,h0580,base,avaConv,0.401909669
wind,h0581,base,avaConv,0.589621695
wind,h0582,base,avaConv,0.840827153
wind,h0583,base,avaConv,0.985048865
wind,h0584,base,avaConv,0.973858601
wind,h0585,base,avaConv,0.895736658
wind,h0586,base,avaConv,0.80798841
wind,h0587,base,avaConv,0.723470204
wind,h0588,base,avaConv,0.82748438
wind,h0589,base,avaConv,0.889806976
wind,h0590,base,avaConv,0.918365186
wind,h0591,base,avaConv,0.914412859
wind,h0592,base,avaConv,0.902563446
wind,h0593,base,avaConv,0.914258096
wind,h0594,base,avaConv,0.908646124
wind,h0595,base,avaConv,0.904035703
wind,h0596,base,avaConv,0.890105913
wind,h0597,base,avaConv,0.858010416
wind,h0598,base,avaConv,0.785897337
wind,h0599,base,avaConv,0.632664972
wind,h0600,base,avaConv,0.398812446
wind,h0601,base,avaConv,0.231072519
wind,h0602,base,avaConv,0.143458005
wind,h0603,base,avaConv,0.093298659
wind,h0604,base,avaConv,0.051546326
wind,h0605,base,avaConv,0.02833646
wind,h0606,base,avaConv,0.023277889
wind,h0607,base,avaConv,0.017841431
wind,h0608,base,avaConv,0.06157804
wind,h0609,base,avaConv,0.104965248
wind,h0610,base,avaConv,0.147730161
wind,h0611,base,avaConv,0.142390861
wind,h0612,base,avaConv,0.06906916
wind,h0613,base,avaConv,0.097102848
wind,h0614,base,avaConv,0.113706222
wind,h0615,base,avaConv,0.113120557
wind,h0616,base,avaConv,0.105206605
wind,h0617,base,avaConv,0.100750613
wind,h0618,base,avaConv,0.086750845
wind,h0619,base,avaConv,0.064824392
wind,h0620,base,avaConv,0.04237219
wind,h0621,base,avaConv,0.026227177
wind,h0622,base,avaConv,0.012599713
wind,h0623,base,avaConv,0.005765109
wind,h0624,base,avaConv,0.000132553
wind,h0625,base,avaConv,0.000223233
wind,h0626,base,avaConv,0.000711482
wind,h0627,base,avaConv,0.006008382
wind,h0628,base,avaConv,0.032107122
wind,h0629,base,avaConv,0.07369868
wind,h0630,base,avaConv,0.134301404
wind,h0631,base,avaConv,0.213104832
wind,h0632,base,avaConv,0.281303192
wind,h0633,base,avaConv,0.270210445
wind,h0634,base,avaConv,0.238425312
wind,h0635,base,avaConv,0.197864398
wind,h0636,base,avaConv,0.128517706
wind,h0637,base,avaConv,0.078137773
wind,h0638,base,avaConv,0.124217921
wind,h0639,base,avaConv,0.128660015
wind,h0640,base,avaConv,0.119077436
wind,h0641,base,avaConv,0.109850096
wind,h0642,base,avaConv,0.098664521
wind,h0643,base,avaConv,0.080278652
wind,h0644,base,avaConv,0.067084729
wind,h0645,base,avaConv,0.064685501
wind,h0646,base,avaConv,0.076597998
wind,h0647,base,avaConv,0.0961955
wind,h0648,base,avaConv,0.21658307
wind,h0649,base,avaConv,0.362022433
wind,h0650,base,avaConv,0.41436374
wind,h0651,base,avaConv,0.458497297
wind,h0652,base,avaConv,0.451078622
wind,h0653,base,avaConv,0.431254177
wind,h0654,base,avaConv,0.416297923
wind,h0655,base,avaConv,0.417908766
wind,h0656,base,avaConv,0.429391804
wind,h0657,base,avaConv,0.440191043
wind,h0658,base,avaConv,0.443599387
wind,h0659,base,avaConv,0.451023751
wind,h0660,base,avaConv,0.317410483
wind,h0661,base,avaConv,0.259576156
wind,h0662,base,avaConv,0.235733176
wind,h0663,base,avaConv,0.186776486
wind,h0664,base,avaConv,0.121557995
wind,h0665,base,avaConv,0.080766116
wind,h0666,base,avaConv,0.055478223
wind,h0667,base,avaConv,0.034359744
wind,h0668,base,avaConv,0.022040313
wind,h0669,base,avaConv,0.015267889
wind,h0670,base,avaConv,0.01997858
wind,h0671,base,avaConv,0.066203403
wind,h0672,base,avaConv,0.102983464
wind,h0673,base,avaConv,0.153690138
wind,h0674,base,avaConv,0.182054765
wind,h0675,base,avaConv,0.196627361
wind,h0676,base,avaConv,0.199104112
wind,h0677,base,avaConv,0.197397325
wind,h0678,base,avaConv,0.178705373
wind,h0679,base,avaConv,0.137893208
wind,h0680,base,avaConv,0.10905469
wind,h0681,base,avaConv,0.101954242
wind,h0682,base,avaConv,0.096802953
wind,h0683,base,avaConv,0.098318832
wind,h0684,base,avaConv,0.05380363
wind,h0685,base,avaConv,0.008559883
wind,h0686,base,avaConv,0.002748634
wind,h0687,base,avaConv,0.001658404
wind,h0688,base,avaConv,0.016733372
wind,h0689,base,avaConv,0.044911197
wind,h0690,base,avaConv,0.049392416
wind,h0691,base,avaConv,0.045010611
wind,h0692,base,avaConv,0.047068728
wind,h0693,base,avaConv,0.052081628
wind,h0694,base,avaConv,0.058438666
wind,h0695,base,avaConv,0.06910086
wind,h0696,base,avaConv,0.137154084
wind,h0697,base,avaConv,0.208217826
wind,h0698,base,avaConv,0.261228409
wind,h0699,base,avaConv,0.280887227
wind,h0700,base,avaConv,0.262455348
