carrier_1,timestep_2,scenario,parameter,value
electricity,h0062,base,dem,1.94100891
electricity,h0063,base,dem,1.962144166
electricity,h0064,base,dem,1.978962881
electricity,h0065,base,dem,1.986050827
electricity,h0066,base,dem,1.999015118
electricity,h0067,base,dem,2.013306431
electricity,h0068,base,dem,2.009578863
electricity,h0069,base,dem,2.028802655
electricity,h0070,base,dem,2.02146294
electricity,h0071,base,dem,1.97297284
electricity,h0072,base,dem,1.945012195
electricity,h0073,base,dem,1.922132892
electricity,h0074,base,dem,1.884064363
electricity,h0075,base,dem,1.731514746
electricity,h0076,base,dem,1.607121775
electricity,h0077,base,dem,1.526126452
electricity,h0078,base,dem,1.498439582
electricity,h0079,base,dem,1.481483224
electricity,h0080,base,dem,1.498209063
electricity,h0081,base,dem,1.578092027
electricity,h0082,base,dem,1.626674896
electricity,h0083,base,dem,1.797492034
electricity,h0084,base,dem,1.912385726
electricity,h0085,base,dem,1.994383596
electricity,h0086,base,dem,2.009291064
electricity,h0087,base,dem,2.093834028
electricity,h0088,base,dem,2.154200655
electricity,h0089,base,dem,2.170750988
electricity,h0090,base,dem,2.184691938
electricity,h0091,base,dem,2.178944174
electricity,h0092,base,dem,2.175216606
electricity,h0093,base,dem,2.189248166
electricity,h0094,base,dem,2.163189276
electricity,h0095,base,dem,2.067697255
electricity,h0096,base,dem,2.035435819
electricity,h0097,base,dem,2.023944606
electricity,h0098,base,dem,2.024470797
electricity,h0099,base,dem,1.845468779
electricity,h0100,base,dem,1.706605107
electricity,h0101,base,dem,1.58052472
electricity,h0102,base,dem,1.54840427
electricity,h0103,base,dem,1.463980611
electricity,h0104,base,dem,1.461697535
electricity,h0105,base,dem,1.478445811
electricity,h0106,base,dem,1.452592414
electricity,h0107,base,dem,1.528868193
electricity,h0108,base,dem,1.547711311
electricity,h0109,base,dem,1.669644407
electricity,h0110,base,dem,1.742182909
electricity,h0111,base,dem,1.783952362
electricity,h0112,base,dem,1.790940852
electricity,h0113,base,dem,1.788013682
electricity,h0114,base,dem,1.805724053
electricity,h0115,base,dem,1.808076058
electricity,h0116,base,dem,1.814627133
electricity,h0117,base,dem,1.83286046
electricity,h0118,base,dem,1.827946534
electricity,h0119,base,dem,1.804127895
electricity,h0120,base,dem,1.797457839
electricity,h0121,base,dem,1.802763227
electricity,h0122,base,dem,1.842558653
electricity,h0123,base,dem,1.845468779
electricity,h0124,base,dem,1.692422528
electricity,h0125,base,dem,1.577225936
electricity,h0126,base,dem,1.49847464
electricity,h0127,base,dem,1.459388894
electricity,h0128,base,dem,1.460888615
electricity,h0129,base,dem,1.461901842
electricity,h0130,base,dem,1.439718626
electricity,h0131,base,dem,1.536160013
electricity,h0132,base,dem,1.549399266
electricity,h0133,base,dem,1.669644407
electricity,h0134,base,dem,1.707699883
electricity,h0135,base,dem,1.768614276
electricity,h0136,base,dem,1.769616931
electricity,h0137,base,dem,1.766689761
electricity,h0138,base,dem,1.770749462
electricity,h0139,base,dem,1.770749462
electricity,h0140,base,dem,1.791890866
electricity,h0141,base,dem,1.811084239
electricity,h0142,base,dem,1.812642319
electricity,h0143,base,dem,1.746332574
electricity,h0144,base,dem,1.735360325
electricity,h0145,base,dem,1.743724161
electricity,h0146,base,dem,1.761136702
electricity,h0147,base,dem,1.835441151
electricity,h0148,base,dem,1.66374584
electricity,h0149,base,dem,1.582750301
electricity,h0150,base,dem,1.552333448
electricity,h0151,base,dem,1.537858648
electricity,h0152,base,dem,1.553147114
electricity,h0153,base,dem,1.619029368
electricity,h0154,base,dem,1.648933729
electricity,h0155,base,dem,1.829414865
electricity,h0156,base,dem,1.941316125
electricity,h0157,base,dem,2.031379247
electricity,h0158,base,dem,2.051220705
electricity,h0159,base,dem,2.171446968
electricity,h0160,base,dem,2.196973842
electricity,h0161,base,dem,2.151680372
electricity,h0162,base,dem,2.158469085
electricity,h0163,base,dem,2.156433571
electricity,h0164,base,dem,2.146233997
electricity,h0165,base,dem,2.163189276
electricity,h0166,base,dem,2.146820596
electricity,h0167,base,dem,2.037652555
electricity,h0168,base,dem,2.01123381
electricity,h0169,base,dem,1.975368641
electricity,h0170,base,dem,1.965582857
electricity,h0171,base,dem,1.882176416
electricity,h0172,base,dem,1.71276019
electricity,h0173,base,dem,1.623976303
electricity,h0174,base,dem,1.552333448
electricity,h0175,base,dem,1.530434363
electricity,h0176,base,dem,1.545722829
electricity,h0177,base,dem,1.614489752
electricity,h0178,base,dem,1.648933729
electricity,h0179,base,dem,1.811005925
electricity,h0180,base,dem,1.925993572
electricity,h0181,base,dem,1.983767427
electricity,h0182,base,dem,1.995674805
electricity,h0183,base,dem,2.051220705
electricity,h0184,base,dem,2.056599553
electricity,h0185,base,dem,2.073042232
electricity,h0186,base,dem,2.083558082
electricity,h0187,base,dem,2.076701194
electricity,h0188,base,dem,2.072973626
electricity,h0189,base,dem,2.06818224
electricity,h0190,base,dem,2.051739777
electricity,h0191,base,dem,1.990188087
electricity,h0192,base,dem,1.964910609
electricity,h0193,base,dem,1.940250366
electricity,h0194,base,dem,1.932064084
electricity,h0195,base,dem,1.777233873
electricity,h0196,base,dem,1.640918314
electricity,h0197,base,dem,1.55249849
electricity,h0198,base,dem,1.513860082
electricity,h0199,base,dem,1.49971612
electricity,h0200,base,dem,1.521930942
electricity,h0201,base,dem,1.58377151
electricity,h0202,base,dem,1.634540479
electricity,h0203,base,dem,1.824613555
electricity,h0204,base,dem,1.939341882
electricity,h0205,base,dem,1.99635784
electricity,h0206,base,dem,2.030439264
electricity,h0207,base,dem,2.073738211
electricity,h0208,base,dem,2.093138048
electricity,h0209,base,dem,2.093138048
electricity,h0210,base,dem,2.142100405
electricity,h0211,base,dem,2.135243518
electricity,h0212,base,dem,2.131515949
electricity,h0213,base,dem,2.088278273
electricity,h0214,base,dem,2.06818224
electricity,h0215,base,dem,1.980565835
electricity,h0216,base,dem,1.961611718
electricity,h0217,base,dem,1.946010859
electricity,h0218,base,dem,1.922881944
electricity,h0219,base,dem,1.762266968
electricity,h0220,base,dem,1.618698854
electricity,h0221,base,dem,1.536343932
electricity,h0222,base,dem,1.49971612
electricity,h0223,base,dem,1.482920597
electricity,h0224,base,dem,1.496771691
electricity,h0225,base,dem,1.564269627
electricity,h0226,base,dem,1.61266232
electricity,h0227,base,dem,1.773749013
electricity,h0228,base,dem,1.89837013
electricity,h0229,base,dem,1.983767427
electricity,h0230,base,dem,1.999337219
electricity,h0231,base,dem,2.093834028
electricity,h0232,base,dem,2.151680372
electricity,h0233,base,dem,2.154200655
electricity,h0234,base,dem,2.184691938
electricity,h0235,base,dem,2.178944174
electricity,h0236,base,dem,2.175216606
electricity,h0237,base,dem,2.160265558
electricity,h0238,base,dem,2.163189276
electricity,h0239,base,dem,2.02831767
electricity,h0240,base,dem,1.983552118
electricity,h0241,base,dem,1.972260464
electricity,h0242,base,dem,1.959560671
electricity,h0243,base,dem,1.835195854
electricity,h0244,base,dem,1.66374584
electricity,h0245,base,dem,1.559922775
electricity,h0246,base,dem,1.516859956
electricity,h0247,base,dem,1.482920597
electricity,h0248,base,dem,1.496771691
electricity,h0249,base,dem,1.564269627
electricity,h0250,base,dem,1.61266232
electricity,h0251,base,dem,1.773749013
electricity,h0252,base,dem,1.906129892
electricity,h0253,base,dem,1.983767427
electricity,h0254,base,dem,1.999337219
electricity,h0255,base,dem,2.073738211
electricity,h0256,base,dem,2.151680372
electricity,h0257,base,dem,2.170750988
electricity,h0258,base,dem,2.193886592
electricity,h0259,base,dem,2.197096167
electricity,h0260,base,dem,2.196044862
electricity,h0261,base,dem,2.183585404
electricity,h0262,base,dem,2.160265558
electricity,h0263,base,dem,2.045179965
electricity,h0264,base,dem,2.018573525
electricity,h0265,base,dem,1.976968142
electricity,h0266,base,dem,1.963608614
electricity,h0267,base,dem,1.82586291
electricity,h0268,base,dem,1.659524765
electricity,h0269,base,dem,1.564680937
electricity,h0270,base,dem,1.470002798
electricity,h0271,base,dem,1.427564225
electricity,h0272,base,dem,1.428947662
electricity,h0273,base,dem,1.429464577
electricity,h0274,base,dem,1.417083756
electricity,h0275,base,dem,1.473369108
electricity,h0276,base,dem,1.530390244
electricity,h0277,base,dem,1.667956451
electricity,h0278,base,dem,1.690426495
electricity,h0279,base,dem,1.783952362
electricity,h0280,base,dem,1.783256383
electricity,h0281,base,dem,1.780329213
electricity,h0282,base,dem,1.776335097
electricity,h0283,base,dem,1.792111353
electricity,h0284,base,dem,1.789792032
electricity,h0285,base,dem,1.811084239
electricity,h0286,base,dem,1.812642319
electricity,h0287,base,dem,1.763605963
electricity,h0288,base,dem,1.735360325
electricity,h0289,base,dem,1.746704619
electricity,h0290,base,dem,1.782244559
electricity,h0291,base,dem,1.80715107
electricity,h0292,base,dem,1.670110191
electricity,h0293,base,dem,1.564680937
electricity,h0294,base,dem,1.470811718
electricity,h0295,base,dem,1.442844924
electricity,h0296,base,dem,1.436799114
electricity,h0297,base,dem,1.441313057
electricity,h0298,base,dem,1.417083756
electricity,h0299,base,dem,1.499274499
electricity,h0300,base,dem,1.542488552
electricity,h0301,base,dem,1.669644407
electricity,h0302,base,dem,1.742182909
electricity,h0303,base,dem,1.783952362
electricity,h0304,base,dem,1.790940852
electricity,h0305,base,dem,1.788013682
electricity,h0306,base,dem,1.7966651
electricity,h0307,base,dem,1.7946983
electricity,h0308,base,dem,1.80556818
electricity,h0309,base,dem,1.808985621
electricity,h0310,base,dem,1.812642319
electricity,h0311,base,dem,1.751275518
electricity,h0312,base,dem,1.736297502
electricity,h0313,base,dem,1.743724161
electricity,h0314,base,dem,1.767782919
electricity,h0315,base,dem,1.838740042
electricity,h0316,base,dem,1.655393114
electricity,h0317,base,dem,1.564514493
electricity,h0318,base,dem,1.516859956
electricity,h0319,base,dem,1.492774231
electricity,h0320,base,dem,1.506015965
electricity,h0321,base,dem,1.572359149
electricity,h0322,base,dem,1.623430048
electricity,h0323,base,dem,1.781609634
electricity,h0324,base,dem,1.897977914
electricity,h0325,base,dem,1.983767427
electricity,h0326,base,dem,1.995674805
electricity,h0327,base,dem,2.043693511
electricity,h0328,base,dem,2.151680372
electricity,h0329,base,dem,2.151680372
electricity,h0330,base,dem,2.158469085
electricity,h0331,base,dem,2.151612198
electricity,h0332,base,dem,2.147884629
electricity,h0333,base,dem,2.146820596
electricity,h0334,base,dem,2.088278273
electricity,h0335,base,dem,1.993296263
electricity,h0336,base,dem,1.981122446
electricity,h0337,base,dem,1.972260464
electricity,h0338,base,dem,1.959560671
electricity,h0339,base,dem,1.856036623
electricity,h0340,base,dem,1.648778935
electricity,h0341,base,dem,1.559922775
electricity,h0342,base,dem,1.518219339
electricity,h0343,base,dem,1.49971612
electricity,h0344,base,dem,1.513728048
electricity,h0345,base,dem,1.573796522
electricity,h0346,base,dem,1.62486742
electricity,h0347,base,dem,1.787317486
electricity,h0348,base,dem,1.912385726
electricity,h0349,base,dem,1.983767427
electricity,h0350,base,dem,1.999337219
electricity,h0351,base,dem,2.073738211
electricity,h0352,base,dem,2.093138048
electricity,h0353,base,dem,2.093138048
electricity,h0354,base,dem,2.158469085
electricity,h0355,base,dem,2.149961565
electricity,h0356,base,dem,2.147884629
electricity,h0357,base,dem,2.146820596
electricity,h0358,base,dem,2.088278273
electricity,h0359,base,dem,2.037652555
electricity,h0360,base,dem,1.985151619
electricity,h0361,base,dem,1.975368641
electricity,h0362,base,dem,1.963608614
electricity,h0363,base,dem,1.879444491
electricity,h0364,base,dem,1.716058973
electricity,h0365,base,dem,1.623976303
electricity,h0366,base,dem,1.560686174
electricity,h0367,base,dem,1.518219339
electricity,h0368,base,dem,1.532148423
electricity,h0369,base,dem,1.600915346
electricity,h0370,base,dem,1.641758193
electricity,h0371,base,dem,1.806139246
electricity,h0372,base,dem,1.925993572
electricity,h0373,base,dem,1.99635784
electricity,h0374,base,dem,2.043693511
electricity,h0375,base,dem,2.152376351
electricity,h0376,base,dem,2.170750988
electricity,h0377,base,dem,2.170750988
electricity,h0378,base,dem,2.184691938
electricity,h0379,base,dem,2.173281411
electricity,h0380,base,dem,2.169553843
electricity,h0381,base,dem,2.146820596
electricity,h0382,base,dem,2.088278273
electricity,h0383,base,dem,1.993296263
electricity,h0384,base,dem,1.980443941
electricity,h0385,base,dem,1.972260464
electricity,h0386,base,dem,1.959560671
electricity,h0387,base,dem,1.84943884
electricity,h0388,base,dem,1.684722634
electricity,h0389,base,dem,1.617067638
electricity,h0390,base,dem,1.560686174
electricity,h0391,base,dem,1.542450366
electricity,h0392,base,dem,1.553147114
electricity,h0393,base,dem,1.622746689
electricity,h0394,base,dem,1.648933729
electricity,h0395,base,dem,1.806139246
electricity,h0396,base,dem,1.917884741
electricity,h0397,base,dem,1.983767427
electricity,h0398,base,dem,1.997362976
electricity,h0399,base,dem,2.043693511
electricity,h0400,base,dem,2.050524725
electricity,h0401,base,dem,2.064467832
electricity,h0402,base,dem,2.083558082
electricity,h0403,base,dem,2.056605378
electricity,h0404,base,dem,2.052877809
electricity,h0405,base,dem,2.03813754
electricity,h0406,base,dem,2.03813754
electricity,h0407,base,dem,1.990188087
electricity,h0408,base,dem,1.964910609
electricity,h0409,base,dem,1.95003205
electricity,h0410,base,dem,1.929466566
electricity,h0411,base,dem,1.777233873
electricity,h0412,base,dem,1.633494029
electricity,h0413,base,dem,1.537703315
electricity,h0414,base,dem,1.516859956
electricity,h0415,base,dem,1.49971612
electricity,h0416,base,dem,1.515004586
electricity,h0417,base,dem,1.582494972
electricity,h0418,base,dem,1.626337693
electricity,h0419,base,dem,1.802840463
electricity,h0420,base,dem,1.925993572
electricity,h0421,base,dem,1.983767427
electricity,h0422,base,dem,1.999337219
electricity,h0423,base,dem,2.051220705
electricity,h0424,base,dem,2.050524725
electricity,h0425,base,dem,2.056599553
electricity,h0426,base,dem,2.063462265
electricity,h0427,base,dem,2.040162699
electricity,h0428,base,dem,2.030360303
electricity,h0429,base,dem,2.03813754
electricity,h0430,base,dem,2.028802655
electricity,h0431,base,dem,1.974654755
electricity,h0432,base,dem,1.946042357
electricity,h0433,base,dem,1.936828934
electricity,h0434,base,dem,1.929466566
electricity,h0435,base,dem,1.735640464
electricity,h0436,base,dem,1.610084974
electricity,h0437,base,dem,1.508308857
electricity,h0438,base,dem,1.454267748
electricity,h0439,base,dem,1.442844924
electricity,h0440,base,dem,1.445153566
electricity,h0441,base,dem,1.460765104
electricity,h0442,base,dem,1.425574664
electricity,h0443,base,dem,1.465487776
electricity,h0444,base,dem,1.507606945
electricity,h0445,base,dem,1.63610859
electricity,h0446,base,dem,1.649219693
electricity,h0447,base,dem,1.661895108
electricity,h0448,base,dem,1.675836705
electricity,h0449,base,dem,1.669610751
electricity,h0450,base,dem,1.667934122
electricity,h0451,base,dem,1.674188661
electricity,h0452,base,dem,1.712304761
electricity,h0453,base,dem,1.729321634
electricity,h0454,base,dem,1.73047973
electricity,h0455,base,dem,1.71493216
electricity,h0456,base,dem,1.708262104
electricity,h0457,base,dem,1.703639751
electricity,h0458,base,dem,1.671960815
electricity,h0459,base,dem,1.675380845
electricity,h0460,base,dem,1.543659808
electricity,h0461,base,dem,1.450363488
electricity,h0462,base,dem,1.413131386
electricity,h0463,base,dem,1.401708562
electricity,h0464,base,dem,1.404017204
electricity,h0465,base,dem,1.42250435
electricity,h0466,base,dem,1.408686157
electricity,h0467,base,dem,1.462955843
electricity,h0468,base,dem,1.505075012
electricity,h0469,base,dem,1.63610859
electricity,h0470,base,dem,1.649219693
electricity,h0471,base,dem,1.684766429
electricity,h0472,base,dem,1.690060598
electricity,h0473,base,dem,1.704406817
electricity,h0474,base,dem,1.743561493
electricity,h0475,base,dem,1.729310092
electricity,h0476,base,dem,1.767426192
electricity,h0477,base,dem,1.740472301
electricity,h0478,base,dem,1.742967558
electricity,h0479,base,dem,1.715138192
electricity,h0480,base,dem,1.708262104
electricity,h0481,base,dem,1.707065066
electricity,h0482,base,dem,1.707684997
electricity,h0483,base,dem,1.731514746
electricity,h0484,base,dem,1.588772595
electricity,h0485,base,dem,1.512258207
electricity,h0486,base,dem,1.476224868
electricity,h0487,base,dem,1.468502429
electricity,h0488,base,dem,1.483790895
electricity,h0489,base,dem,1.561158322
electricity,h0490,base,dem,1.612229221
electricity,h0491,base,dem,1.759737624
electricity,h0492,base,dem,1.875548645
electricity,h0493,base,dem,1.94833827
electricity,h0494,base,dem,1.957130999
electricity,h0495,base,dem,1.999337219
electricity,h0496,base,dem,2.008595085
electricity,h0497,base,dem,2.008595085
electricity,h0498,base,dem,2.033417565
electricity,h0499,base,dem,2.034087871
electricity,h0500,base,dem,2.022833109
electricity,h0501,base,dem,2.03813754
electricity,h0502,base,dem,2.03813754
electricity,h0503,base,dem,1.974654755
electricity,h0504,base,dem,1.958215527
electricity,h0505,base,dem,1.928086689
electricity,h0506,base,dem,1.908185901
electricity,h0507,base,dem,1.746982062
electricity,h0508,base,dem,1.617339471
electricity,h0509,base,dem,1.536343932
electricity,h0510,base,dem,1.49971612
electricity,h0511,base,dem,1.482920597
electricity,h0512,base,dem,1.496771691
electricity,h0513,base,dem,1.56889651
electricity,h0514,base,dem,1.615340526
electricity,h0515,base,dem,1.765492076
electricity,h0516,base,dem,1.891785508
electricity,h0517,base,dem,1.971180682
electricity,h0518,base,dem,1.995674805
electricity,h0519,base,dem,2.073738211
electricity,h0520,base,dem,2.093138048
electricity,h0521,base,dem,2.093138048
electricity,h0522,base,dem,2.144620688
electricity,h0523,base,dem,2.151612198
electricity,h0524,base,dem,2.131515949
electricity,h0525,base,dem,2.088278273
electricity,h0526,base,dem,2.088278273
electricity,h0527,base,dem,2.02831767
electricity,h0528,base,dem,1.983552118
electricity,h0529,base,dem,1.972260464
electricity,h0530,base,dem,1.959560671
electricity,h0531,base,dem,1.856036623
electricity,h0532,base,dem,1.712514785
electricity,h0533,base,dem,1.623976303
electricity,h0534,base,dem,1.576853999
electricity,h0535,base,dem,1.530434363
electricity,h0536,base,dem,1.540396514
electricity,h0537,base,dem,1.602274728
electricity,h0538,base,dem,1.644980712
electricity,h0539,base,dem,1.829414865
electricity,h0540,base,dem,1.941316125
electricity,h0541,base,dem,2.031379247
electricity,h0542,base,dem,2.043693511
electricity,h0543,base,dem,2.155499845
electricity,h0544,base,dem,2.173653996
electricity,h0545,base,dem,2.173653996
electricity,h0546,base,dem,2.158469085
electricity,h0547,base,dem,2.135243518
electricity,h0548,base,dem,2.131515949
electricity,h0549,base,dem,2.149340879
electricity,h0550,base,dem,2.146820596
electricity,h0551,base,dem,2.024398308
electricity,h0552,base,dem,1.985151619
electricity,h0553,base,dem,1.975368641
electricity,h0554,base,dem,1.965582857
electricity,h0555,base,dem,1.879444491
electricity,h0556,base,dem,1.739410317
electricity,h0557,base,dem,1.64545286
electricity,h0558,base,dem,1.609204428
electricity,h0559,base,dem,1.591614116
electricity,h0560,base,dem,1.606902582
electricity,h0561,base,dem,1.645242297
electricity,h0562,base,dem,1.683325173
electricity,h0563,base,dem,1.858827445
electricity,h0564,base,dem,1.990739304
electricity,h0565,base,dem,2.054316153
electricity,h0566,base,dem,2.093834028
electricity,h0567,base,dem,2.225969394
electricity,h0568,base,dem,2.247694054
electricity,h0569,base,dem,2.204445159
electricity,h0570,base,dem,2.193886592
electricity,h0571,base,dem,2.189351938
electricity,h0572,base,dem,2.218465501
electricity,h0573,base,dem,2.19965593
electricity,h0574,base,dem,2.246291523
electricity,h0575,base,dem,2.067697255
electricity,h0576,base,dem,2.02790841
electricity,h0577,base,dem,1.974331575
electricity,h0578,base,dem,1.959560671
electricity,h0579,base,dem,1.856036623
electricity,h0580,base,dem,1.640918314
electricity,h0581,base,dem,1.534480796
electricity,h0582,base,dem,1.506642476
electricity,h0583,base,dem,1.490727499
electricity,h0584,base,dem,1.506015965
electricity,h0585,base,dem,1.573796522
electricity,h0586,base,dem,1.623430048
electricity,h0587,base,dem,1.757494244
electricity,h0588,base,dem,1.867775507
electricity,h0589,base,dem,1.93972288
electricity,h0590,base,dem,1.940610006
electricity,h0591,base,dem,1.942872047
electricity,h0592,base,dem,1.943282818
electricity,h0593,base,dem,1.943681722
electricity,h0594,base,dem,1.943821522
electricity,h0595,base,dem,1.943821522
electricity,h0596,base,dem,1.940002049
electricity,h0597,base,dem,1.950908821
electricity,h0598,base,dem,1.950908821
electricity,h0599,base,dem,1.950765137
electricity,h0600,base,dem,1.936999801
electricity,h0601,base,dem,1.903291607
electricity,h0602,base,dem,1.817719561
electricity,h0603,base,dem,1.650225045
electricity,h0604,base,dem,1.531805395
electricity,h0605,base,dem,1.443456657
electricity,h0606,base,dem,1.413131386
electricity,h0607,base,dem,1.401708562
electricity,h0608,base,dem,1.404017204
electricity,h0609,base,dem,1.42250435
electricity,h0610,base,dem,1.408686157
electricity,h0611,base,dem,1.445668431
electricity,h0612,base,dem,1.503885417
electricity,h0613,base,dem,1.635299671
electricity,h0614,base,dem,1.648410773
electricity,h0615,base,dem,1.678923847
electricity,h0616,base,dem,1.684070449
electricity,h0617,base,dem,1.681143279
electricity,h0618,base,dem,1.694827066
electricity,h0619,base,dem,1.729310092
electricity,h0620,base,dem,1.767426192
electricity,h0621,base,dem,1.796530909
electricity,h0622,base,dem,1.798088989
electricity,h0623,base,dem,1.715138192
electricity,h0624,base,dem,1.708262104
electricity,h0625,base,dem,1.703639751
electricity,h0626,base,dem,1.671960815
electricity,h0627,base,dem,1.657147625
electricity,h0628,base,dem,1.531805395
electricity,h0629,base,dem,1.443456657
electricity,h0630,base,dem,1.413131386
electricity,h0631,base,dem,1.401708562
electricity,h0632,base,dem,1.404017204
electricity,h0633,base,dem,1.42250435
electricity,h0634,base,dem,1.408686157
electricity,h0635,base,dem,1.462955843
electricity,h0636,base,dem,1.508415865
electricity,h0637,base,dem,1.659722707
electricity,h0638,base,dem,1.684436346
electricity,h0639,base,dem,1.783952362
electricity,h0640,base,dem,1.783256383
electricity,h0641,base,dem,1.780329213
electricity,h0642,base,dem,1.805724053
electricity,h0643,base,dem,1.808076058
electricity,h0644,base,dem,1.814627133
electricity,h0645,base,dem,1.83286046
electricity,h0646,base,dem,1.825046763
electricity,h0647,base,dem,1.804127895
electricity,h0648,base,dem,1.735360325
electricity,h0649,base,dem,1.747641797
electricity,h0650,base,dem,1.767782919
electricity,h0651,base,dem,1.84943884
electricity,h0652,base,dem,1.66374584
electricity,h0653,base,dem,1.564514493
electricity,h0654,base,dem,1.516859956
electricity,h0655,base,dem,1.498439582
electricity,h0656,base,dem,1.508062697
electricity,h0657,base,dem,1.581927034
electricity,h0658,base,dem,1.626337693
electricity,h0659,base,dem,1.806139246
electricity,h0660,base,dem,1.937653711
electricity,h0661,base,dem,2.024039316
electricity,h0662,base,dem,2.051220705
electricity,h0663,base,dem,2.20218549
electricity,h0664,base,dem,2.225273415
electricity,h0665,base,dem,2.247694054
electricity,h0666,base,dem,2.303256782
electricity,h0667,base,dem,2.291742268
electricity,h0668,base,dem,2.2880147
electricity,h0669,base,dem,2.294659298
electricity,h0670,base,dem,2.294659298
electricity,h0671,base,dem,2.162704291
electricity,h0672,base,dem,2.078049142
electricity,h0673,base,dem,2.067227804
electricity,h0674,base,dem,2.048451889
electricity,h0675,base,dem,1.925115292
electricity,h0676,base,dem,1.78443163
electricity,h0677,base,dem,1.672321857
electricity,h0678,base,dem,1.615802211
electricity,h0679,base,dem,1.584705451
electricity,h0680,base,dem,1.606795899
electricity,h0681,base,dem,1.641026076
electricity,h0682,base,dem,1.670759139
electricity,h0683,base,dem,1.863342898
electricity,h0684,base,dem,1.998266498
electricity,h0685,base,dem,2.090854649
electricity,h0686,base,dem,2.152376351
electricity,h0687,base,dem,2.307384118
electricity,h0688,base,dem,2.308060033
electricity,h0689,base,dem,2.313815348
electricity,h0690,base,dem,2.306684686
electricity,h0691,base,dem,2.291742268
electricity,h0692,base,dem,2.2880147
electricity,h0693,base,dem,2.246291523
electricity,h0694,base,dem,2.207400159
electricity,h0695,base,dem,2.051254792
electricity,h0696,base,dem,2.035435819
electricity,h0697,base,dem,1.985322486
electricity,h0698,base,dem,1.993264333
electricity,h0699,base,dem,1.900663238
electricity,h0700,base,dem,1.752544828
electricity,h0701,base,dem,1.646473853
electricity,h0702,base,dem,1.609204428
electricity,h0703,base,dem,1.572143085
electricity,h0704,base,dem,1.587431551
electricity,h0705,base,dem,1.636315162
electricity,h0706,base,dem,1.657190666
electricity,h0707,base,dem,1.824613555
electricity,h0708,base,dem,1.941316125
electricity,h0709,base,dem,2.040714132
electricity,h0710,base,dem,2.073738211
electricity,h0711,base,dem,2.266545046
electricity,h0712,base,dem,2.303670788
electricity,h0713,base,dem,2.303670788
electricity,h0714,base,dem,2.303256782
electricity,h0715,base,dem,2.291742268
electricity,h0716,base,dem,2.284586796
electricity,h0717,base,dem,2.291231394
electricity,h0718,base,dem,2.285476079
electricity,h0719,base,dem,2.051254792
electricity,h0720,base,dem,2.035435819
electricity,h0721,base,dem,2.023944606
electricity,h0722,base,dem,2.009888666
electricity,h0723,base,dem,1.900663238
electricity,h0724,base,dem,1.782743675
electricity,h0725,base,dem,1.648542915
electricity,h0726,base,dem,1.609204428
electricity,h0727,base,dem,1.560686174
electricity,h0728,base,dem,1.567621914
electricity,h0729,base,dem,1.622746689
electricity,h0730,base,dem,1.657190666
electricity,h0731,base,dem,1.842005494
electricity,h0732,base,dem,1.990739304
electricity,h0733,base,dem,2.054316153
electricity,h0734,base,dem,2.073738211
