technology_1,timestep_2,scenario,parameter,value
hydro,h0048,base,stInflow,0.852976177
hydro,h0049,base,stInflow,0.868246741
hydro,h0050,base,stInflow,0.891730189
hydro,h0051,base,stInflow,0.867898853
hydro,h0052,base,stInflow,0.834261548
hydro,h0053,base,stInflow,0.831052994
hydro,h0054,base,stInflow,0.828920493
hydro,h0055,base,stInflow,0.827676091
hydro,h0056,base,stInflow,0.829797345
hydro,h0057,base,stInflow,0.831870067
hydro,h0058,base,stInflow,0.828896503
hydro,h0059,base,stInflow,0.825423898
hydro,h0060,base,stInflow,0.837488627
hydro,h0061,base,stInflow,0.82148549
hydro,h0062,base,stInflow,0.823150681
hydro,h0063,base,stInflow,0.820237787
hydro,h0064,base,stInflow,0.820930702
hydro,h0065,base,stInflow,0.824900793
hydro,h0066,base,stInflow,0.834733895
hydro,h0067,base,stInflow,0.837397128
hydro,h0068,base,stInflow,0.877551995
hydro,h0069,base,stInflow,0.981875634
hydro,h0070,base,stInflow,1.156409901
hydro,h0071,base,stInflow,1.568812796
hydro,h0072,base,stInflow,1.399011285
hydro,h0073,base,stInflow,1.045254361
hydro,h0074,base,stInflow,0.893157765
hydro,h0075,base,stInflow,0.82214097
hydro,h0076,base,stInflow,0.8191847
hydro,h0077,base,stInflow,0.8399841
hydro,h0078,base,stInflow,0.83747281
hydro,h0079,base,stInflow,1.247942413
hydro,h0080,base,stInflow,1.056360415
hydro,h0081,base,stInflow,0.985156186
hydro,h0082,base,stInflow,0.843650074
hydro,h0083,base,stInflow,0.898658854
hydro,h0084,base,stInflow,0.983088592
hydro,h0085,base,stInflow,1.186696008
hydro,h0086,base,stInflow,1.099785633
hydro,h0087,base,stInflow,15.89825677
hydro,h0088,base,stInflow,16.61542879
hydro,h0089,base,stInflow,12.93851086
hydro,h0090,base,stInflow,4.125834251
hydro,h0091,base,stInflow,2.055579365
hydro,h0092,base,stInflow,1.132869991
hydro,h0093,base,stInflow,0.995850969
hydro,h0094,base,stInflow,0.81034957
hydro,h0095,base,stInflow,0.779390049
hydro,h0096,base,stInflow,0.697522856
hydro,h0097,base,stInflow,0.692306406
hydro,h0098,base,stInflow,0.688442385
hydro,h0099,base,stInflow,0.686547294
hydro,h0100,base,stInflow,0.69034382
hydro,h0101,base,stInflow,8.193699739
hydro,h0102,base,stInflow,8.576779535
hydro,h0103,base,stInflow,6.756742328
hydro,h0104,base,stInflow,2.461590087
hydro,h0105,base,stInflow,1.534294332
hydro,h0106,base,stInflow,1.267368052
hydro,h0107,base,stInflow,1.220364722
hydro,h0108,base,stInflow,0.940445336
hydro,h0109,base,stInflow,0.780364841
hydro,h0110,base,stInflow,0.705671046
hydro,h0111,base,stInflow,0.686999478
hydro,h0112,base,stInflow,0.648385439
hydro,h0113,base,stInflow,0.637362922
hydro,h0114,base,stInflow,0.645292819
hydro,h0115,base,stInflow,0.669357844
hydro,h0116,base,stInflow,0.673522833
hydro,h0117,base,stInflow,0.719486591
hydro,h0118,base,stInflow,0.774487897
hydro,h0119,base,stInflow,0.849338321
hydro,h0120,base,stInflow,0.966227375
hydro,h0121,base,stInflow,1.038901116
hydro,h0122,base,stInflow,0.927450142
hydro,h0123,base,stInflow,0.797063347
hydro,h0124,base,stInflow,0.690945808
hydro,h0125,base,stInflow,0.656833803
hydro,h0126,base,stInflow,0.63675042
hydro,h0127,base,stInflow,0.630982322
hydro,h0128,base,stInflow,0.630715742
hydro,h0129,base,stInflow,0.63090329
hydro,h0130,base,stInflow,0.645924931
hydro,h0131,base,stInflow,0.651159975
hydro,h0132,base,stInflow,0.633337264
hydro,h0133,base,stInflow,0.617872019
hydro,h0134,base,stInflow,0.619564011
hydro,h0135,base,stInflow,0.615157574
hydro,h0136,base,stInflow,0.613662831
hydro,h0137,base,stInflow,0.612741507
hydro,h0138,base,stInflow,0.612481662
hydro,h0139,base,stInflow,0.611072186
hydro,h0140,base,stInflow,0.613476788
hydro,h0141,base,stInflow,0.612914604
hydro,h0142,base,stInflow,0.612137006
hydro,h0143,base,stInflow,0.611896529
hydro,h0144,base,stInflow,0.608428461
hydro,h0145,base,stInflow,0.608739831
hydro,h0146,base,stInflow,0.611362928
hydro,h0147,base,stInflow,0.610114538
hydro,h0148,base,stInflow,0.609913736
hydro,h0149,base,stInflow,0.610582032
hydro,h0150,base,stInflow,0.607539527
hydro,h0151,base,stInflow,0.607781214
hydro,h0152,base,stInflow,0.607393192
hydro,h0153,base,stInflow,0.60964
hydro,h0154,base,stInflow,0.619314444
hydro,h0155,base,stInflow,0.638660904
hydro,h0156,base,stInflow,0.629593193
hydro,h0157,base,stInflow,0.653678484
hydro,h0158,base,stInflow,0.712563561
hydro,h0159,base,stInflow,0.795232176
hydro,h0160,base,stInflow,0.738231161
hydro,h0161,base,stInflow,0.706632473
hydro,h0162,base,stInflow,0.711144532
hydro,h0163,base,stInflow,2.839933847
hydro,h0164,base,stInflow,0.652539928
hydro,h0165,base,stInflow,0.635463865
hydro,h0166,base,stInflow,0.668513662
hydro,h0167,base,stInflow,0.660735988
hydro,h0168,base,stInflow,0.615519682
hydro,h0169,base,stInflow,0.619961238
hydro,h0170,base,stInflow,0.617082614
hydro,h0171,base,stInflow,0.630040279
hydro,h0172,base,stInflow,0.672163155
hydro,h0173,base,stInflow,0.881746324
hydro,h0174,base,stInflow,0.962283692
hydro,h0175,base,stInflow,0.729210442
hydro,h0176,base,stInflow,0.717046616
hydro,h0177,base,stInflow,3.553567088
hydro,h0178,base,stInflow,1.126162553
hydro,h0179,base,stInflow,1.585349503
hydro,h0180,base,stInflow,0.989511923
hydro,h0181,base,stInflow,1.003363161
hydro,h0182,base,stInflow,0.604554478
hydro,h0183,base,stInflow,0.600909589
hydro,h0184,base,stInflow,0.598940673
hydro,h0185,base,stInflow,0.602736805
hydro,h0186,base,stInflow,0.598921423
hydro,h0187,base,stInflow,0.59900054
hydro,h0188,base,stInflow,0.599901801
hydro,h0189,base,stInflow,0.59960384
hydro,h0190,base,stInflow,0.605966182
hydro,h0191,base,stInflow,0.610481365
hydro,h0192,base,stInflow,0.655104978
hydro,h0193,base,stInflow,0.819920528
hydro,h0194,base,stInflow,1.148225885
hydro,h0195,base,stInflow,4.120150469
hydro,h0196,base,stInflow,1.682519266
hydro,h0197,base,stInflow,0.722248613
hydro,h0198,base,stInflow,0.657743721
hydro,h0199,base,stInflow,0.74074679
hydro,h0200,base,stInflow,0.6483366
hydro,h0201,base,stInflow,0.664560907
hydro,h0202,base,stInflow,0.748743677
hydro,h0203,base,stInflow,0.796777323
hydro,h0204,base,stInflow,0.620672044
hydro,h0205,base,stInflow,0.601306444
hydro,h0206,base,stInflow,0.621071563
hydro,h0207,base,stInflow,0.707399568
hydro,h0208,base,stInflow,0.873063091
hydro,h0209,base,stInflow,2.356370443
hydro,h0210,base,stInflow,1.136457738
hydro,h0211,base,stInflow,0.655358294
hydro,h0212,base,stInflow,0.623607135
hydro,h0213,base,stInflow,0.694559461
hydro,h0214,base,stInflow,0.633348859
hydro,h0215,base,stInflow,0.637090554
hydro,h0216,base,stInflow,0.671343984
hydro,h0217,base,stInflow,0.691686886
hydro,h0218,base,stInflow,0.608373001
hydro,h0219,base,stInflow,0.596333614
hydro,h0220,base,stInflow,0.598072547
hydro,h0221,base,stInflow,0.59560166
hydro,h0222,base,stInflow,0.594888376
hydro,h0223,base,stInflow,0.592363692
hydro,h0224,base,stInflow,0.592373056
hydro,h0225,base,stInflow,0.591712234
hydro,h0226,base,stInflow,0.589419581
hydro,h0227,base,stInflow,0.603753438
hydro,h0228,base,stInflow,0.594478326
hydro,h0229,base,stInflow,0.592819816
hydro,h0230,base,stInflow,0.59062036
hydro,h0231,base,stInflow,0.586224697
hydro,h0232,base,stInflow,0.588991281
hydro,h0233,base,stInflow,0.587788365
hydro,h0234,base,stInflow,0.589282036
hydro,h0235,base,stInflow,0.586851777
hydro,h0236,base,stInflow,0.585966541
hydro,h0237,base,stInflow,0.594206898
hydro,h0238,base,stInflow,0.608064921
hydro,h0239,base,stInflow,0.739741273
hydro,h0240,base,stInflow,0.795589019
hydro,h0241,base,stInflow,0.767078705
hydro,h0242,base,stInflow,0.812738297
hydro,h0243,base,stInflow,0.916969693
hydro,h0244,base,stInflow,0.981011295
hydro,h0245,base,stInflow,1.026443585
hydro,h0246,base,stInflow,1.577015313
hydro,h0247,base,stInflow,2.162369744
hydro,h0248,base,stInflow,2.984809721
hydro,h0249,base,stInflow,4.326010269
hydro,h0250,base,stInflow,23.03858358
hydro,h0251,base,stInflow,33.14133561
hydro,h0252,base,stInflow,32.85797097
hydro,h0253,base,stInflow,24.09401738
hydro,h0254,base,stInflow,34.56115835
hydro,h0255,base,stInflow,48.43382277
hydro,h0256,base,stInflow,48.54206392
hydro,h0257,base,stInflow,34.22155983
hydro,h0258,base,stInflow,13.12712102
hydro,h0259,base,stInflow,3.367533682
hydro,h0260,base,stInflow,1.411885412
hydro,h0261,base,stInflow,1.370622323
hydro,h0262,base,stInflow,1.779416484
hydro,h0263,base,stInflow,2.449947576
hydro,h0264,base,stInflow,11.80721692
hydro,h0265,base,stInflow,16.85655066
hydro,h0266,base,stInflow,16.71072101
hydro,h0267,base,stInflow,12.29458109
hydro,h0268,base,stInflow,17.51434844
hydro,h0269,base,stInflow,24.45609437
hydro,h0270,base,stInflow,24.50189474
hydro,h0271,base,stInflow,17.30887044
hydro,h0272,base,stInflow,6.751059747
hydro,h0273,base,stInflow,1.859750662
hydro,h0274,base,stInflow,0.742820168
hydro,h0275,base,stInflow,0.57499714
hydro,h0276,base,stInflow,0.571571711
hydro,h0277,base,stInflow,0.570745033
hydro,h0278,base,stInflow,0.571067238
hydro,h0279,base,stInflow,0.57123356
hydro,h0280,base,stInflow,0.571347324
hydro,h0281,base,stInflow,0.57099864
hydro,h0282,base,stInflow,0.571155889
hydro,h0283,base,stInflow,0.570258942
hydro,h0284,base,stInflow,0.572436191
hydro,h0285,base,stInflow,0.570598073
hydro,h0286,base,stInflow,0.570271472
hydro,h0287,base,stInflow,0.568966832
hydro,h0288,base,stInflow,0.569241369
hydro,h0289,base,stInflow,0.569923449
hydro,h0290,base,stInflow,0.567406813
hydro,h0291,base,stInflow,0.566599999
hydro,h0292,base,stInflow,0.56528391
hydro,h0293,base,stInflow,0.569394577
hydro,h0294,base,stInflow,0.574800984
hydro,h0295,base,stInflow,0.572583837
hydro,h0296,base,stInflow,0.572357063
hydro,h0297,base,stInflow,0.569826625
hydro,h0298,base,stInflow,0.565566711
hydro,h0299,base,stInflow,0.588585577
hydro,h0300,base,stInflow,0.571529482
hydro,h0301,base,stInflow,0.563630462
hydro,h0302,base,stInflow,0.563222657
hydro,h0303,base,stInflow,0.563797013
hydro,h0304,base,stInflow,0.561191856
hydro,h0305,base,stInflow,0.560951772
hydro,h0306,base,stInflow,0.561659438
hydro,h0307,base,stInflow,0.563372756
hydro,h0308,base,stInflow,0.56729561
hydro,h0309,base,stInflow,0.564157905
hydro,h0310,base,stInflow,0.563047542
hydro,h0311,base,stInflow,0.561405066
hydro,h0312,base,stInflow,0.5595363
hydro,h0313,base,stInflow,0.570621912
hydro,h0314,base,stInflow,0.56265707
hydro,h0315,base,stInflow,0.559179538
hydro,h0316,base,stInflow,0.557902449
hydro,h0317,base,stInflow,0.558085943
hydro,h0318,base,stInflow,0.557279553
hydro,h0319,base,stInflow,0.557158555
hydro,h0320,base,stInflow,0.557774358
hydro,h0321,base,stInflow,0.556403785
hydro,h0322,base,stInflow,0.557904882
hydro,h0323,base,stInflow,0.556760665
hydro,h0324,base,stInflow,0.555912798
hydro,h0325,base,stInflow,0.554360264
hydro,h0326,base,stInflow,0.555022807
hydro,h0327,base,stInflow,0.554949556
hydro,h0328,base,stInflow,0.553486143
hydro,h0329,base,stInflow,0.552651673
hydro,h0330,base,stInflow,0.549999055
hydro,h0331,base,stInflow,0.552962161
hydro,h0332,base,stInflow,0.553452873
hydro,h0333,base,stInflow,0.553271348
hydro,h0334,base,stInflow,0.555100691
hydro,h0335,base,stInflow,0.553174627
hydro,h0336,base,stInflow,0.553206179
hydro,h0337,base,stInflow,0.552434706
hydro,h0338,base,stInflow,0.552556167
hydro,h0339,base,stInflow,0.551538423
hydro,h0340,base,stInflow,0.551957381
hydro,h0341,base,stInflow,0.549792774
hydro,h0342,base,stInflow,0.546799459
hydro,h0343,base,stInflow,0.545707903
hydro,h0344,base,stInflow,0.548905719
hydro,h0345,base,stInflow,0.550947192
hydro,h0346,base,stInflow,0.551244953
hydro,h0347,base,stInflow,0.548634557
hydro,h0348,base,stInflow,0.549258492
hydro,h0349,base,stInflow,0.548401528
hydro,h0350,base,stInflow,0.548133562
hydro,h0351,base,stInflow,0.547747826
hydro,h0352,base,stInflow,0.54844972
hydro,h0353,base,stInflow,0.547980428
hydro,h0354,base,stInflow,0.548121958
hydro,h0355,base,stInflow,0.547049195
hydro,h0356,base,stInflow,0.545235044
hydro,h0357,base,stInflow,0.54670188
hydro,h0358,base,stInflow,0.547252065
hydro,h0359,base,stInflow,0.547394119
hydro,h0360,base,stInflow,0.547380807
hydro,h0361,base,stInflow,0.545554072
hydro,h0362,base,stInflow,0.545414251
hydro,h0363,base,stInflow,0.545577384
hydro,h0364,base,stInflow,0.544803079
hydro,h0365,base,stInflow,0.543985161
hydro,h0366,base,stInflow,0.543768118
hydro,h0367,base,stInflow,0.54363744
hydro,h0368,base,stInflow,0.5439536
hydro,h0369,base,stInflow,0.543036433
hydro,h0370,base,stInflow,0.544015215
hydro,h0371,base,stInflow,0.54447284
hydro,h0372,base,stInflow,0.543633012
hydro,h0373,base,stInflow,0.543231373
hydro,h0374,base,stInflow,0.543157713
hydro,h0375,base,stInflow,0.548385985
hydro,h0376,base,stInflow,0.543667527
hydro,h0377,base,stInflow,0.542418558
hydro,h0378,base,stInflow,0.542329864
hydro,h0379,base,stInflow,0.53958879
hydro,h0380,base,stInflow,0.540306471
hydro,h0381,base,stInflow,0.541633836
hydro,h0382,base,stInflow,0.539253382
hydro,h0383,base,stInflow,0.53807086
hydro,h0384,base,stInflow,0.539691408
hydro,h0385,base,stInflow,0.53827479
hydro,h0386,base,stInflow,0.538019056
hydro,h0387,base,stInflow,0.537946309
hydro,h0388,base,stInflow,0.537894616
hydro,h0389,base,stInflow,0.541699033
hydro,h0390,base,stInflow,0.536599255
hydro,h0391,base,stInflow,0.535997001
hydro,h0392,base,stInflow,0.536768209
hydro,h0393,base,stInflow,0.539159362
hydro,h0394,base,stInflow,0.548461972
hydro,h0395,base,stInflow,0.573891256
hydro,h0396,base,stInflow,0.606823659
hydro,h0397,base,stInflow,0.63568807
hydro,h0398,base,stInflow,0.632159351
hydro,h0399,base,stInflow,0.59315422
hydro,h0400,base,stInflow,0.609716776
hydro,h0401,base,stInflow,0.632069646
hydro,h0402,base,stInflow,0.757761091
hydro,h0403,base,stInflow,0.823072918
hydro,h0404,base,stInflow,0.596231206
hydro,h0405,base,stInflow,0.62022348
hydro,h0406,base,stInflow,0.990677515
hydro,h0407,base,stInflow,0.659799248
hydro,h0408,base,stInflow,0.573862164
hydro,h0409,base,stInflow,0.569915108
hydro,h0410,base,stInflow,0.586563184
hydro,h0411,base,stInflow,0.603121699
hydro,h0412,base,stInflow,0.617086377
hydro,h0413,base,stInflow,0.58428284
hydro,h0414,base,stInflow,0.693777056
hydro,h0415,base,stInflow,0.648662958
hydro,h0416,base,stInflow,0.704855719
hydro,h0417,base,stInflow,0.689028276
hydro,h0418,base,stInflow,0.565556253
hydro,h0419,base,stInflow,0.589000584
hydro,h0420,base,stInflow,0.763524627
hydro,h0421,base,stInflow,0.596311761
hydro,h0422,base,stInflow,0.540703286
hydro,h0423,base,stInflow,0.52762147
hydro,h0424,base,stInflow,0.529251269
hydro,h0425,base,stInflow,0.530730467
hydro,h0426,base,stInflow,0.530627981
hydro,h0427,base,stInflow,0.529653512
hydro,h0428,base,stInflow,0.524608314
hydro,h0429,base,stInflow,0.526570233
hydro,h0430,base,stInflow,0.525249227
hydro,h0431,base,stInflow,0.529562251
hydro,h0432,base,stInflow,0.536410672
hydro,h0433,base,stInflow,0.5274553
hydro,h0434,base,stInflow,0.526015038
hydro,h0435,base,stInflow,0.523421162
hydro,h0436,base,stInflow,0.524497806
hydro,h0437,base,stInflow,0.524886287
hydro,h0438,base,stInflow,0.530436084
hydro,h0439,base,stInflow,0.527995768
hydro,h0440,base,stInflow,0.530251233
hydro,h0441,base,stInflow,0.532732739
hydro,h0442,base,stInflow,0.533861641
hydro,h0443,base,stInflow,0.543049192
hydro,h0444,base,stInflow,0.557513857
hydro,h0445,base,stInflow,0.536057213
hydro,h0446,base,stInflow,0.538382808
hydro,h0447,base,stInflow,0.526686095
hydro,h0448,base,stInflow,0.523974621
hydro,h0449,base,stInflow,0.520850758
hydro,h0450,base,stInflow,0.519767856
hydro,h0451,base,stInflow,0.52892713
hydro,h0452,base,stInflow,0.568183593
hydro,h0453,base,stInflow,0.57226152
hydro,h0454,base,stInflow,0.528919432
hydro,h0455,base,stInflow,0.522923752
hydro,h0456,base,stInflow,0.524922434
hydro,h0457,base,stInflow,0.52488676
hydro,h0458,base,stInflow,0.524231275
hydro,h0459,base,stInflow,0.52444546
hydro,h0460,base,stInflow,0.526366114
hydro,h0461,base,stInflow,0.532205399
hydro,h0462,base,stInflow,0.541734841
hydro,h0463,base,stInflow,0.538945206
hydro,h0464,base,stInflow,0.548783386
hydro,h0465,base,stInflow,0.593480327
hydro,h0466,base,stInflow,0.583126058
hydro,h0467,base,stInflow,0.558181986
hydro,h0468,base,stInflow,0.523081909
hydro,h0469,base,stInflow,0.520326451
hydro,h0470,base,stInflow,0.51689299
hydro,h0471,base,stInflow,0.511417033
hydro,h0472,base,stInflow,0.511342505
hydro,h0473,base,stInflow,0.511214192
hydro,h0474,base,stInflow,0.512023707
hydro,h0475,base,stInflow,0.517255565
hydro,h0476,base,stInflow,0.521162758
hydro,h0477,base,stInflow,0.519506192
hydro,h0478,base,stInflow,0.516011752
hydro,h0479,base,stInflow,0.514264958
hydro,h0480,base,stInflow,0.51478312
hydro,h0481,base,stInflow,0.515788365
hydro,h0482,base,stInflow,0.517786454
hydro,h0483,base,stInflow,0.531082373
hydro,h0484,base,stInflow,0.568612425
hydro,h0485,base,stInflow,0.63070013
hydro,h0486,base,stInflow,0.708775472
hydro,h0487,base,stInflow,0.713878987
hydro,h0488,base,stInflow,0.777085887
hydro,h0489,base,stInflow,0.694331237
hydro,h0490,base,stInflow,0.62266752
hydro,h0491,base,stInflow,0.650944637
hydro,h0492,base,stInflow,0.849321292
hydro,h0493,base,stInflow,0.783110983
hydro,h0494,base,stInflow,0.640466067
hydro,h0495,base,stInflow,0.54092499
hydro,h0496,base,stInflow,0.510795734
hydro,h0497,base,stInflow,0.515858927
hydro,h0498,base,stInflow,0.533878856
hydro,h0499,base,stInflow,0.56653115
hydro,h0500,base,stInflow,0.606893795
hydro,h0501,base,stInflow,0.608567702
hydro,h0502,base,stInflow,0.640294244
hydro,h0503,base,stInflow,0.599557814
hydro,h0504,base,stInflow,0.564188352
hydro,h0505,base,stInflow,0.578354534
hydro,h0506,base,stInflow,0.67967213
hydro,h0507,base,stInflow,0.646571263
hydro,h0508,base,stInflow,0.57376306
hydro,h0509,base,stInflow,0.528301808
hydro,h0510,base,stInflow,0.513033383
hydro,h0511,base,stInflow,0.514286901
hydro,h0512,base,stInflow,0.514191179
hydro,h0513,base,stInflow,0.509182284
hydro,h0514,base,stInflow,0.507095503
hydro,h0515,base,stInflow,0.517158793
hydro,h0516,base,stInflow,0.523663391
hydro,h0517,base,stInflow,0.506994393
hydro,h0518,base,stInflow,0.504551476
hydro,h0519,base,stInflow,0.505206373
hydro,h0520,base,stInflow,0.505794122
hydro,h0521,base,stInflow,0.504020326
hydro,h0522,base,stInflow,0.50273122
hydro,h0523,base,stInflow,0.504924115
hydro,h0524,base,stInflow,0.505196457
hydro,h0525,base,stInflow,0.505874876
hydro,h0526,base,stInflow,0.505882171
hydro,h0527,base,stInflow,0.502403031
hydro,h0528,base,stInflow,0.500423726
hydro,h0529,base,stInflow,0.507889902
hydro,h0530,base,stInflow,0.513675845
hydro,h0531,base,stInflow,0.506080417
hydro,h0532,base,stInflow,0.506244341
hydro,h0533,base,stInflow,0.506780993
hydro,h0534,base,stInflow,0.506808166
hydro,h0535,base,stInflow,0.503406079
hydro,h0536,base,stInflow,0.505944328
hydro,h0537,base,stInflow,0.540581807
hydro,h0538,base,stInflow,0.564632307
hydro,h0539,base,stInflow,0.544219923
hydro,h0540,base,stInflow,0.514862312
hydro,h0541,base,stInflow,0.498610109
hydro,h0542,base,stInflow,0.494423598
hydro,h0543,base,stInflow,0.495505234
hydro,h0544,base,stInflow,0.49846165
hydro,h0545,base,stInflow,0.498222237
hydro,h0546,base,stInflow,0.498469283
hydro,h0547,base,stInflow,0.49853907
hydro,h0548,base,stInflow,0.498491982
hydro,h0549,base,stInflow,0.496905639
hydro,h0550,base,stInflow,0.501495341
hydro,h0551,base,stInflow,0.528130049
hydro,h0552,base,stInflow,0.538037314
hydro,h0553,base,stInflow,0.534920843
hydro,h0554,base,stInflow,0.507090272
hydro,h0555,base,stInflow,0.49624942
hydro,h0556,base,stInflow,0.492431621
hydro,h0557,base,stInflow,0.490545181
hydro,h0558,base,stInflow,0.492998076
hydro,h0559,base,stInflow,0.497484715
hydro,h0560,base,stInflow,0.561868978
hydro,h0561,base,stInflow,0.513762441
hydro,h0562,base,stInflow,0.524985882
hydro,h0563,base,stInflow,0.491079022
hydro,h0564,base,stInflow,0.506272791
hydro,h0565,base,stInflow,0.532449532
hydro,h0566,base,stInflow,0.5877192
hydro,h0567,base,stInflow,0.609153855
hydro,h0568,base,stInflow,0.535654474
hydro,h0569,base,stInflow,0.518993327
hydro,h0570,base,stInflow,0.50455077
hydro,h0571,base,stInflow,0.495017711
hydro,h0572,base,stInflow,0.488596841
hydro,h0573,base,stInflow,0.502281863
hydro,h0574,base,stInflow,0.545948996
hydro,h0575,base,stInflow,0.502609845
hydro,h0576,base,stInflow,0.503437725
hydro,h0577,base,stInflow,0.485751077
hydro,h0578,base,stInflow,0.485381383
hydro,h0579,base,stInflow,0.545446518
hydro,h0580,base,stInflow,0.664295725
hydro,h0581,base,stInflow,0.619284163
hydro,h0582,base,stInflow,0.515396832
hydro,h0583,base,stInflow,0.511457908
hydro,h0584,base,stInflow,0.499915024
hydro,h0585,base,stInflow,0.491554024
hydro,h0586,base,stInflow,0.489667212
hydro,h0587,base,stInflow,0.485254545
hydro,h0588,base,stInflow,0.484899207
hydro,h0589,base,stInflow,0.486191793
hydro,h0590,base,stInflow,0.4838696
hydro,h0591,base,stInflow,0.48082306
hydro,h0592,base,stInflow,0.487132176
hydro,h0593,base,stInflow,0.516980511
hydro,h0594,base,stInflow,0.501599444
hydro,h0595,base,stInflow,0.481305141
hydro,h0596,base,stInflow,0.480388545
hydro,h0597,base,stInflow,0.481152661
hydro,h0598,base,stInflow,0.479758608
hydro,h0599,base,stInflow,0.478430261
hydro,h0600,base,stInflow,0.480309285
hydro,h0601,base,stInflow,0.479577699
hydro,h0602,base,stInflow,0.480074188
hydro,h0603,base,stInflow,0.479693337
hydro,h0604,base,stInflow,0.479046364
hydro,h0605,base,stInflow,0.477957053
hydro,h0606,base,stInflow,0.48285891
hydro,h0607,base,stInflow,0.484257495
hydro,h0608,base,stInflow,0.478132652
hydro,h0609,base,stInflow,0.480742805
hydro,h0610,base,stInflow,0.490927269
hydro,h0611,base,stInflow,0.566684866
hydro,h0612,base,stInflow,0.513746802
hydro,h0613,base,stInflow,0.485615439
hydro,h0614,base,stInflow,0.47938348
hydro,h0615,base,stInflow,0.475837768
hydro,h0616,base,stInflow,0.477146946
hydro,h0617,base,stInflow,0.473646296
hydro,h0618,base,stInflow,0.473872581
hydro,h0619,base,stInflow,0.473772283
hydro,h0620,base,stInflow,0.475925532
hydro,h0621,base,stInflow,0.477720662
hydro,h0622,base,stInflow,0.474620516
hydro,h0623,base,stInflow,0.4774689
hydro,h0624,base,stInflow,0.492726035
hydro,h0625,base,stInflow,0.538889219
hydro,h0626,base,stInflow,0.527755876
hydro,h0627,base,stInflow,0.486593233
hydro,h0628,base,stInflow,0.482616415
hydro,h0629,base,stInflow,0.478318117
hydro,h0630,base,stInflow,0.476572133
hydro,h0631,base,stInflow,0.481526348
hydro,h0632,base,stInflow,0.472005264
hydro,h0633,base,stInflow,0.471746069
hydro,h0634,base,stInflow,0.473151577
hydro,h0635,base,stInflow,0.471959946
hydro,h0636,base,stInflow,0.489647924
hydro,h0637,base,stInflow,0.472481755
hydro,h0638,base,stInflow,0.476089117
hydro,h0639,base,stInflow,0.479884976
hydro,h0640,base,stInflow,0.487148653
hydro,h0641,base,stInflow,0.473925439
hydro,h0642,base,stInflow,0.473219004
hydro,h0643,base,stInflow,0.470112103
hydro,h0644,base,stInflow,0.472904339
hydro,h0645,base,stInflow,0.476180978
hydro,h0646,base,stInflow,0.539602252
hydro,h0647,base,stInflow,0.498923752
hydro,h0648,base,stInflow,0.495903857
hydro,h0649,base,stInflow,0.467946965
hydro,h0650,base,stInflow,0.474776803
hydro,h0651,base,stInflow,0.466699308
hydro,h0652,base,stInflow,0.488484182
hydro,h0653,base,stInflow,0.52443819
hydro,h0654,base,stInflow,0.580982443
hydro,h0655,base,stInflow,0.677147584
hydro,h0656,base,stInflow,1.28700164
hydro,h0657,base,stInflow,0.622540316
hydro,h0658,base,stInflow,0.502697391
hydro,h0659,base,stInflow,0.498576516
hydro,h0660,base,stInflow,0.536027206
hydro,h0661,base,stInflow,0.511763762
hydro,h0662,base,stInflow,0.482352555
hydro,h0663,base,stInflow,0.468779621
hydro,h0664,base,stInflow,0.464256069
