technology_1,timestep_2,scenario,parameter,value
hydro,h0045,highDemLowWind,stInflow,0.836137303
hydro,h0046,highDemLowWind,stInflow,0.847923154
hydro,h0047,highDemLowWind,stInflow,0.892959611
hydro,h0048,highDemLowWind,stInflow,0.852976177
hydro,h0049,highDemLowWind,stInflow,0.868246741
hydro,h0050,highDemLowWind,stInflow,0.891730189
hydro,h0051,highDemLowWind,stInflow,0.867898853
hydro,h0052,highDemLowWind,stInflow,0.834261548
hydro,h0053,highDemLowWind,stInflow,0.831052994
hydro,h0054,highDemLowWind,stInflow,0.828920493
hydro,h0055,highDemLowWind,stInflow,0.827676091
hydro,h0056,highDemLowWind,stInflow,0.829797345
hydro,h0057,highDemLowWind,stInflow,0.831870067
hydro,h0058,highDemLowWind,stInflow,0.828896503
hydro,h0059,highDemLowWind,stInflow,0.825423898
hydro,h0060,highDemLowWind,stInflow,0.837488627
hydro,h0061,highDemLowWind,stInflow,0.82148549
hydro,h0062,highDemLowWind,stInflow,0.823150681
hydro,h0063,highDemLowWind,stInflow,0.820237787
hydro,h0064,highDemLowWind,stInflow,0.820930702
hydro,h0065,highDemLowWind,stInflow,0.824900793
hydro,h0066,highDemLowWind,stInflow,0.834733895
hydro,h0067,highDemLowWind,stInflow,0.837397128
hydro,h0068,highDemLowWind,stInflow,0.877551995
hydro,h0069,highDemLowWind,stInflow,0.981875634
hydro,h0070,highDemLowWind,stInflow,1.156409901
hydro,h0071,highDemLowWind,stInflow,1.568812796
hydro,h0072,highDemLowWind,stInflow,1.399011285
hydro,h0073,highDemLowWind,stInflow,1.045254361
hydro,h0074,highDemLowWind,stInflow,0.893157765
hydro,h0075,highDemLowWind,stInflow,0.82214097
hydro,h0076,highDemLowWind,stInflow,0.8191847
hydro,h0077,highDemLowWind,stInflow,0.8399841
hydro,h0078,highDemLowWind,stInflow,0.83747281
hydro,h0079,highDemLowWind,stInflow,1.247942413
hydro,h0080,highDemLowWind,stInflow,1.056360415
hydro,h0081,highDemLowWind,stInflow,0.985156186
hydro,h0082,highDemLowWind,stInflow,0.843650074
hydro,h0083,highDemLowWind,stInflow,0.898658854
hydro,h0084,highDemLowWind,stInflow,0.983088592
hydro,h0085,highDemLowWind,stInflow,1.186696008
hydro,h0086,highDemLowWind,stInflow,1.099785633
hydro,h0087,highDemLowWind,stInflow,15.89825677
hydro,h0088,highDemLowWind,stInflow,16.61542879
hydro,h0089,highDemLowWind,stInflow,12.93851086
hydro,h0090,highDemLowWind,stInflow,4.125834251
hydro,h0091,highDemLowWind,stInflow,2.055579365
hydro,h0092,highDemLowWind,stInflow,1.132869991
hydro,h0093,highDemLowWind,stInflow,0.995850969
hydro,h0094,highDemLowWind,stInflow,0.81034957
hydro,h0095,highDemLowWind,stInflow,0.779390049
hydro,h0096,highDemLowWind,stInflow,0.697522856
hydro,h0097,highDemLowWind,stInflow,0.692306406
hydro,h0098,highDemLowWind,stInflow,0.688442385
hydro,h0099,highDemLowWind,stInflow,0.686547294
hydro,h0100,highDemLowWind,stInflow,0.69034382
hydro,h0101,highDemLowWind,stInflow,8.193699739
hydro,h0102,highDemLowWind,stInflow,8.576779535
hydro,h0103,highDemLowWind,stInflow,6.756742328
hydro,h0104,highDemLowWind,stInflow,2.461590087
hydro,h0105,highDemLowWind,stInflow,1.534294332
hydro,h0106,highDemLowWind,stInflow,1.267368052
hydro,h0107,highDemLowWind,stInflow,1.220364722
hydro,h0108,highDemLowWind,stInflow,0.940445336
hydro,h0109,highDemLowWind,stInflow,0.780364841
hydro,h0110,highDemLowWind,stInflow,0.705671046
hydro,h0111,highDemLowWind,stInflow,0.686999478
hydro,h0112,highDemLowWind,stInflow,0.648385439
hydro,h0113,highDemLowWind,stInflow,0.637362922
hydro,h0114,highDemLowWind,stInflow,0.645292819
hydro,h0115,highDemLowWind,stInflow,0.669357844
hydro,h0116,highDemLowWind,stInflow,0.673522833
hydro,h0117,highDemLowWind,stInflow,0.719486591
hydro,h0118,highDemLowWind,stInflow,0.774487897
hydro,h0119,highDemLowWind,stInflow,0.849338321
hydro,h0120,highDemLowWind,stInflow,0.966227375
hydro,h0121,highDemLowWind,stInflow,1.038901116
hydro,h0122,highDemLowWind,stInflow,0.927450142
hydro,h0123,highDemLowWind,stInflow,0.797063347
hydro,h0124,highDemLowWind,stInflow,0.690945808
hydro,h0125,highDemLowWind,stInflow,0.656833803
hydro,h0126,highDemLowWind,stInflow,0.63675042
hydro,h0127,highDemLowWind,stInflow,0.630982322
hydro,h0128,highDemLowWind,stInflow,0.630715742
hydro,h0129,highDemLowWind,stInflow,0.63090329
hydro,h0130,highDemLowWind,stInflow,0.645924931
hydro,h0131,highDemLowWind,stInflow,0.651159975
hydro,h0132,highDemLowWind,stInflow,0.633337264
hydro,h0133,highDemLowWind,stInflow,0.617872019
hydro,h0134,highDemLowWind,stInflow,0.619564011
hydro,h0135,highDemLowWind,stInflow,0.615157574
hydro,h0136,highDemLowWind,stInflow,0.613662831
hydro,h0137,highDemLowWind,stInflow,0.612741507
hydro,h0138,highDemLowWind,stInflow,0.612481662
hydro,h0139,highDemLowWind,stInflow,0.611072186
hydro,h0140,highDemLowWind,stInflow,0.613476788
hydro,h0141,highDemLowWind,stInflow,0.612914604
hydro,h0142,highDemLowWind,stInflow,0.612137006
hydro,h0143,highDemLowWind,stInflow,0.611896529
hydro,h0144,highDemLowWind,stInflow,0.608428461
hydro,h0145,highDemLowWind,stInflow,0.608739831
hydro,h0146,highDemLowWind,stInflow,0.611362928
hydro,h0147,highDemLowWind,stInflow,0.610114538
hydro,h0148,highDemLowWind,stInflow,0.609913736
hydro,h0149,highDemLowWind,stInflow,0.610582032
hydro,h0150,highDemLowWind,stInflow,0.607539527
hydro,h0151,highDemLowWind,stInflow,0.607781214
hydro,h0152,highDemLowWind,stInflow,0.607393192
hydro,h0153,highDemLowWind,stInflow,0.60964
hydro,h0154,highDemLowWind,stInflow,0.619314444
hydro,h0155,highDemLowWind,stInflow,0.638660904
hydro,h0156,highDemLowWind,stInflow,0.629593193
hydro,h0157,highDemLowWind,stInflow,0.653678484
hydro,h0158,highDemLowWind,stInflow,0.712563561
hydro,h0159,highDemLowWind,stInflow,0.795232176
hydro,h0160,highDemLowWind,stInflow,0.738231161
hydro,h0161,highDemLowWind,stInflow,0.706632473
hydro,h0162,highDemLowWind,stInflow,0.711144532
hydro,h0163,highDemLowWind,stInflow,2.839933847
hydro,h0164,highDemLowWind,stInflow,0.652539928
hydro,h0165,highDemLowWind,stInflow,0.635463865
hydro,h0166,highDemLowWind,stInflow,0.668513662
hydro,h0167,highDemLowWind,stInflow,0.660735988
hydro,h0168,highDemLowWind,stInflow,0.615519682
hydro,h0169,highDemLowWind,stInflow,0.619961238
hydro,h0170,highDemLowWind,stInflow,0.617082614
hydro,h0171,highDemLowWind,stInflow,0.630040279
hydro,h0172,highDemLowWind,stInflow,0.672163155
hydro,h0173,highDemLowWind,stInflow,0.881746324
hydro,h0174,highDemLowWind,stInflow,0.962283692
hydro,h0175,highDemLowWind,stInflow,0.729210442
hydro,h0176,highDemLowWind,stInflow,0.717046616
hydro,h0177,highDemLowWind,stInflow,3.553567088
hydro,h0178,highDemLowWind,stInflow,1.126162553
hydro,h0179,highDemLowWind,stInflow,1.585349503
hydro,h0180,highDemLowWind,stInflow,0.989511923
hydro,h0181,highDemLowWind,stInflow,1.003363161
hydro,h0182,highDemLowWind,stInflow,0.604554478
hydro,h0183,highDemLowWind,stInflow,0.600909589
hydro,h0184,highDemLowWind,stInflow,0.598940673
hydro,h0185,highDemLowWind,stInflow,0.602736805
hydro,h0186,highDemLowWind,stInflow,0.598921423
hydro,h0187,highDemLowWind,stInflow,0.59900054
hydro,h0188,highDemLowWind,stInflow,0.599901801
hydro,h0189,highDemLowWind,stInflow,0.59960384
hydro,h0190,highDemLowWind,stInflow,0.605966182
hydro,h0191,highDemLowWind,stInflow,0.610481365
hydro,h0192,highDemLowWind,stInflow,0.655104978
hydro,h0193,highDemLowWind,stInflow,0.819920528
hydro,h0194,highDemLowWind,stInflow,1.148225885
hydro,h0195,highDemLowWind,stInflow,4.120150469
hydro,h0196,highDemLowWind,stInflow,1.682519266
hydro,h0197,highDemLowWind,stInflow,0.722248613
hydro,h0198,highDemLowWind,stInflow,0.657743721
hydro,h0199,highDemLowWind,stInflow,0.74074679
hydro,h0200,highDemLowWind,stInflow,0.6483366
hydro,h0201,highDemLowWind,stInflow,0.664560907
hydro,h0202,highDemLowWind,stInflow,0.748743677
hydro,h0203,highDemLowWind,stInflow,0.796777323
hydro,h0204,highDemLowWind,stInflow,0.620672044
hydro,h0205,highDemLowWind,stInflow,0.601306444
hydro,h0206,highDemLowWind,stInflow,0.621071563
hydro,h0207,highDemLowWind,stInflow,0.707399568
hydro,h0208,highDemLowWind,stInflow,0.873063091
hydro,h0209,highDemLowWind,stInflow,2.356370443
hydro,h0210,highDemLowWind,stInflow,1.136457738
hydro,h0211,highDemLowWind,stInflow,0.655358294
hydro,h0212,highDemLowWind,stInflow,0.623607135
hydro,h0213,highDemLowWind,stInflow,0.694559461
hydro,h0214,highDemLowWind,stInflow,0.633348859
hydro,h0215,highDemLowWind,stInflow,0.637090554
hydro,h0216,highDemLowWind,stInflow,0.671343984
hydro,h0217,highDemLowWind,stInflow,0.691686886
hydro,h0218,highDemLowWind,stInflow,0.608373001
hydro,h0219,highDemLowWind,stInflow,0.596333614
hydro,h0220,highDemLowWind,stInflow,0.598072547
hydro,h0221,highDemLowWind,stInflow,0.59560166
hydro,h0222,highDemLowWind,stInflow,0.594888376
hydro,h0223,highDemLowWind,stInflow,0.592363692
hydro,h0224,highDemLowWind,stInflow,0.592373056
hydro,h0225,highDemLowWind,stInflow,0.591712234
hydro,h0226,highDemLowWind,stInflow,0.589419581
hydro,h0227,highDemLowWind,stInflow,0.603753438
hydro,h0228,highDemLowWind,stInflow,0.594478326
hydro,h0229,highDemLowWind,stInflow,0.592819816
hydro,h0230,highDemLowWind,stInflow,0.59062036
hydro,h0231,highDemLowWind,stInflow,0.586224697
hydro,h0232,highDemLowWind,stInflow,0.588991281
hydro,h0233,highDemLowWind,stInflow,0.587788365
hydro,h0234,highDemLowWind,stInflow,0.589282036
hydro,h0235,highDemLowWind,stInflow,0.586851777
hydro,h0236,highDemLowWind,stInflow,0.585966541
hydro,h0237,highDemLowWind,stInflow,0.594206898
hydro,h0238,highDemLowWind,stInflow,0.608064921
hydro,h0239,highDemLowWind,stInflow,0.739741273
hydro,h0240,highDemLowWind,stInflow,0.795589019
hydro,h0241,highDemLowWind,stInflow,0.767078705
hydro,h0242,highDemLowWind,stInflow,0.812738297
hydro,h0243,highDemLowWind,stInflow,0.916969693
hydro,h0244,highDemLowWind,stInflow,0.981011295
hydro,h0245,highDemLowWind,stInflow,1.026443585
hydro,h0246,highDemLowWind,stInflow,1.577015313
hydro,h0247,highDemLowWind,stInflow,2.162369744
hydro,h0248,highDemLowWind,stInflow,2.984809721
hydro,h0249,highDemLowWind,stInflow,4.326010269
hydro,h0250,highDemLowWind,stInflow,23.03858358
hydro,h0251,highDemLowWind,stInflow,33.14133561
hydro,h0252,highDemLowWind,stInflow,32.85797097
hydro,h0253,highDemLowWind,stInflow,24.09401738
hydro,h0254,highDemLowWind,stInflow,34.56115835
hydro,h0255,highDemLowWind,stInflow,48.43382277
hydro,h0256,highDemLowWind,stInflow,48.54206392
hydro,h0257,highDemLowWind,stInflow,34.22155983
hydro,h0258,highDemLowWind,stInflow,13.12712102
hydro,h0259,highDemLowWind,stInflow,3.367533682
hydro,h0260,highDemLowWind,stInflow,1.411885412
hydro,h0261,highDemLowWind,stInflow,1.370622323
hydro,h0262,highDemLowWind,stInflow,1.779416484
hydro,h0263,highDemLowWind,stInflow,2.449947576
hydro,h0264,highDemLowWind,stInflow,11.80721692
hydro,h0265,highDemLowWind,stInflow,16.85655066
hydro,h0266,highDemLowWind,stInflow,16.71072101
hydro,h0267,highDemLowWind,stInflow,12.29458109
hydro,h0268,highDemLowWind,stInflow,17.51434844
hydro,h0269,highDemLowWind,stInflow,24.45609437
hydro,h0270,highDemLowWind,stInflow,24.50189474
hydro,h0271,highDemLowWind,stInflow,17.30887044
hydro,h0272,highDemLowWind,stInflow,6.751059747
hydro,h0273,highDemLowWind,stInflow,1.859750662
hydro,h0274,highDemLowWind,stInflow,0.742820168
hydro,h0275,highDemLowWind,stInflow,0.57499714
hydro,h0276,highDemLowWind,stInflow,0.571571711
hydro,h0277,highDemLowWind,stInflow,0.570745033
hydro,h0278,highDemLowWind,stInflow,0.571067238
hydro,h0279,highDemLowWind,stInflow,0.57123356
hydro,h0280,highDemLowWind,stInflow,0.571347324
hydro,h0281,highDemLowWind,stInflow,0.57099864
hydro,h0282,highDemLowWind,stInflow,0.571155889
hydro,h0283,highDemLowWind,stInflow,0.570258942
hydro,h0284,highDemLowWind,stInflow,0.572436191
hydro,h0285,highDemLowWind,stInflow,0.570598073
hydro,h0286,highDemLowWind,stInflow,0.570271472
hydro,h0287,highDemLowWind,stInflow,0.568966832
hydro,h0288,highDemLowWind,stInflow,0.569241369
hydro,h0289,highDemLowWind,stInflow,0.569923449
hydro,h0290,highDemLowWind,stInflow,0.567406813
hydro,h0291,highDemLowWind,stInflow,0.566599999
hydro,h0292,highDemLowWind,stInflow,0.56528391
hydro,h0293,highDemLowWind,stInflow,0.569394577
hydro,h0294,highDemLowWind,stInflow,0.574800984
hydro,h0295,highDemLowWind,stInflow,0.572583837
hydro,h0296,highDemLowWind,stInflow,0.572357063
hydro,h0297,highDemLowWind,stInflow,0.569826625
hydro,h0298,highDemLowWind,stInflow,0.565566711
hydro,h0299,highDemLowWind,stInflow,0.588585577
hydro,h0300,highDemLowWind,stInflow,0.571529482
hydro,h0301,highDemLowWind,stInflow,0.563630462
hydro,h0302,highDemLowWind,stInflow,0.563222657
hydro,h0303,highDemLowWind,stInflow,0.563797013
hydro,h0304,highDemLowWind,stInflow,0.561191856
hydro,h0305,highDemLowWind,stInflow,0.560951772
hydro,h0306,highDemLowWind,stInflow,0.561659438
hydro,h0307,highDemLowWind,stInflow,0.563372756
hydro,h0308,highDemLowWind,stInflow,0.56729561
hydro,h0309,highDemLowWind,stInflow,0.564157905
hydro,h0310,highDemLowWind,stInflow,0.563047542
hydro,h0311,highDemLowWind,stInflow,0.561405066
hydro,h0312,highDemLowWind,stInflow,0.5595363
hydro,h0313,highDemLowWind,stInflow,0.570621912
hydro,h0314,highDemLowWind,stInflow,0.56265707
hydro,h0315,highDemLowWind,stInflow,0.559179538
hydro,h0316,highDemLowWind,stInflow,0.557902449
hydro,h0317,highDemLowWind,stInflow,0.558085943
hydro,h0318,highDemLowWind,stInflow,0.557279553
hydro,h0319,highDemLowWind,stInflow,0.557158555
hydro,h0320,highDemLowWind,stInflow,0.557774358
hydro,h0321,highDemLowWind,stInflow,0.556403785
hydro,h0322,highDemLowWind,stInflow,0.557904882
hydro,h0323,highDemLowWind,stInflow,0.556760665
hydro,h0324,highDemLowWind,stInflow,0.555912798
hydro,h0325,highDemLowWind,stInflow,0.554360264
hydro,h0326,highDemLowWind,stInflow,0.555022807
hydro,h0327,highDemLowWind,stInflow,0.554949556
hydro,h0328,highDemLowWind,stInflow,0.553486143
hydro,h0329,highDemLowWind,stInflow,0.552651673
hydro,h0330,highDemLowWind,stInflow,0.549999055
hydro,h0331,highDemLowWind,stInflow,0.552962161
hydro,h0332,highDemLowWind,stInflow,0.553452873
hydro,h0333,highDemLowWind,stInflow,0.553271348
hydro,h0334,highDemLowWind,stInflow,0.555100691
hydro,h0335,highDemLowWind,stInflow,0.553174627
hydro,h0336,highDemLowWind,stInflow,0.553206179
hydro,h0337,highDemLowWind,stInflow,0.552434706
hydro,h0338,highDemLowWind,stInflow,0.552556167
hydro,h0339,highDemLowWind,stInflow,0.551538423
hydro,h0340,highDemLowWind,stInflow,0.551957381
hydro,h0341,highDemLowWind,stInflow,0.549792774
hydro,h0342,highDemLowWind,stInflow,0.546799459
hydro,h0343,highDemLowWind,stInflow,0.545707903
hydro,h0344,highDemLowWind,stInflow,0.548905719
hydro,h0345,highDemLowWind,stInflow,0.550947192
hydro,h0346,highDemLowWind,stInflow,0.551244953
hydro,h0347,highDemLowWind,stInflow,0.548634557
hydro,h0348,highDemLowWind,stInflow,0.549258492
hydro,h0349,highDemLowWind,stInflow,0.548401528
hydro,h0350,highDemLowWind,stInflow,0.548133562
hydro,h0351,highDemLowWind,stInflow,0.547747826
hydro,h0352,highDemLowWind,stInflow,0.54844972
hydro,h0353,highDemLowWind,stInflow,0.547980428
hydro,h0354,highDemLowWind,stInflow,0.548121958
hydro,h0355,highDemLowWind,stInflow,0.547049195
hydro,h0356,highDemLowWind,stInflow,0.545235044
hydro,h0357,highDemLowWind,stInflow,0.54670188
hydro,h0358,highDemLowWind,stInflow,0.547252065
hydro,h0359,highDemLowWind,stInflow,0.547394119
hydro,h0360,highDemLowWind,stInflow,0.547380807
hydro,h0361,highDemLowWind,stInflow,0.545554072
hydro,h0362,highDemLowWind,stInflow,0.545414251
hydro,h0363,highDemLowWind,stInflow,0.545577384
hydro,h0364,highDemLowWind,stInflow,0.544803079
hydro,h0365,highDemLowWind,stInflow,0.543985161
hydro,h0366,highDemLowWind,stInflow,0.543768118
hydro,h0367,highDemLowWind,stInflow,0.54363744
hydro,h0368,highDemLowWind,stInflow,0.5439536
hydro,h0369,highDemLowWind,stInflow,0.543036433
hydro,h0370,highDemLowWind,stInflow,0.544015215
hydro,h0371,highDemLowWind,stInflow,0.54447284
hydro,h0372,highDemLowWind,stInflow,0.543633012
hydro,h0373,highDemLowWind,stInflow,0.543231373
hydro,h0374,highDemLowWind,stInflow,0.543157713
hydro,h0375,highDemLowWind,stInflow,0.548385985
hydro,h0376,highDemLowWind,stInflow,0.543667527
hydro,h0377,highDemLowWind,stInflow,0.542418558
hydro,h0378,highDemLowWind,stInflow,0.542329864
hydro,h0379,highDemLowWind,stInflow,0.53958879
hydro,h0380,highDemLowWind,stInflow,0.540306471
hydro,h0381,highDemLowWind,stInflow,0.541633836
hydro,h0382,highDemLowWind,stInflow,0.539253382
hydro,h0383,highDemLowWind,stInflow,0.53807086
hydro,h0384,highDemLowWind,stInflow,0.539691408
hydro,h0385,highDemLowWind,stInflow,0.53827479
hydro,h0386,highDemLowWind,stInflow,0.538019056
hydro,h0387,highDemLowWind,stInflow,0.537946309
hydro,h0388,highDemLowWind,stInflow,0.537894616
hydro,h0389,highDemLowWind,stInflow,0.541699033
hydro,h0390,highDemLowWind,stInflow,0.536599255
hydro,h0391,highDemLowWind,stInflow,0.535997001
hydro,h0392,highDemLowWind,stInflow,0.536768209
hydro,h0393,highDemLowWind,stInflow,0.539159362
hydro,h0394,highDemLowWind,stInflow,0.548461972
hydro,h0395,highDemLowWind,stInflow,0.573891256
hydro,h0396,highDemLowWind,stInflow,0.606823659
hydro,h0397,highDemLowWind,stInflow,0.63568807
hydro,h0398,highDemLowWind,stInflow,0.632159351
hydro,h0399,highDemLowWind,stInflow,0.59315422
hydro,h0400,highDemLowWind,stInflow,0.609716776
hydro,h0401,highDemLowWind,stInflow,0.632069646
hydro,h0402,highDemLowWind,stInflow,0.757761091
hydro,h0403,highDemLowWind,stInflow,0.823072918
hydro,h0404,highDemLowWind,stInflow,0.596231206
hydro,h0405,highDemLowWind,stInflow,0.62022348
hydro,h0406,highDemLowWind,stInflow,0.990677515
hydro,h0407,highDemLowWind,stInflow,0.659799248
hydro,h0408,highDemLowWind,stInflow,0.573862164
hydro,h0409,highDemLowWind,stInflow,0.569915108
hydro,h0410,highDemLowWind,stInflow,0.586563184
hydro,h0411,highDemLowWind,stInflow,0.603121699
hydro,h0412,highDemLowWind,stInflow,0.617086377
hydro,h0413,highDemLowWind,stInflow,0.58428284
hydro,h0414,highDemLowWind,stInflow,0.693777056
hydro,h0415,highDemLowWind,stInflow,0.648662958
hydro,h0416,highDemLowWind,stInflow,0.704855719
hydro,h0417,highDemLowWind,stInflow,0.689028276
hydro,h0418,highDemLowWind,stInflow,0.565556253
hydro,h0419,highDemLowWind,stInflow,0.589000584
hydro,h0420,highDemLowWind,stInflow,0.763524627
hydro,h0421,highDemLowWind,stInflow,0.596311761
hydro,h0422,highDemLowWind,stInflow,0.540703286
hydro,h0423,highDemLowWind,stInflow,0.52762147
hydro,h0424,highDemLowWind,stInflow,0.529251269
hydro,h0425,highDemLowWind,stInflow,0.530730467
hydro,h0426,highDemLowWind,stInflow,0.530627981
hydro,h0427,highDemLowWind,stInflow,0.529653512
hydro,h0428,highDemLowWind,stInflow,0.524608314
hydro,h0429,highDemLowWind,stInflow,0.526570233
hydro,h0430,highDemLowWind,stInflow,0.525249227
hydro,h0431,highDemLowWind,stInflow,0.529562251
hydro,h0432,highDemLowWind,stInflow,0.536410672
hydro,h0433,highDemLowWind,stInflow,0.5274553
hydro,h0434,highDemLowWind,stInflow,0.526015038
hydro,h0435,highDemLowWind,stInflow,0.523421162
hydro,h0436,highDemLowWind,stInflow,0.524497806
hydro,h0437,highDemLowWind,stInflow,0.524886287
hydro,h0438,highDemLowWind,stInflow,0.530436084
hydro,h0439,highDemLowWind,stInflow,0.527995768
hydro,h0440,highDemLowWind,stInflow,0.530251233
hydro,h0441,highDemLowWind,stInflow,0.532732739
hydro,h0442,highDemLowWind,stInflow,0.533861641
hydro,h0443,highDemLowWind,stInflow,0.543049192
hydro,h0444,highDemLowWind,stInflow,0.557513857
hydro,h0445,highDemLowWind,stInflow,0.536057213
hydro,h0446,highDemLowWind,stInflow,0.538382808
hydro,h0447,highDemLowWind,stInflow,0.526686095
hydro,h0448,highDemLowWind,stInflow,0.523974621
hydro,h0449,highDemLowWind,stInflow,0.520850758
hydro,h0450,highDemLowWind,stInflow,0.519767856
hydro,h0451,highDemLowWind,stInflow,0.52892713
hydro,h0452,highDemLowWind,stInflow,0.568183593
hydro,h0453,highDemLowWind,stInflow,0.57226152
hydro,h0454,highDemLowWind,stInflow,0.528919432
hydro,h0455,highDemLowWind,stInflow,0.522923752
hydro,h0456,highDemLowWind,stInflow,0.524922434
hydro,h0457,highDemLowWind,stInflow,0.52488676
hydro,h0458,highDemLowWind,stInflow,0.524231275
hydro,h0459,highDemLowWind,stInflow,0.52444546
hydro,h0460,highDemLowWind,stInflow,0.526366114
hydro,h0461,highDemLowWind,stInflow,0.532205399
hydro,h0462,highDemLowWind,stInflow,0.541734841
hydro,h0463,highDemLowWind,stInflow,0.538945206
hydro,h0464,highDemLowWind,stInflow,0.548783386
hydro,h0465,highDemLowWind,stInflow,0.593480327
hydro,h0466,highDemLowWind,stInflow,0.583126058
hydro,h0467,highDemLowWind,stInflow,0.558181986
hydro,h0468,highDemLowWind,stInflow,0.523081909
hydro,h0469,highDemLowWind,stInflow,0.520326451
hydro,h0470,highDemLowWind,stInflow,0.51689299
hydro,h0471,highDemLowWind,stInflow,0.511417033
hydro,h0472,highDemLowWind,stInflow,0.511342505
hydro,h0473,highDemLowWind,stInflow,0.511214192
hydro,h0474,highDemLowWind,stInflow,0.512023707
hydro,h0475,highDemLowWind,stInflow,0.517255565
hydro,h0476,highDemLowWind,stInflow,0.521162758
hydro,h0477,highDemLowWind,stInflow,0.519506192
hydro,h0478,highDemLowWind,stInflow,0.516011752
hydro,h0479,highDemLowWind,stInflow,0.514264958
hydro,h0480,highDemLowWind,stInflow,0.51478312
hydro,h0481,highDemLowWind,stInflow,0.515788365
hydro,h0482,highDemLowWind,stInflow,0.517786454
hydro,h0483,highDemLowWind,stInflow,0.531082373
hydro,h0484,highDemLowWind,stInflow,0.568612425
hydro,h0485,highDemLowWind,stInflow,0.63070013
hydro,h0486,highDemLowWind,stInflow,0.708775472
hydro,h0487,highDemLowWind,stInflow,0.713878987
hydro,h0488,highDemLowWind,stInflow,0.777085887
hydro,h0489,highDemLowWind,stInflow,0.694331237
hydro,h0490,highDemLowWind,stInflow,0.62266752
hydro,h0491,highDemLowWind,stInflow,0.650944637
hydro,h0492,highDemLowWind,stInflow,0.849321292
hydro,h0493,highDemLowWind,stInflow,0.783110983
hydro,h0494,highDemLowWind,stInflow,0.640466067
hydro,h0495,highDemLowWind,stInflow,0.54092499
hydro,h0496,highDemLowWind,stInflow,0.510795734
hydro,h0497,highDemLowWind,stInflow,0.515858927
hydro,h0498,highDemLowWind,stInflow,0.533878856
hydro,h0499,highDemLowWind,stInflow,0.56653115
hydro,h0500,highDemLowWind,stInflow,0.606893795
hydro,h0501,highDemLowWind,stInflow,0.608567702
hydro,h0502,highDemLowWind,stInflow,0.640294244
hydro,h0503,highDemLowWind,stInflow,0.599557814
hydro,h0504,highDemLowWind,stInflow,0.564188352
hydro,h0505,highDemLowWind,stInflow,0.578354534
hydro,h0506,highDemLowWind,stInflow,0.67967213
hydro,h0507,highDemLowWind,stInflow,0.646571263
hydro,h0508,highDemLowWind,stInflow,0.57376306
hydro,h0509,highDemLowWind,stInflow,0.528301808
hydro,h0510,highDemLowWind,stInflow,0.513033383
hydro,h0511,highDemLowWind,stInflow,0.514286901
hydro,h0512,highDemLowWind,stInflow,0.514191179
hydro,h0513,highDemLowWind,stInflow,0.509182284
hydro,h0514,highDemLowWind,stInflow,0.507095503
hydro,h0515,highDemLowWind,stInflow,0.517158793
hydro,h0516,highDemLowWind,stInflow,0.523663391
hydro,h0517,highDemLowWind,stInflow,0.506994393
