carrier_1,timestep_2,scenario,parameter,value
electricity,h2339,highDemLowWind,dem,1.81919762
electricity,h2340,highDemLowWind,dem,1.998355551
electricity,h2341,highDemLowWind,dem,2.157964058
electricity,h2342,highDemLowWind,dem,2.239170325
electricity,h2343,highDemLowWind,dem,2.242988389
electricity,h2344,highDemLowWind,dem,2.247784107
electricity,h2345,highDemLowWind,dem,2.251516627
electricity,h2346,highDemLowWind,dem,2.249328628
electricity,h2347,highDemLowWind,dem,2.246922299
electricity,h2348,highDemLowWind,dem,2.24959646
electricity,h2349,highDemLowWind,dem,2.249016516
electricity,h2350,highDemLowWind,dem,2.263862763
electricity,h2351,highDemLowWind,dem,2.265447126
electricity,h2352,highDemLowWind,dem,2.283214371
electricity,h2353,highDemLowWind,dem,2.255761668
electricity,h2354,highDemLowWind,dem,2.207018222
electricity,h2355,highDemLowWind,dem,2.098125733
electricity,h2356,highDemLowWind,dem,1.880196462
electricity,h2357,highDemLowWind,dem,1.715404157
electricity,h2358,highDemLowWind,dem,1.635681076
electricity,h2359,highDemLowWind,dem,1.609913782
electricity,h2360,highDemLowWind,dem,1.609913782
electricity,h2361,highDemLowWind,dem,1.636729617
electricity,h2362,highDemLowWind,dem,1.747189335
electricity,h2363,highDemLowWind,dem,1.812960741
electricity,h2364,highDemLowWind,dem,1.991829115
electricity,h2365,highDemLowWind,dem,2.144304357
electricity,h2366,highDemLowWind,dem,2.238564641
electricity,h2367,highDemLowWind,dem,2.242988389
electricity,h2368,highDemLowWind,dem,2.247784107
electricity,h2369,highDemLowWind,dem,2.251516627
electricity,h2370,highDemLowWind,dem,2.251195124
electricity,h2371,highDemLowWind,dem,2.248788462
electricity,h2372,highDemLowWind,dem,2.248788462
electricity,h2373,highDemLowWind,dem,2.249016516
electricity,h2374,highDemLowWind,dem,2.261962555
electricity,h2375,highDemLowWind,dem,2.257017414
electricity,h2376,highDemLowWind,dem,2.267682679
electricity,h2377,highDemLowWind,dem,2.245864771
electricity,h2378,highDemLowWind,dem,2.200371455
electricity,h2379,highDemLowWind,dem,2.098125733
electricity,h2380,highDemLowWind,dem,1.880196462
electricity,h2381,highDemLowWind,dem,1.715404157
electricity,h2382,highDemLowWind,dem,1.635681076
electricity,h2383,highDemLowWind,dem,1.609913782
electricity,h2384,highDemLowWind,dem,1.609913782
electricity,h2385,highDemLowWind,dem,1.640835722
electricity,h2386,highDemLowWind,dem,1.746039781
electricity,h2387,highDemLowWind,dem,1.812960741
electricity,h2388,highDemLowWind,dem,1.991829115
electricity,h2389,highDemLowWind,dem,2.157964058
electricity,h2390,highDemLowWind,dem,2.239170325
electricity,h2391,highDemLowWind,dem,2.242988389
electricity,h2392,highDemLowWind,dem,2.247784107
electricity,h2393,highDemLowWind,dem,2.251516627
electricity,h2394,highDemLowWind,dem,2.251195124
electricity,h2395,highDemLowWind,dem,2.248788462
electricity,h2396,highDemLowWind,dem,2.248788462
electricity,h2397,highDemLowWind,dem,2.249016516
electricity,h2398,highDemLowWind,dem,2.263862763
electricity,h2399,highDemLowWind,dem,2.257017414
electricity,h2400,highDemLowWind,dem,2.267682679
electricity,h2401,highDemLowWind,dem,2.243576204
electricity,h2402,highDemLowWind,dem,2.201092175
electricity,h2403,highDemLowWind,dem,2.098840762
electricity,h2404,highDemLowWind,dem,1.895315132
electricity,h2405,highDemLowWind,dem,1.730294241
electricity,h2406,highDemLowWind,dem,1.645606275
electricity,h2407,highDemLowWind,dem,1.610485807
electricity,h2408,highDemLowWind,dem,1.610485807
electricity,h2409,highDemLowWind,dem,1.641409565
electricity,h2410,highDemLowWind,dem,1.740424955
electricity,h2411,highDemLowWind,dem,1.828060271
electricity,h2412,highDemLowWind,dem,2.007166504
electricity,h2413,highDemLowWind,dem,2.156477742
electricity,h2414,highDemLowWind,dem,2.238564641
electricity,h2415,highDemLowWind,dem,2.236153615
electricity,h2416,highDemLowWind,dem,2.236153615
electricity,h2417,highDemLowWind,dem,2.239882911
electricity,h2418,highDemLowWind,dem,2.239882911
electricity,h2419,highDemLowWind,dem,2.239259433
electricity,h2420,highDemLowWind,dem,2.239259433
electricity,h2421,highDemLowWind,dem,2.24096767
electricity,h2422,highDemLowWind,dem,2.25880116
electricity,h2423,highDemLowWind,dem,2.257017414
electricity,h2424,highDemLowWind,dem,2.267682679
electricity,h2425,highDemLowWind,dem,2.243576204
electricity,h2426,highDemLowWind,dem,2.201092175
electricity,h2427,highDemLowWind,dem,2.098840762
electricity,h2428,highDemLowWind,dem,1.890689216
electricity,h2429,highDemLowWind,dem,1.719557896
electricity,h2430,highDemLowWind,dem,1.636254616
electricity,h2431,highDemLowWind,dem,1.609913782
electricity,h2432,highDemLowWind,dem,1.609913782
electricity,h2433,highDemLowWind,dem,1.640835722
electricity,h2434,highDemLowWind,dem,1.739845482
electricity,h2435,highDemLowWind,dem,1.812960741
electricity,h2436,highDemLowWind,dem,1.991829115
electricity,h2437,highDemLowWind,dem,2.144304357
electricity,h2438,highDemLowWind,dem,2.238564641
electricity,h2439,highDemLowWind,dem,2.236153615
electricity,h2440,highDemLowWind,dem,2.236153615
electricity,h2441,highDemLowWind,dem,2.239882911
electricity,h2442,highDemLowWind,dem,2.241664393
electricity,h2443,highDemLowWind,dem,2.23747827
electricity,h2444,highDemLowWind,dem,2.23747827
electricity,h2445,highDemLowWind,dem,2.23918628
electricity,h2446,highDemLowWind,dem,2.257017414
electricity,h2447,highDemLowWind,dem,2.287456316
electricity,h2448,highDemLowWind,dem,2.295319297
electricity,h2449,highDemLowWind,dem,2.254739314
electricity,h2450,highDemLowWind,dem,2.203304412
electricity,h2451,highDemLowWind,dem,2.098125733
electricity,h2452,highDemLowWind,dem,1.837948559
electricity,h2453,highDemLowWind,dem,1.680420206
electricity,h2454,highDemLowWind,dem,1.563594359
electricity,h2455,highDemLowWind,dem,1.526339841
electricity,h2456,highDemLowWind,dem,1.51604947
electricity,h2457,highDemLowWind,dem,1.525937831
electricity,h2458,highDemLowWind,dem,1.550239335
electricity,h2459,highDemLowWind,dem,1.532573743
electricity,h2460,highDemLowWind,dem,1.604271989
electricity,h2461,highDemLowWind,dem,1.675861576
electricity,h2462,highDemLowWind,dem,1.763574317
electricity,h2463,highDemLowWind,dem,1.870966767
electricity,h2464,highDemLowWind,dem,1.8495815
electricity,h2465,highDemLowWind,dem,1.845824392
electricity,h2466,highDemLowWind,dem,1.80273455
electricity,h2467,highDemLowWind,dem,1.803318624
electricity,h2468,highDemLowWind,dem,1.800415264
electricity,h2469,highDemLowWind,dem,1.875165343
electricity,h2470,highDemLowWind,dem,1.922543023
electricity,h2471,highDemLowWind,dem,2.052032228
electricity,h2472,highDemLowWind,dem,2.059956542
electricity,h2473,highDemLowWind,dem,2.048914058
electricity,h2474,highDemLowWind,dem,2.043389857
electricity,h2475,highDemLowWind,dem,1.956488341
electricity,h2476,highDemLowWind,dem,1.837948559
electricity,h2477,highDemLowWind,dem,1.680420206
electricity,h2478,highDemLowWind,dem,1.563594359
electricity,h2479,highDemLowWind,dem,1.529076152
electricity,h2480,highDemLowWind,dem,1.512819464
electricity,h2481,highDemLowWind,dem,1.529172484
electricity,h2482,highDemLowWind,dem,1.553412407
electricity,h2483,highDemLowWind,dem,1.532573743
electricity,h2484,highDemLowWind,dem,1.581145052
electricity,h2485,highDemLowWind,dem,1.675126122
electricity,h2486,highDemLowWind,dem,1.808195113
electricity,h2487,highDemLowWind,dem,1.802632634
electricity,h2488,highDemLowWind,dem,1.803613793
electricity,h2489,highDemLowWind,dem,1.807921025
electricity,h2490,highDemLowWind,dem,1.803201166
electricity,h2491,highDemLowWind,dem,1.800881782
electricity,h2492,highDemLowWind,dem,1.800881782
electricity,h2493,highDemLowWind,dem,1.852136239
electricity,h2494,highDemLowWind,dem,1.892595559
electricity,h2495,highDemLowWind,dem,1.895205628
electricity,h2496,highDemLowWind,dem,1.906224543
electricity,h2497,highDemLowWind,dem,1.897167197
electricity,h2498,highDemLowWind,dem,1.892427098
electricity,h2499,highDemLowWind,dem,1.8532391
electricity,h2500,highDemLowWind,dem,1.880196462
electricity,h2501,highDemLowWind,dem,1.715404157
electricity,h2502,highDemLowWind,dem,1.635681076
electricity,h2503,highDemLowWind,dem,1.609913782
electricity,h2504,highDemLowWind,dem,1.609913782
electricity,h2505,highDemLowWind,dem,1.640835722
electricity,h2506,highDemLowWind,dem,1.739845482
electricity,h2507,highDemLowWind,dem,1.812960741
electricity,h2508,highDemLowWind,dem,1.991829115
electricity,h2509,highDemLowWind,dem,2.144304357
electricity,h2510,highDemLowWind,dem,2.238564641
electricity,h2511,highDemLowWind,dem,2.23849119
electricity,h2512,highDemLowWind,dem,2.23849119
electricity,h2513,highDemLowWind,dem,2.242221137
electricity,h2514,highDemLowWind,dem,2.246719583
electricity,h2515,highDemLowWind,dem,2.244313719
electricity,h2516,highDemLowWind,dem,2.244313719
electricity,h2517,highDemLowWind,dem,2.24096767
electricity,h2518,highDemLowWind,dem,2.257017414
electricity,h2519,highDemLowWind,dem,2.265447126
electricity,h2520,highDemLowWind,dem,2.273297463
electricity,h2521,highDemLowWind,dem,2.245864771
electricity,h2522,highDemLowWind,dem,2.200371455
electricity,h2523,highDemLowWind,dem,2.098125733
electricity,h2524,highDemLowWind,dem,1.880196462
electricity,h2525,highDemLowWind,dem,1.715404157
electricity,h2526,highDemLowWind,dem,1.635681076
electricity,h2527,highDemLowWind,dem,1.609913782
electricity,h2528,highDemLowWind,dem,1.609913782
electricity,h2529,highDemLowWind,dem,1.640835722
electricity,h2530,highDemLowWind,dem,1.739845482
electricity,h2531,highDemLowWind,dem,1.812960741
electricity,h2532,highDemLowWind,dem,1.991829115
electricity,h2533,highDemLowWind,dem,2.157964058
electricity,h2534,highDemLowWind,dem,2.235270281
electricity,h2535,highDemLowWind,dem,2.236153615
electricity,h2536,highDemLowWind,dem,2.236153615
electricity,h2537,highDemLowWind,dem,2.239882911
electricity,h2538,highDemLowWind,dem,2.239882911
electricity,h2539,highDemLowWind,dem,2.23747827
electricity,h2540,highDemLowWind,dem,2.23747827
electricity,h2541,highDemLowWind,dem,2.23918628
electricity,h2542,highDemLowWind,dem,2.257017414
electricity,h2543,highDemLowWind,dem,2.290724079
electricity,h2544,highDemLowWind,dem,2.29004478
electricity,h2545,highDemLowWind,dem,2.257526558
electricity,h2546,highDemLowWind,dem,2.203691718
electricity,h2547,highDemLowWind,dem,2.098125733
electricity,h2548,highDemLowWind,dem,1.880196462
electricity,h2549,highDemLowWind,dem,1.715404157
electricity,h2550,highDemLowWind,dem,1.635681076
electricity,h2551,highDemLowWind,dem,1.605820689
electricity,h2552,highDemLowWind,dem,1.605933335
electricity,h2553,highDemLowWind,dem,1.637248359
electricity,h2554,highDemLowWind,dem,1.746163683
electricity,h2555,highDemLowWind,dem,1.834293244
electricity,h2556,highDemLowWind,dem,2.02945432
electricity,h2557,highDemLowWind,dem,2.180123968
electricity,h2558,highDemLowWind,dem,2.184974091
electricity,h2559,highDemLowWind,dem,2.236153615
electricity,h2560,highDemLowWind,dem,2.236153615
electricity,h2561,highDemLowWind,dem,2.241664393
electricity,h2562,highDemLowWind,dem,2.246719583
electricity,h2563,highDemLowWind,dem,2.244313719
electricity,h2564,highDemLowWind,dem,2.244313719
electricity,h2565,highDemLowWind,dem,2.244124895
electricity,h2566,highDemLowWind,dem,2.25880116
electricity,h2567,highDemLowWind,dem,2.275358327
electricity,h2568,highDemLowWind,dem,2.295319297
electricity,h2569,highDemLowWind,dem,2.257526558
electricity,h2570,highDemLowWind,dem,2.201238365
electricity,h2571,highDemLowWind,dem,2.094597941
electricity,h2572,highDemLowWind,dem,1.880196462
electricity,h2573,highDemLowWind,dem,1.715404157
electricity,h2574,highDemLowWind,dem,1.635681076
electricity,h2575,highDemLowWind,dem,1.609913782
electricity,h2576,highDemLowWind,dem,1.609913782
electricity,h2577,highDemLowWind,dem,1.640835722
electricity,h2578,highDemLowWind,dem,1.746039781
electricity,h2579,highDemLowWind,dem,1.812960741
electricity,h2580,highDemLowWind,dem,1.991829115
electricity,h2581,highDemLowWind,dem,2.148184383
electricity,h2582,highDemLowWind,dem,2.239170325
electricity,h2583,highDemLowWind,dem,2.24827061
electricity,h2584,highDemLowWind,dem,2.265970764
electricity,h2585,highDemLowWind,dem,2.264997706
electricity,h2586,highDemLowWind,dem,2.25751028
electricity,h2587,highDemLowWind,dem,2.246366266
electricity,h2588,highDemLowWind,dem,2.241861916
electricity,h2589,highDemLowWind,dem,2.263466475
electricity,h2590,highDemLowWind,dem,2.266860631
electricity,h2591,highDemLowWind,dem,2.257017414
electricity,h2592,highDemLowWind,dem,2.267682679
electricity,h2593,highDemLowWind,dem,2.243576204
electricity,h2594,highDemLowWind,dem,2.201092175
electricity,h2595,highDemLowWind,dem,2.098125733
electricity,h2596,highDemLowWind,dem,1.880196462
electricity,h2597,highDemLowWind,dem,1.715404157
electricity,h2598,highDemLowWind,dem,1.635681076
electricity,h2599,highDemLowWind,dem,1.609913782
electricity,h2600,highDemLowWind,dem,1.609913782
electricity,h2601,highDemLowWind,dem,1.640835722
electricity,h2602,highDemLowWind,dem,1.739845482
electricity,h2603,highDemLowWind,dem,1.812960741
electricity,h2604,highDemLowWind,dem,1.991829115
electricity,h2605,highDemLowWind,dem,2.144304357
electricity,h2606,highDemLowWind,dem,2.238564641
electricity,h2607,highDemLowWind,dem,2.275912834
electricity,h2608,highDemLowWind,dem,2.281864099
electricity,h2609,highDemLowWind,dem,2.262793355
electricity,h2610,highDemLowWind,dem,2.245377149
electricity,h2611,highDemLowWind,dem,2.234427032
electricity,h2612,highDemLowWind,dem,2.22486579
electricity,h2613,highDemLowWind,dem,2.265267658
electricity,h2614,highDemLowWind,dem,2.285229304
electricity,h2615,highDemLowWind,dem,2.261962555
electricity,h2616,highDemLowWind,dem,2.267682679
electricity,h2617,highDemLowWind,dem,2.243576204
electricity,h2618,highDemLowWind,dem,2.200371455
electricity,h2619,highDemLowWind,dem,2.098125733
electricity,h2620,highDemLowWind,dem,1.837948559
electricity,h2621,highDemLowWind,dem,1.680420206
electricity,h2622,highDemLowWind,dem,1.563594359
electricity,h2623,highDemLowWind,dem,1.526339841
electricity,h2624,highDemLowWind,dem,1.51604947
electricity,h2625,highDemLowWind,dem,1.529172484
electricity,h2626,highDemLowWind,dem,1.553412407
electricity,h2627,highDemLowWind,dem,1.532573743
electricity,h2628,highDemLowWind,dem,1.581145052
electricity,h2629,highDemLowWind,dem,1.635737928
electricity,h2630,highDemLowWind,dem,1.78943965
electricity,h2631,highDemLowWind,dem,1.81412813
electricity,h2632,highDemLowWind,dem,1.83174743
electricity,h2633,highDemLowWind,dem,1.830808276
electricity,h2634,highDemLowWind,dem,1.856394859
electricity,h2635,highDemLowWind,dem,1.850515108
electricity,h2636,highDemLowWind,dem,1.83450859
electricity,h2637,highDemLowWind,dem,1.855262948
electricity,h2638,highDemLowWind,dem,1.892753191
electricity,h2639,highDemLowWind,dem,1.895205628
electricity,h2640,highDemLowWind,dem,1.906224543
electricity,h2641,highDemLowWind,dem,1.897167197
electricity,h2642,highDemLowWind,dem,1.892427098
electricity,h2643,highDemLowWind,dem,1.862535352
electricity,h2644,highDemLowWind,dem,1.837948559
electricity,h2645,highDemLowWind,dem,1.680420206
electricity,h2646,highDemLowWind,dem,1.563594359
electricity,h2647,highDemLowWind,dem,1.526339841
electricity,h2648,highDemLowWind,dem,1.51604947
electricity,h2649,highDemLowWind,dem,1.529172484
electricity,h2650,highDemLowWind,dem,1.553412407
electricity,h2651,highDemLowWind,dem,1.532573743
electricity,h2652,highDemLowWind,dem,1.581145052
electricity,h2653,highDemLowWind,dem,1.632217112
electricity,h2654,highDemLowWind,dem,1.78943965
electricity,h2655,highDemLowWind,dem,1.81412813
electricity,h2656,highDemLowWind,dem,1.818306939
electricity,h2657,highDemLowWind,dem,1.830808276
electricity,h2658,highDemLowWind,dem,1.840379844
electricity,h2659,highDemLowWind,dem,1.83450859
electricity,h2660,highDemLowWind,dem,1.83450859
electricity,h2661,highDemLowWind,dem,1.856530393
electricity,h2662,highDemLowWind,dem,1.890940186
electricity,h2663,highDemLowWind,dem,1.895205628
electricity,h2664,highDemLowWind,dem,1.906224543
electricity,h2665,highDemLowWind,dem,1.897167197
electricity,h2666,highDemLowWind,dem,1.892427098
electricity,h2667,highDemLowWind,dem,1.8532391
electricity,h2668,highDemLowWind,dem,1.880196462
electricity,h2669,highDemLowWind,dem,1.715404157
electricity,h2670,highDemLowWind,dem,1.635681076
electricity,h2671,highDemLowWind,dem,1.609913782
electricity,h2672,highDemLowWind,dem,1.609913782
electricity,h2673,highDemLowWind,dem,1.640835722
electricity,h2674,highDemLowWind,dem,1.739845482
electricity,h2675,highDemLowWind,dem,1.812960741
electricity,h2676,highDemLowWind,dem,1.991829115
electricity,h2677,highDemLowWind,dem,2.144904219
electricity,h2678,highDemLowWind,dem,2.238564641
electricity,h2679,highDemLowWind,dem,2.242988389
electricity,h2680,highDemLowWind,dem,2.247784107
electricity,h2681,highDemLowWind,dem,2.252003266
electricity,h2682,highDemLowWind,dem,2.280889909
electricity,h2683,highDemLowWind,dem,2.266205743
electricity,h2684,highDemLowWind,dem,2.256621929
electricity,h2685,highDemLowWind,dem,2.263466475
electricity,h2686,highDemLowWind,dem,2.26734782
electricity,h2687,highDemLowWind,dem,2.257017414
electricity,h2688,highDemLowWind,dem,2.267682679
electricity,h2689,highDemLowWind,dem,2.243576204
electricity,h2690,highDemLowWind,dem,2.201092175
electricity,h2691,highDemLowWind,dem,2.098840762
electricity,h2692,highDemLowWind,dem,1.880196462
electricity,h2693,highDemLowWind,dem,1.715404157
electricity,h2694,highDemLowWind,dem,1.635681076
electricity,h2695,highDemLowWind,dem,1.609913782
electricity,h2696,highDemLowWind,dem,1.609913782
electricity,h2697,highDemLowWind,dem,1.640835722
electricity,h2698,highDemLowWind,dem,1.739845482
electricity,h2699,highDemLowWind,dem,1.812960741
electricity,h2700,highDemLowWind,dem,1.991829115
electricity,h2701,highDemLowWind,dem,2.144304357
electricity,h2702,highDemLowWind,dem,2.238564641
electricity,h2703,highDemLowWind,dem,2.257645933
electricity,h2704,highDemLowWind,dem,2.265970764
electricity,h2705,highDemLowWind,dem,2.277301159
electricity,h2706,highDemLowWind,dem,2.252438995
electricity,h2707,highDemLowWind,dem,2.251435271
electricity,h2708,highDemLowWind,dem,2.256621929
electricity,h2709,highDemLowWind,dem,2.247799168
electricity,h2710,highDemLowWind,dem,2.266860631
electricity,h2711,highDemLowWind,dem,2.257017414
electricity,h2712,highDemLowWind,dem,2.267682679
electricity,h2713,highDemLowWind,dem,2.243576204
electricity,h2714,highDemLowWind,dem,2.201092175
electricity,h2715,highDemLowWind,dem,2.098840762
electricity,h2716,highDemLowWind,dem,1.880783475
electricity,h2717,highDemLowWind,dem,1.715404157
electricity,h2718,highDemLowWind,dem,1.635681076
electricity,h2719,highDemLowWind,dem,1.609913782
electricity,h2720,highDemLowWind,dem,1.609913782
electricity,h2721,highDemLowWind,dem,1.640835722
electricity,h2722,highDemLowWind,dem,1.739845482
electricity,h2723,highDemLowWind,dem,1.812960741
electricity,h2724,highDemLowWind,dem,1.991829115
electricity,h2725,highDemLowWind,dem,2.144304357
electricity,h2726,highDemLowWind,dem,2.238564641
electricity,h2727,highDemLowWind,dem,2.247784107
electricity,h2728,highDemLowWind,dem,2.247784107
electricity,h2729,highDemLowWind,dem,2.251516627
electricity,h2730,highDemLowWind,dem,2.272990836
electricity,h2731,highDemLowWind,dem,2.27252819
electricity,h2732,highDemLowWind,dem,2.26258859
electricity,h2733,highDemLowWind,dem,2.249503064
electricity,h2734,highDemLowWind,dem,2.266860631
electricity,h2735,highDemLowWind,dem,2.257017414
electricity,h2736,highDemLowWind,dem,2.267682679
electricity,h2737,highDemLowWind,dem,2.243576204
electricity,h2738,highDemLowWind,dem,2.201092175
electricity,h2739,highDemLowWind,dem,2.098840762
electricity,h2740,highDemLowWind,dem,1.880196462
electricity,h2741,highDemLowWind,dem,1.715404157
electricity,h2742,highDemLowWind,dem,1.635681076
electricity,h2743,highDemLowWind,dem,1.609913782
electricity,h2744,highDemLowWind,dem,1.609913782
electricity,h2745,highDemLowWind,dem,1.640835722
electricity,h2746,highDemLowWind,dem,1.739845482
electricity,h2747,highDemLowWind,dem,1.812960741
electricity,h2748,highDemLowWind,dem,1.991829115
electricity,h2749,highDemLowWind,dem,2.144304357
electricity,h2750,highDemLowWind,dem,2.238564641
electricity,h2751,highDemLowWind,dem,2.257645933
electricity,h2752,highDemLowWind,dem,2.281864099
electricity,h2753,highDemLowWind,dem,2.25751028
electricity,h2754,highDemLowWind,dem,2.245377149
electricity,h2755,highDemLowWind,dem,2.239307601
electricity,h2756,highDemLowWind,dem,2.231478181
electricity,h2757,highDemLowWind,dem,2.263466475
electricity,h2758,highDemLowWind,dem,2.284877402
electricity,h2759,highDemLowWind,dem,2.257017414
electricity,h2760,highDemLowWind,dem,2.267682679
electricity,h2761,highDemLowWind,dem,2.243576204
electricity,h2762,highDemLowWind,dem,2.201092175
electricity,h2763,highDemLowWind,dem,2.098125733
electricity,h2764,highDemLowWind,dem,1.880196462
electricity,h2765,highDemLowWind,dem,1.715404157
electricity,h2766,highDemLowWind,dem,1.635681076
electricity,h2767,highDemLowWind,dem,1.609913782
electricity,h2768,highDemLowWind,dem,1.609913782
electricity,h2769,highDemLowWind,dem,1.640835722
electricity,h2770,highDemLowWind,dem,1.739845482
electricity,h2771,highDemLowWind,dem,1.812960741
electricity,h2772,highDemLowWind,dem,1.991829115
electricity,h2773,highDemLowWind,dem,2.144304357
electricity,h2774,highDemLowWind,dem,2.240902636
electricity,h2775,highDemLowWind,dem,2.263766254
electricity,h2776,highDemLowWind,dem,2.248086249
electricity,h2777,highDemLowWind,dem,2.247114477
electricity,h2778,highDemLowWind,dem,2.247114477
electricity,h2779,highDemLowWind,dem,2.241044145
electricity,h2780,highDemLowWind,dem,2.247138876
electricity,h2781,highDemLowWind,dem,2.258269659
electricity,h2782,highDemLowWind,dem,2.266860631
electricity,h2783,highDemLowWind,dem,2.257017414
electricity,h2784,highDemLowWind,dem,2.267682679
electricity,h2785,highDemLowWind,dem,2.243576204
electricity,h2786,highDemLowWind,dem,2.201092175
electricity,h2787,highDemLowWind,dem,2.098840762
electricity,h2788,highDemLowWind,dem,1.853966185
electricity,h2789,highDemLowWind,dem,1.689611871
electricity,h2790,highDemLowWind,dem,1.567115045
electricity,h2791,highDemLowWind,dem,1.526339841
electricity,h2792,highDemLowWind,dem,1.51604947
electricity,h2793,highDemLowWind,dem,1.529172484
electricity,h2794,highDemLowWind,dem,1.553412407
electricity,h2795,highDemLowWind,dem,1.532573743
electricity,h2796,highDemLowWind,dem,1.581145052
electricity,h2797,highDemLowWind,dem,1.636328187
electricity,h2798,highDemLowWind,dem,1.78943965
electricity,h2799,highDemLowWind,dem,1.807634308
electricity,h2800,highDemLowWind,dem,1.812298843
electricity,h2801,highDemLowWind,dem,1.81136136
electricity,h2802,highDemLowWind,dem,1.822054227
electricity,h2803,highDemLowWind,dem,1.803837535
electricity,h2804,highDemLowWind,dem,1.803837535
electricity,h2805,highDemLowWind,dem,1.852293305
electricity,h2806,highDemLowWind,dem,1.892595559
electricity,h2807,highDemLowWind,dem,1.89574701
electricity,h2808,highDemLowWind,dem,1.906766449
electricity,h2809,highDemLowWind,dem,1.897708673
electricity,h2810,highDemLowWind,dem,1.892968348
electricity,h2811,highDemLowWind,dem,1.872486845
electricity,h2812,highDemLowWind,dem,1.888273599
electricity,h2813,highDemLowWind,dem,1.719221998
electricity,h2814,highDemLowWind,dem,1.577393653
electricity,h2815,highDemLowWind,dem,1.537269334
electricity,h2816,highDemLowWind,dem,1.526966684
electricity,h2817,highDemLowWind,dem,1.540105345
electricity,h2818,highDemLowWind,dem,1.564444064
electricity,h2819,highDemLowWind,dem,1.54358067
electricity,h2820,highDemLowWind,dem,1.592209196
electricity,h2821,highDemLowWind,dem,1.639279156
electricity,h2822,highDemLowWind,dem,1.78943965
electricity,h2823,highDemLowWind,dem,1.803169517
electricity,h2824,highDemLowWind,dem,1.803613793
electricity,h2825,highDemLowWind,dem,1.807211943
electricity,h2826,highDemLowWind,dem,1.803271438
electricity,h2827,highDemLowWind,dem,1.80166071
electricity,h2828,highDemLowWind,dem,1.80166071
electricity,h2829,highDemLowWind,dem,1.85316953
electricity,h2830,highDemLowWind,dem,1.893632576
electricity,h2831,highDemLowWind,dem,1.895205628
electricity,h2832,highDemLowWind,dem,1.906224543
electricity,h2833,highDemLowWind,dem,1.897167197
electricity,h2834,highDemLowWind,dem,1.892427098
electricity,h2835,highDemLowWind,dem,1.8532391
electricity,h2836,highDemLowWind,dem,1.880196462
electricity,h2837,highDemLowWind,dem,1.715404157
electricity,h2838,highDemLowWind,dem,1.635681076
electricity,h2839,highDemLowWind,dem,1.609913782
electricity,h2840,highDemLowWind,dem,1.609913782
electricity,h2841,highDemLowWind,dem,1.640835722
electricity,h2842,highDemLowWind,dem,1.739845482
electricity,h2843,highDemLowWind,dem,1.812960741
electricity,h2844,highDemLowWind,dem,1.991829115
electricity,h2845,highDemLowWind,dem,2.144304357
electricity,h2846,highDemLowWind,dem,2.238564641
electricity,h2847,highDemLowWind,dem,2.236153615
electricity,h2848,highDemLowWind,dem,2.236153615
electricity,h2849,highDemLowWind,dem,2.239882911
electricity,h2850,highDemLowWind,dem,2.239882911
electricity,h2851,highDemLowWind,dem,2.23747827
electricity,h2852,highDemLowWind,dem,2.23747827
electricity,h2853,highDemLowWind,dem,2.23918628
electricity,h2854,highDemLowWind,dem,2.257017414
electricity,h2855,highDemLowWind,dem,2.262431174
electricity,h2856,highDemLowWind,dem,2.267682679
electricity,h2857,highDemLowWind,dem,2.243576204
electricity,h2858,highDemLowWind,dem,2.201092175
electricity,h2859,highDemLowWind,dem,2.098840762
electricity,h2860,highDemLowWind,dem,1.880196462
electricity,h2861,highDemLowWind,dem,1.715404157
electricity,h2862,highDemLowWind,dem,1.635681076
electricity,h2863,highDemLowWind,dem,1.609913782
electricity,h2864,highDemLowWind,dem,1.609913782
electricity,h2865,highDemLowWind,dem,1.640835722
electricity,h2866,highDemLowWind,dem,1.739845482
electricity,h2867,highDemLowWind,dem,1.812960741
electricity,h2868,highDemLowWind,dem,1.991829115
electricity,h2869,highDemLowWind,dem,2.144304357
electricity,h2870,highDemLowWind,dem,2.238564641
electricity,h2871,highDemLowWind,dem,2.237934601
electricity,h2872,highDemLowWind,dem,2.23849119
electricity,h2873,highDemLowWind,dem,2.241664393
electricity,h2874,highDemLowWind,dem,2.244821782
electricity,h2875,highDemLowWind,dem,2.242416258
electricity,h2876,highDemLowWind,dem,2.242416258
electricity,h2877,highDemLowWind,dem,2.23918628
electricity,h2878,highDemLowWind,dem,2.257017414
electricity,h2879,highDemLowWind,dem,2.265447126
electricity,h2880,highDemLowWind,dem,2.273297463
electricity,h2881,highDemLowWind,dem,2.245864771
electricity,h2882,highDemLowWind,dem,2.210234716
electricity,h2883,highDemLowWind,dem,2.098125733
electricity,h2884,highDemLowWind,dem,1.913455619
electricity,h2885,highDemLowWind,dem,1.750679928
electricity,h2886,highDemLowWind,dem,1.670680556
electricity,h2887,highDemLowWind,dem,1.64773233
electricity,h2888,highDemLowWind,dem,1.64773233
electricity,h2889,highDemLowWind,dem,1.682894842
electricity,h2890,highDemLowWind,dem,1.810736173
electricity,h2891,highDemLowWind,dem,1.909864796
electricity,h2892,highDemLowWind,dem,2.065476739
electricity,h2893,highDemLowWind,dem,2.203301109
electricity,h2894,highDemLowWind,dem,2.267576488
electricity,h2895,highDemLowWind,dem,2.26455343
electricity,h2896,highDemLowWind,dem,2.251189097
electricity,h2897,highDemLowWind,dem,2.25492256
