carrier_1,timestep_2,scenario,parameter,value
electricity,h0304,highDemLowWind,dem,2.052568517
electricity,h0305,highDemLowWind,dem,2.048543437
electricity,h0306,highDemLowWind,dem,2.060443594
electricity,h0307,highDemLowWind,dem,2.057737222
electricity,h0308,highDemLowWind,dem,2.072701887
electricity,h0309,highDemLowWind,dem,2.077410439
electricity,h0310,highDemLowWind,dem,2.08245061
electricity,h0311,highDemLowWind,dem,1.998138296
electricity,h0312,highDemLowWind,dem,1.977648664
electricity,h0313,highDemLowWind,dem,1.987803788
electricity,h0314,highDemLowWind,dem,2.020760721
electricity,h0315,highDemLowWind,dem,2.118480995
electricity,h0316,highDemLowWind,dem,1.867590022
electricity,h0317,highDemLowWind,dem,1.745242099
electricity,h0318,highDemLowWind,dem,1.681646685
electricity,h0319,highDemLowWind,dem,1.649654998
electricity,h0320,highDemLowWind,dem,1.667230562
electricity,h0321,highDemLowWind,dem,1.755748371
electricity,h0322,highDemLowWind,dem,1.824401698
electricity,h0323,highDemLowWind,dem,2.039741982
electricity,h0324,highDemLowWind,dem,2.200642809
electricity,h0325,highDemLowWind,dem,2.320540101
electricity,h0326,highDemLowWind,dem,2.337264707
electricity,h0327,highDemLowWind,dem,2.404911455
electricity,h0328,highDemLowWind,dem,2.558194033
electricity,h0329,highDemLowWind,dem,2.558194033
electricity,h0330,highDemLowWind,dem,2.567882639
electricity,h0331,highDemLowWind,dem,2.558096768
electricity,h0332,highDemLowWind,dem,2.552779548
electricity,h0333,highDemLowWind,dem,2.551262089
electricity,h0334,highDemLowWind,dem,2.468006026
electricity,h0335,highDemLowWind,dem,2.333922307
electricity,h0336,highDemLowWind,dem,2.316827791
electricity,h0337,highDemLowWind,dem,2.304396964
electricity,h0338,highDemLowWind,dem,2.286602264
electricity,h0339,highDemLowWind,dem,2.142417077
electricity,h0340,highDemLowWind,dem,1.858639181
electricity,h0341,highDemLowWind,dem,1.739097338
electricity,h0342,highDemLowWind,dem,1.683455321
electricity,h0343,highDemLowWind,dem,1.658864997
electricity,h0344,highDemLowWind,dem,1.677480968
electricity,h0345,highDemLowWind,dem,1.757674569
electricity,h0346,highDemLowWind,dem,1.826340243
electricity,h0347,highDemLowWind,dem,2.047586308
electricity,h0348,highDemLowWind,dem,2.220704456
electricity,h0349,highDemLowWind,dem,2.320540101
electricity,h0350,highDemLowWind,dem,2.3424128
electricity,h0351,highDemLowWind,dem,2.447399618
electricity,h0352,highDemLowWind,dem,2.474899787
electricity,h0353,highDemLowWind,dem,2.474899787
electricity,h0354,highDemLowWind,dem,2.567882639
electricity,h0355,highDemLowWind,dem,2.555741982
electricity,h0356,highDemLowWind,dem,2.552779548
electricity,h0357,highDemLowWind,dem,2.551262089
electricity,h0358,highDemLowWind,dem,2.468006026
electricity,h0359,highDemLowWind,dem,2.396383562
electricity,h0360,highDemLowWind,dem,2.32248325
electricity,h0361,highDemLowWind,dem,2.308755579
electricity,h0362,highDemLowWind,dem,2.292271665
electricity,h0363,highDemLowWind,dem,2.174881384
electricity,h0364,highDemLowWind,dem,1.950018906
electricity,h0365,highDemLowWind,dem,1.825138377
electricity,h0366,highDemLowWind,dem,1.740118689
electricity,h0367,highDemLowWind,dem,1.683455321
electricity,h0368,highDemLowWind,dem,1.702006358
electricity,h0369,highDemLowWind,dem,1.794081686
electricity,h0370,highDemLowWind,dem,1.849146
electricity,h0371,highDemLowWind,dem,2.073488578
electricity,h0372,highDemLowWind,dem,2.23968
electricity,h0373,highDemLowWind,dem,2.338224676
electricity,h0374,highDemLowWind,dem,2.404911455
electricity,h0375,highDemLowWind,dem,2.559187028
electricity,h0376,highDemLowWind,dem,2.585426409
electricity,h0377,highDemLowWind,dem,2.585426409
electricity,h0378,highDemLowWind,dem,2.605364067
electricity,h0379,highDemLowWind,dem,2.589043398
electricity,h0380,highDemLowWind,dem,2.583715503
electricity,h0381,highDemLowWind,dem,2.551262089
electricity,h0382,highDemLowWind,dem,2.468006026
electricity,h0383,highDemLowWind,dem,2.333922307
electricity,h0384,highDemLowWind,dem,2.315875649
electricity,h0385,highDemLowWind,dem,2.304396964
electricity,h0386,highDemLowWind,dem,2.286602264
electricity,h0387,highDemLowWind,dem,2.133281369
electricity,h0388,highDemLowWind,dem,1.907367
electricity,h0389,highDemLowWind,dem,1.815825015
electricity,h0390,highDemLowWind,dem,1.740118689
electricity,h0391,highDemLowWind,dem,1.715748426
electricity,h0392,highDemLowWind,dem,1.730036574
electricity,h0393,highDemLowWind,dem,1.823480191
electricity,h0394,highDemLowWind,dem,1.858848579
electricity,h0395,highDemLowWind,dem,2.073488578
electricity,h0396,highDemLowWind,dem,2.22836935
electricity,h0397,highDemLowWind,dem,2.320540101
electricity,h0398,highDemLowWind,dem,2.33963746
electricity,h0399,highDemLowWind,dem,2.404911455
electricity,h0400,highDemLowWind,dem,2.414561014
electricity,h0401,highDemLowWind,dem,2.434276553
electricity,h0402,highDemLowWind,dem,2.46131334
electricity,h0403,highDemLowWind,dem,2.423155765
electricity,h0404,highDemLowWind,dem,2.417886397
electricity,h0405,highDemLowWind,dem,2.397068019
electricity,h0406,highDemLowWind,dem,2.397068019
electricity,h0407,highDemLowWind,dem,2.329555805
electricity,h0408,highDemLowWind,dem,2.294095689
electricity,h0409,highDemLowWind,dem,2.273266076
electricity,h0410,highDemLowWind,dem,2.244527241
electricity,h0411,highDemLowWind,dem,2.033731757
electricity,h0412,highDemLowWind,dem,1.837981913
electricity,h0413,highDemLowWind,dem,1.709413906
electricity,h0414,highDemLowWind,dem,1.681646685
electricity,h0415,highDemLowWind,dem,1.658864997
electricity,h0416,highDemLowWind,dem,1.679178669
electricity,h0417,highDemLowWind,dem,1.769338707
electricity,h0418,highDemLowWind,dem,1.828323515
electricity,h0419,highDemLowWind,dem,2.068944915
electricity,h0420,highDemLowWind,dem,2.23968
electricity,h0421,highDemLowWind,dem,2.320540101
electricity,h0422,highDemLowWind,dem,2.3424128
electricity,h0423,highDemLowWind,dem,2.415544495
electricity,h0424,highDemLowWind,dem,2.414561014
electricity,h0425,highDemLowWind,dem,2.423147529
electricity,h0426,highDemLowWind,dem,2.432853789
electricity,h0427,highDemLowWind,dem,2.399926467
electricity,h0428,highDemLowWind,dem,2.386095975
electricity,h0429,highDemLowWind,dem,2.397068019
electricity,h0430,highDemLowWind,dem,2.383899471
electricity,h0431,highDemLowWind,dem,2.307754371
electricity,h0432,highDemLowWind,dem,2.267685997
electricity,h0433,highDemLowWind,dem,2.254808633
electricity,h0434,highDemLowWind,dem,2.244527241
electricity,h0435,highDemLowWind,dem,1.976750656
electricity,h0436,highDemLowWind,dem,1.80641998
electricity,h0437,highDemLowWind,dem,1.670277033
electricity,h0438,highDemLowWind,dem,1.598723721
electricity,h0439,highDemLowWind,dem,1.583666605
electricity,h0440,highDemLowWind,dem,1.58670785
electricity,h0441,highDemLowWind,dem,1.607298852
electricity,h0442,highDemLowWind,dem,1.560946915
electricity,h0443,highDemLowWind,dem,1.613536567
electricity,h0444,highDemLowWind,dem,1.669344333
electricity,h0445,highDemLowWind,dem,1.841512714
electricity,h0446,highDemLowWind,dem,1.859235427
electricity,h0447,highDemLowWind,dem,1.87639602
electricity,h0448,highDemLowWind,dem,1.895301079
electricity,h0449,highDemLowWind,dem,1.886854669
electricity,h0450,highDemLowWind,dem,1.884581154
electricity,h0451,highDemLowWind,dem,1.893064656
electricity,h0452,highDemLowWind,dem,1.944900773
electricity,h0453,highDemLowWind,dem,1.968117855
electricity,h0454,highDemLowWind,dem,1.969699577
electricity,h0455,highDemLowWind,dem,1.948482481
electricity,h0456,highDemLowWind,dem,1.93939191
electricity,h0457,highDemLowWind,dem,1.9330963
electricity,h0458,highDemLowWind,dem,1.890042133
electricity,h0459,highDemLowWind,dem,1.894682425
electricity,h0460,highDemLowWind,dem,1.717362944
electricity,h0461,highDemLowWind,dem,1.59357461
electricity,h0462,highDemLowWind,dem,1.544611353
electricity,h0463,highDemLowWind,dem,1.529640744
electricity,h0464,highDemLowWind,dem,1.53266446
electricity,h0465,highDemLowWind,dem,1.55691354
electricity,h0466,highDemLowWind,dem,1.538782604
electricity,h0467,highDemLowWind,dem,1.610191884
electricity,h0468,highDemLowWind,dem,1.665980625
electricity,h0469,highDemLowWind,dem,1.841512714
electricity,h0470,highDemLowWind,dem,1.859235427
electricity,h0471,highDemLowWind,dem,1.907426499
electricity,h0472,highDemLowWind,dem,1.914621378
electricity,h0473,highDemLowWind,dem,1.934140802
electricity,h0474,highDemLowWind,dem,1.987581265
electricity,h0475,highDemLowWind,dem,1.968102092
electricity,h0476,highDemLowWind,dem,2.0202714
electricity,h0477,highDemLowWind,dem,1.983356167
electricity,h0478,highDemLowWind,dem,1.986768822
electricity,h0479,highDemLowWind,dem,1.948763394
electricity,h0480,highDemLowWind,dem,1.93939191
electricity,h0481,highDemLowWind,dem,1.937761226
electricity,h0482,highDemLowWind,dem,1.938605709
electricity,h0483,highDemLowWind,dem,1.971113376
electricity,h0484,highDemLowWind,dem,1.777764624
electricity,h0485,highDemLowWind,dem,1.675526542
electricity,h0486,highDemLowWind,dem,1.62773309
electricity,h0487,highDemLowWind,dem,1.61752043
electricity,h0488,highDemLowWind,dem,1.637749268
electricity,h0489,highDemLowWind,dem,1.740750425
electricity,h0490,highDemLowWind,dem,1.809307226
electricity,h0491,highDemLowWind,dem,2.009729814
electricity,h0492,highDemLowWind,dem,2.169472608
electricity,h0493,highDemLowWind,dem,2.270896836
electricity,h0494,highDemLowWind,dem,2.283200478
electricity,h0495,highDemLowWind,dem,2.3424128
electricity,h0496,highDemLowWind,dem,2.35543458
electricity,h0497,highDemLowWind,dem,2.35543458
electricity,h0498,highDemLowWind,dem,2.390408127
electricity,h0499,highDemLowWind,dem,2.391353741
electricity,h0500,highDemLowWind,dem,2.375484691
electricity,h0501,highDemLowWind,dem,2.397068019
electricity,h0502,highDemLowWind,dem,2.397068019
electricity,h0503,highDemLowWind,dem,2.307754371
electricity,h0504,highDemLowWind,dem,2.284718822
electricity,h0505,highDemLowWind,dem,2.242601144
electricity,h0506,highDemLowWind,dem,2.214853426
electricity,h0507,highDemLowWind,dem,1.992261336
electricity,h0508,highDemLowWind,dem,1.816191315
electricity,h0509,highDemLowWind,dem,1.707600649
electricity,h0510,highDemLowWind,dem,1.658864997
electricity,h0511,highDemLowWind,dem,1.636596615
electricity,h0512,highDemLowWind,dem,1.654957497
electricity,h0513,highDemLowWind,dem,1.751109596
electricity,h0514,highDemLowWind,dem,1.813497989
electricity,h0515,highDemLowWind,dem,2.017618721
electricity,h0516,highDemLowWind,dem,2.192029754
electricity,h0517,highDemLowWind,dem,2.302883101
electricity,h0518,highDemLowWind,dem,2.337264707
electricity,h0519,highDemLowWind,dem,2.447399618
electricity,h0520,highDemLowWind,dem,2.474899787
electricity,h0521,highDemLowWind,dem,2.474899787
electricity,h0522,highDemLowWind,dem,2.548125189
electricity,h0523,highDemLowWind,dem,2.558096768
electricity,h0524,highDemLowWind,dem,2.529452193
electricity,h0525,highDemLowWind,dem,2.468006026
electricity,h0526,highDemLowWind,dem,2.468006026
electricity,h0527,highDemLowWind,dem,2.383215642
electricity,h0528,highDemLowWind,dem,2.320237871
electricity,h0529,highDemLowWind,dem,2.304396964
electricity,h0530,highDemLowWind,dem,2.286602264
electricity,h0531,highDemLowWind,dem,2.142417077
electricity,h0532,highDemLowWind,dem,1.94518704
electricity,h0533,highDemLowWind,dem,1.825138377
electricity,h0534,highDemLowWind,dem,1.76177301
electricity,h0535,highDemLowWind,dem,1.699721711
electricity,h0536,highDemLowWind,dem,1.713007263
electricity,h0537,highDemLowWind,dem,1.795909927
electricity,h0538,highDemLowWind,dem,1.853502362
electricity,h0539,highDemLowWind,dem,2.105594881
electricity,h0540,highDemLowWind,dem,2.261078738
electricity,h0541,highDemLowWind,dem,2.387533013
electricity,h0542,highDemLowWind,dem,2.404911455
electricity,h0543,highDemLowWind,dem,2.563644296
electricity,h0544,highDemLowWind,dem,2.589576042
electricity,h0545,highDemLowWind,dem,2.589576042
electricity,h0546,highDemLowWind,dem,2.567882639
electricity,h0547,highDemLowWind,dem,2.534761291
electricity,h0548,highDemLowWind,dem,2.529452193
electricity,h0549,highDemLowWind,dem,2.554856608
electricity,h0550,highDemLowWind,dem,2.551262089
electricity,h0551,highDemLowWind,dem,2.377690544
electricity,h0552,highDemLowWind,dem,2.32248325
electricity,h0553,highDemLowWind,dem,2.308755579
electricity,h0554,highDemLowWind,dem,2.295037566
electricity,h0555,highDemLowWind,dem,2.174881384
electricity,h0556,highDemLowWind,dem,1.981904035
electricity,h0557,highDemLowWind,dem,1.854140779
electricity,h0558,highDemLowWind,dem,1.80523454
