carrier_1,timestep_2,scenario,parameter,value
electricity,h2275,highDemLowHydro,dem,2.252128016
electricity,h2276,highDemLowHydro,dem,2.254265837
electricity,h2277,highDemLowHydro,dem,2.253005224
electricity,h2278,highDemLowHydro,dem,2.272995061
electricity,h2279,highDemLowHydro,dem,2.25880116
electricity,h2280,highDemLowHydro,dem,2.269467826
electricity,h2281,highDemLowHydro,dem,2.245358175
electricity,h2282,highDemLowHydro,dem,2.202868479
electricity,h2283,highDemLowHydro,dem,2.112322205
electricity,h2284,highDemLowHydro,dem,1.853966185
electricity,h2285,highDemLowHydro,dem,1.696201281
electricity,h2286,highDemLowHydro,dem,1.567115045
electricity,h2287,highDemLowHydro,dem,1.526339841
electricity,h2288,highDemLowHydro,dem,1.51604947
electricity,h2289,highDemLowHydro,dem,1.529172484
electricity,h2290,highDemLowHydro,dem,1.553412407
electricity,h2291,highDemLowHydro,dem,1.536082701
electricity,h2292,highDemLowHydro,dem,1.590314352
electricity,h2293,highDemLowHydro,dem,1.639279156
electricity,h2294,highDemLowHydro,dem,1.789975876
electricity,h2295,highDemLowHydro,dem,1.803878335
electricity,h2296,highDemLowHydro,dem,1.803613793
electricity,h2297,highDemLowHydro,dem,1.807211943
electricity,h2298,highDemLowHydro,dem,1.80273455
electricity,h2299,highDemLowHydro,dem,1.800415264
electricity,h2300,highDemLowHydro,dem,1.800415264
electricity,h2301,highDemLowHydro,dem,1.852630194
electricity,h2302,highDemLowHydro,dem,1.903863938
electricity,h2303,highDemLowHydro,dem,1.984593681
electricity,h2304,highDemLowHydro,dem,1.987005054
electricity,h2305,highDemLowHydro,dem,1.96671443
electricity,h2306,highDemLowHydro,dem,1.952301119
electricity,h2307,highDemLowHydro,dem,1.910417868
electricity,h2308,highDemLowHydro,dem,1.837948559
electricity,h2309,highDemLowHydro,dem,1.680420206
electricity,h2310,highDemLowHydro,dem,1.563594359
electricity,h2311,highDemLowHydro,dem,1.526339841
electricity,h2312,highDemLowHydro,dem,1.51604947
electricity,h2313,highDemLowHydro,dem,1.529172484
electricity,h2314,highDemLowHydro,dem,1.553412407
electricity,h2315,highDemLowHydro,dem,1.532573743
electricity,h2316,highDemLowHydro,dem,1.581145052
electricity,h2317,highDemLowHydro,dem,1.666807259
electricity,h2318,highDemLowHydro,dem,1.833713771
electricity,h2319,highDemLowHydro,dem,1.802632634
electricity,h2320,highDemLowHydro,dem,1.803076888
electricity,h2321,highDemLowHydro,dem,1.806674859
electricity,h2322,highDemLowHydro,dem,1.803271438
electricity,h2323,highDemLowHydro,dem,1.800952037
electricity,h2324,highDemLowHydro,dem,1.800952037
electricity,h2325,highDemLowHydro,dem,1.852630194
electricity,h2326,highDemLowHydro,dem,1.893091296
electricity,h2327,highDemLowHydro,dem,1.987005054
electricity,h2328,highDemLowHydro,dem,2.023921296
electricity,h2329,highDemLowHydro,dem,2.029199783
electricity,h2330,highDemLowHydro,dem,1.960215808
electricity,h2331,highDemLowHydro,dem,1.910417868
electricity,h2332,highDemLowHydro,dem,1.880196462
electricity,h2333,highDemLowHydro,dem,1.717773669
electricity,h2334,highDemLowHydro,dem,1.638144898
electricity,h2335,highDemLowHydro,dem,1.606337786
electricity,h2336,highDemLowHydro,dem,1.606337786
electricity,h2337,highDemLowHydro,dem,1.636537043
electricity,h2338,highDemLowHydro,dem,1.744966447
electricity,h2339,highDemLowHydro,dem,1.81919762
electricity,h2340,highDemLowHydro,dem,1.998355551
electricity,h2341,highDemLowHydro,dem,2.157964058
electricity,h2342,highDemLowHydro,dem,2.239170325
electricity,h2343,highDemLowHydro,dem,2.242988389
electricity,h2344,highDemLowHydro,dem,2.247784107
electricity,h2345,highDemLowHydro,dem,2.251516627
electricity,h2346,highDemLowHydro,dem,2.249328628
electricity,h2347,highDemLowHydro,dem,2.246922299
electricity,h2348,highDemLowHydro,dem,2.24959646
electricity,h2349,highDemLowHydro,dem,2.249016516
electricity,h2350,highDemLowHydro,dem,2.263862763
electricity,h2351,highDemLowHydro,dem,2.265447126
electricity,h2352,highDemLowHydro,dem,2.283214371
electricity,h2353,highDemLowHydro,dem,2.255761668
electricity,h2354,highDemLowHydro,dem,2.207018222
electricity,h2355,highDemLowHydro,dem,2.098125733
electricity,h2356,highDemLowHydro,dem,1.880196462
electricity,h2357,highDemLowHydro,dem,1.715404157
electricity,h2358,highDemLowHydro,dem,1.635681076
electricity,h2359,highDemLowHydro,dem,1.609913782
electricity,h2360,highDemLowHydro,dem,1.609913782
electricity,h2361,highDemLowHydro,dem,1.636729617
electricity,h2362,highDemLowHydro,dem,1.747189335
electricity,h2363,highDemLowHydro,dem,1.812960741
electricity,h2364,highDemLowHydro,dem,1.991829115
electricity,h2365,highDemLowHydro,dem,2.144304357
electricity,h2366,highDemLowHydro,dem,2.238564641
electricity,h2367,highDemLowHydro,dem,2.242988389
electricity,h2368,highDemLowHydro,dem,2.247784107
electricity,h2369,highDemLowHydro,dem,2.251516627
electricity,h2370,highDemLowHydro,dem,2.251195124
electricity,h2371,highDemLowHydro,dem,2.248788462
electricity,h2372,highDemLowHydro,dem,2.248788462
electricity,h2373,highDemLowHydro,dem,2.249016516
electricity,h2374,highDemLowHydro,dem,2.261962555
electricity,h2375,highDemLowHydro,dem,2.257017414
electricity,h2376,highDemLowHydro,dem,2.267682679
electricity,h2377,highDemLowHydro,dem,2.245864771
electricity,h2378,highDemLowHydro,dem,2.200371455
electricity,h2379,highDemLowHydro,dem,2.098125733
electricity,h2380,highDemLowHydro,dem,1.880196462
electricity,h2381,highDemLowHydro,dem,1.715404157
electricity,h2382,highDemLowHydro,dem,1.635681076
electricity,h2383,highDemLowHydro,dem,1.609913782
electricity,h2384,highDemLowHydro,dem,1.609913782
electricity,h2385,highDemLowHydro,dem,1.640835722
electricity,h2386,highDemLowHydro,dem,1.746039781
electricity,h2387,highDemLowHydro,dem,1.812960741
electricity,h2388,highDemLowHydro,dem,1.991829115
electricity,h2389,highDemLowHydro,dem,2.157964058
electricity,h2390,highDemLowHydro,dem,2.239170325
electricity,h2391,highDemLowHydro,dem,2.242988389
electricity,h2392,highDemLowHydro,dem,2.247784107
electricity,h2393,highDemLowHydro,dem,2.251516627
electricity,h2394,highDemLowHydro,dem,2.251195124
electricity,h2395,highDemLowHydro,dem,2.248788462
electricity,h2396,highDemLowHydro,dem,2.248788462
electricity,h2397,highDemLowHydro,dem,2.249016516
electricity,h2398,highDemLowHydro,dem,2.263862763
electricity,h2399,highDemLowHydro,dem,2.257017414
electricity,h2400,highDemLowHydro,dem,2.267682679
electricity,h2401,highDemLowHydro,dem,2.243576204
electricity,h2402,highDemLowHydro,dem,2.201092175
electricity,h2403,highDemLowHydro,dem,2.098840762
electricity,h2404,highDemLowHydro,dem,1.895315132
electricity,h2405,highDemLowHydro,dem,1.730294241
electricity,h2406,highDemLowHydro,dem,1.645606275
electricity,h2407,highDemLowHydro,dem,1.610485807
electricity,h2408,highDemLowHydro,dem,1.610485807
electricity,h2409,highDemLowHydro,dem,1.641409565
electricity,h2410,highDemLowHydro,dem,1.740424955
electricity,h2411,highDemLowHydro,dem,1.828060271
electricity,h2412,highDemLowHydro,dem,2.007166504
electricity,h2413,highDemLowHydro,dem,2.156477742
electricity,h2414,highDemLowHydro,dem,2.238564641
electricity,h2415,highDemLowHydro,dem,2.236153615
electricity,h2416,highDemLowHydro,dem,2.236153615
electricity,h2417,highDemLowHydro,dem,2.239882911
electricity,h2418,highDemLowHydro,dem,2.239882911
electricity,h2419,highDemLowHydro,dem,2.239259433
electricity,h2420,highDemLowHydro,dem,2.239259433
electricity,h2421,highDemLowHydro,dem,2.24096767
electricity,h2422,highDemLowHydro,dem,2.25880116
electricity,h2423,highDemLowHydro,dem,2.257017414
electricity,h2424,highDemLowHydro,dem,2.267682679
electricity,h2425,highDemLowHydro,dem,2.243576204
electricity,h2426,highDemLowHydro,dem,2.201092175
electricity,h2427,highDemLowHydro,dem,2.098840762
electricity,h2428,highDemLowHydro,dem,1.890689216
electricity,h2429,highDemLowHydro,dem,1.719557896
electricity,h2430,highDemLowHydro,dem,1.636254616
electricity,h2431,highDemLowHydro,dem,1.609913782
electricity,h2432,highDemLowHydro,dem,1.609913782
electricity,h2433,highDemLowHydro,dem,1.640835722
electricity,h2434,highDemLowHydro,dem,1.739845482
electricity,h2435,highDemLowHydro,dem,1.812960741
electricity,h2436,highDemLowHydro,dem,1.991829115
electricity,h2437,highDemLowHydro,dem,2.144304357
electricity,h2438,highDemLowHydro,dem,2.238564641
electricity,h2439,highDemLowHydro,dem,2.236153615
electricity,h2440,highDemLowHydro,dem,2.236153615
electricity,h2441,highDemLowHydro,dem,2.239882911
electricity,h2442,highDemLowHydro,dem,2.241664393
electricity,h2443,highDemLowHydro,dem,2.23747827
electricity,h2444,highDemLowHydro,dem,2.23747827
electricity,h2445,highDemLowHydro,dem,2.23918628
electricity,h2446,highDemLowHydro,dem,2.257017414
electricity,h2447,highDemLowHydro,dem,2.287456316
electricity,h2448,highDemLowHydro,dem,2.295319297
electricity,h2449,highDemLowHydro,dem,2.254739314
electricity,h2450,highDemLowHydro,dem,2.203304412
electricity,h2451,highDemLowHydro,dem,2.098125733
electricity,h2452,highDemLowHydro,dem,1.837948559
electricity,h2453,highDemLowHydro,dem,1.680420206
electricity,h2454,highDemLowHydro,dem,1.563594359
electricity,h2455,highDemLowHydro,dem,1.526339841
electricity,h2456,highDemLowHydro,dem,1.51604947
electricity,h2457,highDemLowHydro,dem,1.525937831
electricity,h2458,highDemLowHydro,dem,1.550239335
electricity,h2459,highDemLowHydro,dem,1.532573743
electricity,h2460,highDemLowHydro,dem,1.604271989
electricity,h2461,highDemLowHydro,dem,1.675861576
electricity,h2462,highDemLowHydro,dem,1.763574317
electricity,h2463,highDemLowHydro,dem,1.870966767
electricity,h2464,highDemLowHydro,dem,1.8495815
electricity,h2465,highDemLowHydro,dem,1.845824392
electricity,h2466,highDemLowHydro,dem,1.80273455
electricity,h2467,highDemLowHydro,dem,1.803318624
electricity,h2468,highDemLowHydro,dem,1.800415264
electricity,h2469,highDemLowHydro,dem,1.875165343
electricity,h2470,highDemLowHydro,dem,1.922543023
electricity,h2471,highDemLowHydro,dem,2.052032228
electricity,h2472,highDemLowHydro,dem,2.059956542
electricity,h2473,highDemLowHydro,dem,2.048914058
electricity,h2474,highDemLowHydro,dem,2.043389857
electricity,h2475,highDemLowHydro,dem,1.956488341
electricity,h2476,highDemLowHydro,dem,1.837948559
electricity,h2477,highDemLowHydro,dem,1.680420206
electricity,h2478,highDemLowHydro,dem,1.563594359
electricity,h2479,highDemLowHydro,dem,1.529076152
electricity,h2480,highDemLowHydro,dem,1.512819464
electricity,h2481,highDemLowHydro,dem,1.529172484
electricity,h2482,highDemLowHydro,dem,1.553412407
electricity,h2483,highDemLowHydro,dem,1.532573743
electricity,h2484,highDemLowHydro,dem,1.581145052
electricity,h2485,highDemLowHydro,dem,1.675126122
electricity,h2486,highDemLowHydro,dem,1.808195113
electricity,h2487,highDemLowHydro,dem,1.802632634
electricity,h2488,highDemLowHydro,dem,1.803613793
electricity,h2489,highDemLowHydro,dem,1.807921025
electricity,h2490,highDemLowHydro,dem,1.803201166
electricity,h2491,highDemLowHydro,dem,1.800881782
electricity,h2492,highDemLowHydro,dem,1.800881782
electricity,h2493,highDemLowHydro,dem,1.852136239
electricity,h2494,highDemLowHydro,dem,1.892595559
electricity,h2495,highDemLowHydro,dem,1.895205628
electricity,h2496,highDemLowHydro,dem,1.906224543
electricity,h2497,highDemLowHydro,dem,1.897167197
electricity,h2498,highDemLowHydro,dem,1.892427098
electricity,h2499,highDemLowHydro,dem,1.8532391
electricity,h2500,highDemLowHydro,dem,1.880196462
electricity,h2501,highDemLowHydro,dem,1.715404157
electricity,h2502,highDemLowHydro,dem,1.635681076
electricity,h2503,highDemLowHydro,dem,1.609913782
electricity,h2504,highDemLowHydro,dem,1.609913782
electricity,h2505,highDemLowHydro,dem,1.640835722
electricity,h2506,highDemLowHydro,dem,1.739845482
electricity,h2507,highDemLowHydro,dem,1.812960741
electricity,h2508,highDemLowHydro,dem,1.991829115
electricity,h2509,highDemLowHydro,dem,2.144304357
electricity,h2510,highDemLowHydro,dem,2.238564641
electricity,h2511,highDemLowHydro,dem,2.23849119
electricity,h2512,highDemLowHydro,dem,2.23849119
electricity,h2513,highDemLowHydro,dem,2.242221137
electricity,h2514,highDemLowHydro,dem,2.246719583
electricity,h2515,highDemLowHydro,dem,2.244313719
electricity,h2516,highDemLowHydro,dem,2.244313719
electricity,h2517,highDemLowHydro,dem,2.24096767
electricity,h2518,highDemLowHydro,dem,2.257017414
electricity,h2519,highDemLowHydro,dem,2.265447126
electricity,h2520,highDemLowHydro,dem,2.273297463
electricity,h2521,highDemLowHydro,dem,2.245864771
electricity,h2522,highDemLowHydro,dem,2.200371455
electricity,h2523,highDemLowHydro,dem,2.098125733
electricity,h2524,highDemLowHydro,dem,1.880196462
electricity,h2525,highDemLowHydro,dem,1.715404157
electricity,h2526,highDemLowHydro,dem,1.635681076
electricity,h2527,highDemLowHydro,dem,1.609913782
electricity,h2528,highDemLowHydro,dem,1.609913782
electricity,h2529,highDemLowHydro,dem,1.640835722
electricity,h2530,highDemLowHydro,dem,1.739845482
electricity,h2531,highDemLowHydro,dem,1.812960741
electricity,h2532,highDemLowHydro,dem,1.991829115
electricity,h2533,highDemLowHydro,dem,2.157964058
electricity,h2534,highDemLowHydro,dem,2.235270281
electricity,h2535,highDemLowHydro,dem,2.236153615
electricity,h2536,highDemLowHydro,dem,2.236153615
electricity,h2537,highDemLowHydro,dem,2.239882911
electricity,h2538,highDemLowHydro,dem,2.239882911
electricity,h2539,highDemLowHydro,dem,2.23747827
electricity,h2540,highDemLowHydro,dem,2.23747827
electricity,h2541,highDemLowHydro,dem,2.23918628
electricity,h2542,highDemLowHydro,dem,2.257017414
electricity,h2543,highDemLowHydro,dem,2.290724079
electricity,h2544,highDemLowHydro,dem,2.29004478
electricity,h2545,highDemLowHydro,dem,2.257526558
electricity,h2546,highDemLowHydro,dem,2.203691718
electricity,h2547,highDemLowHydro,dem,2.098125733
electricity,h2548,highDemLowHydro,dem,1.880196462
electricity,h2549,highDemLowHydro,dem,1.715404157
electricity,h2550,highDemLowHydro,dem,1.635681076
electricity,h2551,highDemLowHydro,dem,1.605820689
electricity,h2552,highDemLowHydro,dem,1.605933335
electricity,h2553,highDemLowHydro,dem,1.637248359
electricity,h2554,highDemLowHydro,dem,1.746163683
electricity,h2555,highDemLowHydro,dem,1.834293244
electricity,h2556,highDemLowHydro,dem,2.02945432
electricity,h2557,highDemLowHydro,dem,2.180123968
electricity,h2558,highDemLowHydro,dem,2.184974091
electricity,h2559,highDemLowHydro,dem,2.236153615
electricity,h2560,highDemLowHydro,dem,2.236153615
electricity,h2561,highDemLowHydro,dem,2.241664393
electricity,h2562,highDemLowHydro,dem,2.246719583
electricity,h2563,highDemLowHydro,dem,2.244313719
electricity,h2564,highDemLowHydro,dem,2.244313719
electricity,h2565,highDemLowHydro,dem,2.244124895
electricity,h2566,highDemLowHydro,dem,2.25880116
electricity,h2567,highDemLowHydro,dem,2.275358327
electricity,h2568,highDemLowHydro,dem,2.295319297
electricity,h2569,highDemLowHydro,dem,2.257526558
electricity,h2570,highDemLowHydro,dem,2.201238365
electricity,h2571,highDemLowHydro,dem,2.094597941
electricity,h2572,highDemLowHydro,dem,1.880196462
electricity,h2573,highDemLowHydro,dem,1.715404157
electricity,h2574,highDemLowHydro,dem,1.635681076
electricity,h2575,highDemLowHydro,dem,1.609913782
electricity,h2576,highDemLowHydro,dem,1.609913782
electricity,h2577,highDemLowHydro,dem,1.640835722
electricity,h2578,highDemLowHydro,dem,1.746039781
electricity,h2579,highDemLowHydro,dem,1.812960741
electricity,h2580,highDemLowHydro,dem,1.991829115
electricity,h2581,highDemLowHydro,dem,2.148184383
electricity,h2582,highDemLowHydro,dem,2.239170325
electricity,h2583,highDemLowHydro,dem,2.24827061
electricity,h2584,highDemLowHydro,dem,2.265970764
electricity,h2585,highDemLowHydro,dem,2.264997706
electricity,h2586,highDemLowHydro,dem,2.25751028
electricity,h2587,highDemLowHydro,dem,2.246366266
electricity,h2588,highDemLowHydro,dem,2.241861916
electricity,h2589,highDemLowHydro,dem,2.263466475
electricity,h2590,highDemLowHydro,dem,2.266860631
electricity,h2591,highDemLowHydro,dem,2.257017414
electricity,h2592,highDemLowHydro,dem,2.267682679
electricity,h2593,highDemLowHydro,dem,2.243576204
electricity,h2594,highDemLowHydro,dem,2.201092175
electricity,h2595,highDemLowHydro,dem,2.098125733
electricity,h2596,highDemLowHydro,dem,1.880196462
electricity,h2597,highDemLowHydro,dem,1.715404157
electricity,h2598,highDemLowHydro,dem,1.635681076
electricity,h2599,highDemLowHydro,dem,1.609913782
electricity,h2600,highDemLowHydro,dem,1.609913782
electricity,h2601,highDemLowHydro,dem,1.640835722
electricity,h2602,highDemLowHydro,dem,1.739845482
electricity,h2603,highDemLowHydro,dem,1.812960741
electricity,h2604,highDemLowHydro,dem,1.991829115
electricity,h2605,highDemLowHydro,dem,2.144304357
electricity,h2606,highDemLowHydro,dem,2.238564641
electricity,h2607,highDemLowHydro,dem,2.275912834
electricity,h2608,highDemLowHydro,dem,2.281864099
electricity,h2609,highDemLowHydro,dem,2.262793355
electricity,h2610,highDemLowHydro,dem,2.245377149
electricity,h2611,highDemLowHydro,dem,2.234427032
electricity,h2612,highDemLowHydro,dem,2.22486579
electricity,h2613,highDemLowHydro,dem,2.265267658
electricity,h2614,highDemLowHydro,dem,2.285229304
electricity,h2615,highDemLowHydro,dem,2.261962555
electricity,h2616,highDemLowHydro,dem,2.267682679
electricity,h2617,highDemLowHydro,dem,2.243576204
electricity,h2618,highDemLowHydro,dem,2.200371455
electricity,h2619,highDemLowHydro,dem,2.098125733
electricity,h2620,highDemLowHydro,dem,1.837948559
electricity,h2621,highDemLowHydro,dem,1.680420206
electricity,h2622,highDemLowHydro,dem,1.563594359
electricity,h2623,highDemLowHydro,dem,1.526339841
electricity,h2624,highDemLowHydro,dem,1.51604947
electricity,h2625,highDemLowHydro,dem,1.529172484
electricity,h2626,highDemLowHydro,dem,1.553412407
electricity,h2627,highDemLowHydro,dem,1.532573743
electricity,h2628,highDemLowHydro,dem,1.581145052
electricity,h2629,highDemLowHydro,dem,1.635737928
electricity,h2630,highDemLowHydro,dem,1.78943965
electricity,h2631,highDemLowHydro,dem,1.81412813
electricity,h2632,highDemLowHydro,dem,1.83174743
electricity,h2633,highDemLowHydro,dem,1.830808276
electricity,h2634,highDemLowHydro,dem,1.856394859
electricity,h2635,highDemLowHydro,dem,1.850515108
electricity,h2636,highDemLowHydro,dem,1.83450859
electricity,h2637,highDemLowHydro,dem,1.855262948
electricity,h2638,highDemLowHydro,dem,1.892753191
electricity,h2639,highDemLowHydro,dem,1.895205628
electricity,h2640,highDemLowHydro,dem,1.906224543
electricity,h2641,highDemLowHydro,dem,1.897167197
electricity,h2642,highDemLowHydro,dem,1.892427098
electricity,h2643,highDemLowHydro,dem,1.862535352
electricity,h2644,highDemLowHydro,dem,1.837948559
electricity,h2645,highDemLowHydro,dem,1.680420206
electricity,h2646,highDemLowHydro,dem,1.563594359
electricity,h2647,highDemLowHydro,dem,1.526339841
electricity,h2648,highDemLowHydro,dem,1.51604947
electricity,h2649,highDemLowHydro,dem,1.529172484
electricity,h2650,highDemLowHydro,dem,1.553412407
electricity,h2651,highDemLowHydro,dem,1.532573743
electricity,h2652,highDemLowHydro,dem,1.581145052
electricity,h2653,highDemLowHydro,dem,1.632217112
electricity,h2654,highDemLowHydro,dem,1.78943965
electricity,h2655,highDemLowHydro,dem,1.81412813
electricity,h2656,highDemLowHydro,dem,1.818306939
electricity,h2657,highDemLowHydro,dem,1.830808276
electricity,h2658,highDemLowHydro,dem,1.840379844
electricity,h2659,highDemLowHydro,dem,1.83450859
electricity,h2660,highDemLowHydro,dem,1.83450859
electricity,h2661,highDemLowHydro,dem,1.856530393
electricity,h2662,highDemLowHydro,dem,1.890940186
electricity,h2663,highDemLowHydro,dem,1.895205628
electricity,h2664,highDemLowHydro,dem,1.906224543
electricity,h2665,highDemLowHydro,dem,1.897167197
electricity,h2666,highDemLowHydro,dem,1.892427098
electricity,h2667,highDemLowHydro,dem,1.8532391
electricity,h2668,highDemLowHydro,dem,1.880196462
electricity,h2669,highDemLowHydro,dem,1.715404157
electricity,h2670,highDemLowHydro,dem,1.635681076
electricity,h2671,highDemLowHydro,dem,1.609913782
electricity,h2672,highDemLowHydro,dem,1.609913782
electricity,h2673,highDemLowHydro,dem,1.640835722
electricity,h2674,highDemLowHydro,dem,1.739845482
electricity,h2675,highDemLowHydro,dem,1.812960741
electricity,h2676,highDemLowHydro,dem,1.991829115
electricity,h2677,highDemLowHydro,dem,2.144904219
electricity,h2678,highDemLowHydro,dem,2.238564641
electricity,h2679,highDemLowHydro,dem,2.242988389
electricity,h2680,highDemLowHydro,dem,2.247784107
electricity,h2681,highDemLowHydro,dem,2.252003266
electricity,h2682,highDemLowHydro,dem,2.280889909
electricity,h2683,highDemLowHydro,dem,2.266205743
electricity,h2684,highDemLowHydro,dem,2.256621929
electricity,h2685,highDemLowHydro,dem,2.263466475
electricity,h2686,highDemLowHydro,dem,2.26734782
electricity,h2687,highDemLowHydro,dem,2.257017414
electricity,h2688,highDemLowHydro,dem,2.267682679
electricity,h2689,highDemLowHydro,dem,2.243576204
electricity,h2690,highDemLowHydro,dem,2.201092175
electricity,h2691,highDemLowHydro,dem,2.098840762
electricity,h2692,highDemLowHydro,dem,1.880196462
electricity,h2693,highDemLowHydro,dem,1.715404157
electricity,h2694,highDemLowHydro,dem,1.635681076
electricity,h2695,highDemLowHydro,dem,1.609913782
electricity,h2696,highDemLowHydro,dem,1.609913782
electricity,h2697,highDemLowHydro,dem,1.640835722
electricity,h2698,highDemLowHydro,dem,1.739845482
electricity,h2699,highDemLowHydro,dem,1.812960741
electricity,h2700,highDemLowHydro,dem,1.991829115
electricity,h2701,highDemLowHydro,dem,2.144304357
electricity,h2702,highDemLowHydro,dem,2.238564641
electricity,h2703,highDemLowHydro,dem,2.257645933
electricity,h2704,highDemLowHydro,dem,2.265970764
electricity,h2705,highDemLowHydro,dem,2.277301159
electricity,h2706,highDemLowHydro,dem,2.252438995
electricity,h2707,highDemLowHydro,dem,2.251435271
electricity,h2708,highDemLowHydro,dem,2.256621929
electricity,h2709,highDemLowHydro,dem,2.247799168
electricity,h2710,highDemLowHydro,dem,2.266860631
electricity,h2711,highDemLowHydro,dem,2.257017414
electricity,h2712,highDemLowHydro,dem,2.267682679
electricity,h2713,highDemLowHydro,dem,2.243576204
electricity,h2714,highDemLowHydro,dem,2.201092175
electricity,h2715,highDemLowHydro,dem,2.098840762
electricity,h2716,highDemLowHydro,dem,1.880783475
electricity,h2717,highDemLowHydro,dem,1.715404157
electricity,h2718,highDemLowHydro,dem,1.635681076
electricity,h2719,highDemLowHydro,dem,1.609913782
electricity,h2720,highDemLowHydro,dem,1.609913782
electricity,h2721,highDemLowHydro,dem,1.640835722
electricity,h2722,highDemLowHydro,dem,1.739845482
electricity,h2723,highDemLowHydro,dem,1.812960741
electricity,h2724,highDemLowHydro,dem,1.991829115
electricity,h2725,highDemLowHydro,dem,2.144304357
electricity,h2726,highDemLowHydro,dem,2.238564641
electricity,h2727,highDemLowHydro,dem,2.247784107
electricity,h2728,highDemLowHydro,dem,2.247784107
electricity,h2729,highDemLowHydro,dem,2.251516627
electricity,h2730,highDemLowHydro,dem,2.272990836
electricity,h2731,highDemLowHydro,dem,2.27252819
electricity,h2732,highDemLowHydro,dem,2.26258859
electricity,h2733,highDemLowHydro,dem,2.249503064
electricity,h2734,highDemLowHydro,dem,2.266860631
electricity,h2735,highDemLowHydro,dem,2.257017414
electricity,h2736,highDemLowHydro,dem,2.267682679
electricity,h2737,highDemLowHydro,dem,2.243576204
electricity,h2738,highDemLowHydro,dem,2.201092175
electricity,h2739,highDemLowHydro,dem,2.098840762
electricity,h2740,highDemLowHydro,dem,1.880196462
electricity,h2741,highDemLowHydro,dem,1.715404157
electricity,h2742,highDemLowHydro,dem,1.635681076
electricity,h2743,highDemLowHydro,dem,1.609913782
electricity,h2744,highDemLowHydro,dem,1.609913782
electricity,h2745,highDemLowHydro,dem,1.640835722
electricity,h2746,highDemLowHydro,dem,1.739845482
electricity,h2747,highDemLowHydro,dem,1.812960741
electricity,h2748,highDemLowHydro,dem,1.991829115
electricity,h2749,highDemLowHydro,dem,2.144304357
electricity,h2750,highDemLowHydro,dem,2.238564641
electricity,h2751,highDemLowHydro,dem,2.257645933
electricity,h2752,highDemLowHydro,dem,2.281864099
electricity,h2753,highDemLowHydro,dem,2.25751028
electricity,h2754,highDemLowHydro,dem,2.245377149
electricity,h2755,highDemLowHydro,dem,2.239307601
electricity,h2756,highDemLowHydro,dem,2.231478181
electricity,h2757,highDemLowHydro,dem,2.263466475
electricity,h2758,highDemLowHydro,dem,2.284877402
electricity,h2759,highDemLowHydro,dem,2.257017414
electricity,h2760,highDemLowHydro,dem,2.267682679
electricity,h2761,highDemLowHydro,dem,2.243576204
electricity,h2762,highDemLowHydro,dem,2.201092175
electricity,h2763,highDemLowHydro,dem,2.098125733
electricity,h2764,highDemLowHydro,dem,1.880196462
electricity,h2765,highDemLowHydro,dem,1.715404157
electricity,h2766,highDemLowHydro,dem,1.635681076
electricity,h2767,highDemLowHydro,dem,1.609913782
electricity,h2768,highDemLowHydro,dem,1.609913782
electricity,h2769,highDemLowHydro,dem,1.640835722
electricity,h2770,highDemLowHydro,dem,1.739845482
electricity,h2771,highDemLowHydro,dem,1.812960741
electricity,h2772,highDemLowHydro,dem,1.991829115
electricity,h2773,highDemLowHydro,dem,2.144304357
electricity,h2774,highDemLowHydro,dem,2.240902636
electricity,h2775,highDemLowHydro,dem,2.263766254
electricity,h2776,highDemLowHydro,dem,2.248086249
electricity,h2777,highDemLowHydro,dem,2.247114477
electricity,h2778,highDemLowHydro,dem,2.247114477
electricity,h2779,highDemLowHydro,dem,2.241044145
electricity,h2780,highDemLowHydro,dem,2.247138876
electricity,h2781,highDemLowHydro,dem,2.258269659
electricity,h2782,highDemLowHydro,dem,2.266860631
electricity,h2783,highDemLowHydro,dem,2.257017414
electricity,h2784,highDemLowHydro,dem,2.267682679
electricity,h2785,highDemLowHydro,dem,2.243576204
electricity,h2786,highDemLowHydro,dem,2.201092175
electricity,h2787,highDemLowHydro,dem,2.098840762
electricity,h2788,highDemLowHydro,dem,1.853966185
electricity,h2789,highDemLowHydro,dem,1.689611871
electricity,h2790,highDemLowHydro,dem,1.567115045
electricity,h2791,highDemLowHydro,dem,1.526339841
electricity,h2792,highDemLowHydro,dem,1.51604947
electricity,h2793,highDemLowHydro,dem,1.529172484
electricity,h2794,highDemLowHydro,dem,1.553412407
electricity,h2795,highDemLowHydro,dem,1.532573743
electricity,h2796,highDemLowHydro,dem,1.581145052
electricity,h2797,highDemLowHydro,dem,1.636328187
electricity,h2798,highDemLowHydro,dem,1.78943965
electricity,h2799,highDemLowHydro,dem,1.807634308
electricity,h2800,highDemLowHydro,dem,1.812298843
electricity,h2801,highDemLowHydro,dem,1.81136136
electricity,h2802,highDemLowHydro,dem,1.822054227
electricity,h2803,highDemLowHydro,dem,1.803837535
electricity,h2804,highDemLowHydro,dem,1.803837535
electricity,h2805,highDemLowHydro,dem,1.852293305
electricity,h2806,highDemLowHydro,dem,1.892595559
electricity,h2807,highDemLowHydro,dem,1.89574701
electricity,h2808,highDemLowHydro,dem,1.906766449
electricity,h2809,highDemLowHydro,dem,1.897708673
electricity,h2810,highDemLowHydro,dem,1.892968348
electricity,h2811,highDemLowHydro,dem,1.872486845
