technology_1,timestep_2,scenario,parameter,value
wind,h0050,highDemLowHydro,avaConv,0.213745198
wind,h0051,highDemLowHydro,avaConv,0.249371685
wind,h0052,highDemLowHydro,avaConv,0.299453417
wind,h0053,highDemLowHydro,avaConv,0.324676067
wind,h0054,highDemLowHydro,avaConv,0.322932805
wind,h0055,highDemLowHydro,avaConv,0.30960667
wind,h0056,highDemLowHydro,avaConv,0.302730876
wind,h0057,highDemLowHydro,avaConv,0.30500475
wind,h0058,highDemLowHydro,avaConv,0.302281878
wind,h0059,highDemLowHydro,avaConv,0.202019717
wind,h0060,highDemLowHydro,avaConv,0.130922217
wind,h0061,highDemLowHydro,avaConv,0.127890357
wind,h0062,highDemLowHydro,avaConv,0.111439455
wind,h0063,highDemLowHydro,avaConv,0.077635591
wind,h0064,highDemLowHydro,avaConv,0.078168493
wind,h0065,highDemLowHydro,avaConv,0.081291548
wind,h0066,highDemLowHydro,avaConv,0.084878753
wind,h0067,highDemLowHydro,avaConv,0.08550679
wind,h0068,highDemLowHydro,avaConv,0.091417053
wind,h0069,highDemLowHydro,avaConv,0.107459898
wind,h0070,highDemLowHydro,avaConv,0.129899954
wind,h0071,highDemLowHydro,avaConv,0.102790402
wind,h0072,highDemLowHydro,avaConv,0.131293688
wind,h0073,highDemLowHydro,avaConv,0.199729482
wind,h0074,highDemLowHydro,avaConv,0.28810617
wind,h0075,highDemLowHydro,avaConv,0.336633571
wind,h0076,highDemLowHydro,avaConv,0.32795651
wind,h0077,highDemLowHydro,avaConv,0.332606883
wind,h0078,highDemLowHydro,avaConv,0.322201804
wind,h0079,highDemLowHydro,avaConv,0.279277256
wind,h0080,highDemLowHydro,avaConv,0.275245522
wind,h0081,highDemLowHydro,avaConv,0.283204109
wind,h0082,highDemLowHydro,avaConv,0.320450969
wind,h0083,highDemLowHydro,avaConv,0.276680455
wind,h0084,highDemLowHydro,avaConv,0.14613331
wind,h0085,highDemLowHydro,avaConv,0.105202267
wind,h0086,highDemLowHydro,avaConv,0.082715616
wind,h0087,highDemLowHydro,avaConv,0.063746354
wind,h0088,highDemLowHydro,avaConv,0.048054433
wind,h0089,highDemLowHydro,avaConv,0.046279812
wind,h0090,highDemLowHydro,avaConv,0.047579145
wind,h0091,highDemLowHydro,avaConv,0.053208688
wind,h0092,highDemLowHydro,avaConv,0.071136937
wind,h0093,highDemLowHydro,avaConv,0.106191143
wind,h0094,highDemLowHydro,avaConv,0.156519321
wind,h0095,highDemLowHydro,avaConv,0.162709842
wind,h0096,highDemLowHydro,avaConv,0.302618994
wind,h0097,highDemLowHydro,avaConv,0.411630905
wind,h0098,highDemLowHydro,avaConv,0.484607533
wind,h0099,highDemLowHydro,avaConv,0.491857506
wind,h0100,highDemLowHydro,avaConv,0.44556439
wind,h0101,highDemLowHydro,avaConv,0.368873135
wind,h0102,highDemLowHydro,avaConv,0.301065085
wind,h0103,highDemLowHydro,avaConv,0.252400164
wind,h0104,highDemLowHydro,avaConv,0.213324976
wind,h0105,highDemLowHydro,avaConv,0.231830829
wind,h0106,highDemLowHydro,avaConv,0.285873021
wind,h0107,highDemLowHydro,avaConv,0.480002051
wind,h0108,highDemLowHydro,avaConv,0.533698155
wind,h0109,highDemLowHydro,avaConv,0.439925046
wind,h0110,highDemLowHydro,avaConv,0.316141667
wind,h0111,highDemLowHydro,avaConv,0.362357612
wind,h0112,highDemLowHydro,avaConv,0.395782745
wind,h0113,highDemLowHydro,avaConv,0.493896484
wind,h0114,highDemLowHydro,avaConv,0.453940678
wind,h0115,highDemLowHydro,avaConv,0.346651947
wind,h0116,highDemLowHydro,avaConv,0.23234713
wind,h0117,highDemLowHydro,avaConv,0.178601756
wind,h0118,highDemLowHydro,avaConv,0.128667392
wind,h0119,highDemLowHydro,avaConv,0.103032597
wind,h0120,highDemLowHydro,avaConv,0.105543559
wind,h0121,highDemLowHydro,avaConv,0.131664855
wind,h0122,highDemLowHydro,avaConv,0.174402426
wind,h0123,highDemLowHydro,avaConv,0.182290538
wind,h0124,highDemLowHydro,avaConv,0.18354101
wind,h0125,highDemLowHydro,avaConv,0.169916153
wind,h0126,highDemLowHydro,avaConv,0.160185852
wind,h0127,highDemLowHydro,avaConv,0.168716496
wind,h0128,highDemLowHydro,avaConv,0.170064313
wind,h0129,highDemLowHydro,avaConv,0.132533436
wind,h0130,highDemLowHydro,avaConv,0.126239892
wind,h0131,highDemLowHydro,avaConv,0.073248091
wind,h0132,highDemLowHydro,avaConv,0.053038474
wind,h0133,highDemLowHydro,avaConv,0.032498185
wind,h0134,highDemLowHydro,avaConv,0.088474666
wind,h0135,highDemLowHydro,avaConv,0.136064704
wind,h0136,highDemLowHydro,avaConv,0.141693187
wind,h0137,highDemLowHydro,avaConv,0.137987709
wind,h0138,highDemLowHydro,avaConv,0.130534763
wind,h0139,highDemLowHydro,avaConv,0.101745682
wind,h0140,highDemLowHydro,avaConv,0.065078394
wind,h0141,highDemLowHydro,avaConv,0.0271238
wind,h0142,highDemLowHydro,avaConv,0.000885473
wind,h0143,highDemLowHydro,avaConv,0
wind,h0144,highDemLowHydro,avaConv,0.002800674
wind,h0145,highDemLowHydro,avaConv,0.018766838
wind,h0146,highDemLowHydro,avaConv,0.060959843
wind,h0147,highDemLowHydro,avaConv,0.126835552
wind,h0148,highDemLowHydro,avaConv,0.180861971
wind,h0149,highDemLowHydro,avaConv,0.246661607
wind,h0150,highDemLowHydro,avaConv,0.279918934
wind,h0151,highDemLowHydro,avaConv,0.281779686
wind,h0152,highDemLowHydro,avaConv,0.289542778
wind,h0153,highDemLowHydro,avaConv,0.310683965
wind,h0154,highDemLowHydro,avaConv,0.313915338
wind,h0155,highDemLowHydro,avaConv,0.168056791
wind,h0156,highDemLowHydro,avaConv,0.098403908
wind,h0157,highDemLowHydro,avaConv,0.083174137
wind,h0158,highDemLowHydro,avaConv,0.100750081
wind,h0159,highDemLowHydro,avaConv,0.127652654
wind,h0160,highDemLowHydro,avaConv,0.097383269
wind,h0161,highDemLowHydro,avaConv,0.069729608
wind,h0162,highDemLowHydro,avaConv,0.053610337
wind,h0163,highDemLowHydro,avaConv,0.033922996
wind,h0164,highDemLowHydro,avaConv,0
wind,h0165,highDemLowHydro,avaConv,0
wind,h0166,highDemLowHydro,avaConv,0
wind,h0167,highDemLowHydro,avaConv,0.005198444
wind,h0168,highDemLowHydro,avaConv,0.010347826
wind,h0169,highDemLowHydro,avaConv,0.033858914
wind,h0170,highDemLowHydro,avaConv,0.085889132
wind,h0171,highDemLowHydro,avaConv,0.137528493
wind,h0172,highDemLowHydro,avaConv,0.147391246
wind,h0173,highDemLowHydro,avaConv,0.125172403
wind,h0174,highDemLowHydro,avaConv,0.11008869
wind,h0175,highDemLowHydro,avaConv,0.097816168
wind,h0176,highDemLowHydro,avaConv,0.100452882
wind,h0177,highDemLowHydro,avaConv,0.087318063
wind,h0178,highDemLowHydro,avaConv,0.0694558
wind,h0179,highDemLowHydro,avaConv,0.038781459
wind,h0180,highDemLowHydro,avaConv,0.015171101
wind,h0181,highDemLowHydro,avaConv,0.005040139
wind,h0182,highDemLowHydro,avaConv,0.002200249
wind,h0183,highDemLowHydro,avaConv,0.034397873
wind,h0184,highDemLowHydro,avaConv,0.042851378
wind,h0185,highDemLowHydro,avaConv,0.036436882
wind,h0186,highDemLowHydro,avaConv,0.038572352
wind,h0187,highDemLowHydro,avaConv,0.052705501
wind,h0188,highDemLowHydro,avaConv,0.062317597
wind,h0189,highDemLowHydro,avaConv,0.067518207
wind,h0190,highDemLowHydro,avaConv,0.072738795
wind,h0191,highDemLowHydro,avaConv,0.087462143
wind,h0192,highDemLowHydro,avaConv,0.118917826
wind,h0193,highDemLowHydro,avaConv,0.151727254
wind,h0194,highDemLowHydro,avaConv,0.136556405
wind,h0195,highDemLowHydro,avaConv,0.11288094
wind,h0196,highDemLowHydro,avaConv,0.116524297
wind,h0197,highDemLowHydro,avaConv,0.110879544
wind,h0198,highDemLowHydro,avaConv,0.108522241
wind,h0199,highDemLowHydro,avaConv,0.089176026
wind,h0200,highDemLowHydro,avaConv,0.085615945
wind,h0201,highDemLowHydro,avaConv,0.106523774
wind,h0202,highDemLowHydro,avaConv,0.113937647
wind,h0203,highDemLowHydro,avaConv,0.132105026
wind,h0204,highDemLowHydro,avaConv,0.095253072
wind,h0205,highDemLowHydro,avaConv,0.099048908
wind,h0206,highDemLowHydro,avaConv,0.088631878
wind,h0207,highDemLowHydro,avaConv,0.070363486
wind,h0208,highDemLowHydro,avaConv,0.053227479
wind,h0209,highDemLowHydro,avaConv,0.046313771
wind,h0210,highDemLowHydro,avaConv,0.050591663
wind,h0211,highDemLowHydro,avaConv,0.068612879
wind,h0212,highDemLowHydro,avaConv,0.102295046
wind,h0213,highDemLowHydro,avaConv,0.172229287
wind,h0214,highDemLowHydro,avaConv,0.267056203
wind,h0215,highDemLowHydro,avaConv,0.23986635
wind,h0216,highDemLowHydro,avaConv,0.354982847
wind,h0217,highDemLowHydro,avaConv,0.427862854
wind,h0218,highDemLowHydro,avaConv,0.456102258
wind,h0219,highDemLowHydro,avaConv,0.44032044
wind,h0220,highDemLowHydro,avaConv,0.3881667
wind,h0221,highDemLowHydro,avaConv,0.305368369
wind,h0222,highDemLowHydro,avaConv,0.238380269
wind,h0223,highDemLowHydro,avaConv,0.20331229
wind,h0224,highDemLowHydro,avaConv,0.16548954
wind,h0225,highDemLowHydro,avaConv,0.139679197
wind,h0226,highDemLowHydro,avaConv,0.139435478
wind,h0227,highDemLowHydro,avaConv,0.109751966
wind,h0228,highDemLowHydro,avaConv,0.057656338
wind,h0229,highDemLowHydro,avaConv,0.012298596
wind,h0230,highDemLowHydro,avaConv,0
wind,h0231,highDemLowHydro,avaConv,0
wind,h0232,highDemLowHydro,avaConv,0
wind,h0233,highDemLowHydro,avaConv,0
wind,h0234,highDemLowHydro,avaConv,0.001501699
wind,h0235,highDemLowHydro,avaConv,0.011772628
wind,h0236,highDemLowHydro,avaConv,0.035381824
wind,h0237,highDemLowHydro,avaConv,0.060565857
wind,h0238,highDemLowHydro,avaConv,0.094057969
wind,h0239,highDemLowHydro,avaConv,0.111239385
wind,h0240,highDemLowHydro,avaConv,0.211522711
wind,h0241,highDemLowHydro,avaConv,0.356944454
wind,h0242,highDemLowHydro,avaConv,0.45671008
wind,h0243,highDemLowHydro,avaConv,0.487162265
wind,h0244,highDemLowHydro,avaConv,0.463602286
wind,h0245,highDemLowHydro,avaConv,0.411302061
wind,h0246,highDemLowHydro,avaConv,0.328434742
wind,h0247,highDemLowHydro,avaConv,0.243864568
wind,h0248,highDemLowHydro,avaConv,0.193472605
wind,h0249,highDemLowHydro,avaConv,0.180314558
wind,h0250,highDemLowHydro,avaConv,0.18034483
wind,h0251,highDemLowHydro,avaConv,0.148232198
wind,h0252,highDemLowHydro,avaConv,0.06406691
wind,h0253,highDemLowHydro,avaConv,0.040283042
wind,h0254,highDemLowHydro,avaConv,0.018362804
wind,h0255,highDemLowHydro,avaConv,0.026614232
wind,h0256,highDemLowHydro,avaConv,0.033881901
wind,h0257,highDemLowHydro,avaConv,0.044978106
wind,h0258,highDemLowHydro,avaConv,0.06897433
wind,h0259,highDemLowHydro,avaConv,0.10267485
wind,h0260,highDemLowHydro,avaConv,0.127017501
wind,h0261,highDemLowHydro,avaConv,0.150656741
wind,h0262,highDemLowHydro,avaConv,0.178100123
wind,h0263,highDemLowHydro,avaConv,0.24511177
wind,h0264,highDemLowHydro,avaConv,0.366957823
wind,h0265,highDemLowHydro,avaConv,0.489148658
wind,h0266,highDemLowHydro,avaConv,0.515026915
wind,h0267,highDemLowHydro,avaConv,0.479327725
wind,h0268,highDemLowHydro,avaConv,0.370841608
wind,h0269,highDemLowHydro,avaConv,0.272069095
wind,h0270,highDemLowHydro,avaConv,0.228973197
wind,h0271,highDemLowHydro,avaConv,0.211196364
wind,h0272,highDemLowHydro,avaConv,0.229493506
wind,h0273,highDemLowHydro,avaConv,0.20972084
wind,h0274,highDemLowHydro,avaConv,0.177569156
wind,h0275,highDemLowHydro,avaConv,0.167858207
wind,h0276,highDemLowHydro,avaConv,0.109430747
wind,h0277,highDemLowHydro,avaConv,0.099646747
wind,h0278,highDemLowHydro,avaConv,0.087597189
wind,h0279,highDemLowHydro,avaConv,0.088453812
wind,h0280,highDemLowHydro,avaConv,0.067719009
wind,h0281,highDemLowHydro,avaConv,0.040723422
wind,h0282,highDemLowHydro,avaConv,0.040884377
wind,h0283,highDemLowHydro,avaConv,0.052438321
wind,h0284,highDemLowHydro,avaConv,0.06862159
wind,h0285,highDemLowHydro,avaConv,0.098092884
wind,h0286,highDemLowHydro,avaConv,0.144440729
wind,h0287,highDemLowHydro,avaConv,0.112454228
wind,h0288,highDemLowHydro,avaConv,0.143464522
wind,h0289,highDemLowHydro,avaConv,0.174273356
wind,h0290,highDemLowHydro,avaConv,0.217296475
wind,h0291,highDemLowHydro,avaConv,0.225389831
wind,h0292,highDemLowHydro,avaConv,0.195642986
wind,h0293,highDemLowHydro,avaConv,0.153494936
wind,h0294,highDemLowHydro,avaConv,0.11288248
wind,h0295,highDemLowHydro,avaConv,0.083941601
wind,h0296,highDemLowHydro,avaConv,0.073876844
wind,h0297,highDemLowHydro,avaConv,0.078628122
wind,h0298,highDemLowHydro,avaConv,0.075826378
wind,h0299,highDemLowHydro,avaConv,0.058797875
wind,h0300,highDemLowHydro,avaConv,0.007978147
wind,h0301,highDemLowHydro,avaConv,0
wind,h0302,highDemLowHydro,avaConv,0
wind,h0303,highDemLowHydro,avaConv,0
wind,h0304,highDemLowHydro,avaConv,0
wind,h0305,highDemLowHydro,avaConv,0
wind,h0306,highDemLowHydro,avaConv,0.033022313
wind,h0307,highDemLowHydro,avaConv,0.062346605
wind,h0308,highDemLowHydro,avaConv,0.08107091
wind,h0309,highDemLowHydro,avaConv,0.097740173
wind,h0310,highDemLowHydro,avaConv,0.11608212
wind,h0311,highDemLowHydro,avaConv,0.113388674
wind,h0312,highDemLowHydro,avaConv,0.169543072
wind,h0313,highDemLowHydro,avaConv,0.252490137
wind,h0314,highDemLowHydro,avaConv,0.339464436
wind,h0315,highDemLowHydro,avaConv,0.378360468
wind,h0316,highDemLowHydro,avaConv,0.342088778
wind,h0317,highDemLowHydro,avaConv,0.276073883
wind,h0318,highDemLowHydro,avaConv,0.226788395
wind,h0319,highDemLowHydro,avaConv,0.186371074
wind,h0320,highDemLowHydro,avaConv,0.15897593
wind,h0321,highDemLowHydro,avaConv,0.144368084
wind,h0322,highDemLowHydro,avaConv,0.148110216
wind,h0323,highDemLowHydro,avaConv,0.115211967
wind,h0324,highDemLowHydro,avaConv,0.093222441
wind,h0325,highDemLowHydro,avaConv,0.072174964
wind,h0326,highDemLowHydro,avaConv,0.050776204
wind,h0327,highDemLowHydro,avaConv,0.039747495
wind,h0328,highDemLowHydro,avaConv,0.03782371
wind,h0329,highDemLowHydro,avaConv,0.04094642
wind,h0330,highDemLowHydro,avaConv,0.047019273
wind,h0331,highDemLowHydro,avaConv,0.064236492
wind,h0332,highDemLowHydro,avaConv,0.093490291
wind,h0333,highDemLowHydro,avaConv,0.12595204
wind,h0334,highDemLowHydro,avaConv,0.159618249
wind,h0335,highDemLowHydro,avaConv,0.145185918
wind,h0336,highDemLowHydro,avaConv,0.209625471
wind,h0337,highDemLowHydro,avaConv,0.333056863
wind,h0338,highDemLowHydro,avaConv,0.433360044
wind,h0339,highDemLowHydro,avaConv,0.447334456
wind,h0340,highDemLowHydro,avaConv,0.377646705
wind,h0341,highDemLowHydro,avaConv,0.31377526
wind,h0342,highDemLowHydro,avaConv,0.289790326
wind,h0343,highDemLowHydro,avaConv,0.288819922
wind,h0344,highDemLowHydro,avaConv,0.262888083
wind,h0345,highDemLowHydro,avaConv,0.217106248
wind,h0346,highDemLowHydro,avaConv,0.165254283
wind,h0347,highDemLowHydro,avaConv,0.099323091
wind,h0348,highDemLowHydro,avaConv,0.119982045
wind,h0349,highDemLowHydro,avaConv,0.097037632
wind,h0350,highDemLowHydro,avaConv,0.075438751
wind,h0351,highDemLowHydro,avaConv,0.05788981
wind,h0352,highDemLowHydro,avaConv,0.048160152
wind,h0353,highDemLowHydro,avaConv,0.037674024
wind,h0354,highDemLowHydro,avaConv,0.035615953
wind,h0355,highDemLowHydro,avaConv,0.044067321
wind,h0356,highDemLowHydro,avaConv,0.058176389
wind,h0357,highDemLowHydro,avaConv,0.078451401
wind,h0358,highDemLowHydro,avaConv,0.109668067
wind,h0359,highDemLowHydro,avaConv,0.142112309
wind,h0360,highDemLowHydro,avaConv,0.263967555
wind,h0361,highDemLowHydro,avaConv,0.408954597
wind,h0362,highDemLowHydro,avaConv,0.522340828
wind,h0363,highDemLowHydro,avaConv,0.552059006
wind,h0364,highDemLowHydro,avaConv,0.49387853
wind,h0365,highDemLowHydro,avaConv,0.448712267
wind,h0366,highDemLowHydro,avaConv,0.394406053
wind,h0367,highDemLowHydro,avaConv,0.31476916
wind,h0368,highDemLowHydro,avaConv,0.216156173
wind,h0369,highDemLowHydro,avaConv,0.171143256
wind,h0370,highDemLowHydro,avaConv,0.157922322
wind,h0371,highDemLowHydro,avaConv,0.112574889
wind,h0372,highDemLowHydro,avaConv,0.096130304
wind,h0373,highDemLowHydro,avaConv,0.05954769
wind,h0374,highDemLowHydro,avaConv,0.029863941
wind,h0375,highDemLowHydro,avaConv,0.000730517
wind,h0376,highDemLowHydro,avaConv,0
wind,h0377,highDemLowHydro,avaConv,0
wind,h0378,highDemLowHydro,avaConv,7.93E-05
wind,h0379,highDemLowHydro,avaConv,0.004500849
wind,h0380,highDemLowHydro,avaConv,0.009890436
wind,h0381,highDemLowHydro,avaConv,0.026590762
wind,h0382,highDemLowHydro,avaConv,0.046957697
wind,h0383,highDemLowHydro,avaConv,0.032227456
wind,h0384,highDemLowHydro,avaConv,0.059390825
wind,h0385,highDemLowHydro,avaConv,0.097305943
wind,h0386,highDemLowHydro,avaConv,0.136813405
wind,h0387,highDemLowHydro,avaConv,0.181837868
wind,h0388,highDemLowHydro,avaConv,0.239000212
wind,h0389,highDemLowHydro,avaConv,0.265279054
wind,h0390,highDemLowHydro,avaConv,0.231744291
wind,h0391,highDemLowHydro,avaConv,0.16150722
wind,h0392,highDemLowHydro,avaConv,0.12686066
wind,h0393,highDemLowHydro,avaConv,0.093199617
wind,h0394,highDemLowHydro,avaConv,0.051607283
wind,h0395,highDemLowHydro,avaConv,0.030964543
wind,h0396,highDemLowHydro,avaConv,0.00175225
wind,h0397,highDemLowHydro,avaConv,0.001741532
wind,h0398,highDemLowHydro,avaConv,0.000175221
wind,h0399,highDemLowHydro,avaConv,0.001856977
wind,h0400,highDemLowHydro,avaConv,0.008084857
wind,h0401,highDemLowHydro,avaConv,0.017571233
wind,h0402,highDemLowHydro,avaConv,0.03837598
wind,h0403,highDemLowHydro,avaConv,0.086369324
wind,h0404,highDemLowHydro,avaConv,0.169961746
wind,h0405,highDemLowHydro,avaConv,0.254521417
wind,h0406,highDemLowHydro,avaConv,0.228173554
wind,h0407,highDemLowHydro,avaConv,0.15785318
wind,h0408,highDemLowHydro,avaConv,0.187971834
wind,h0409,highDemLowHydro,avaConv,0.199852849
wind,h0410,highDemLowHydro,avaConv,0.216039355
wind,h0411,highDemLowHydro,avaConv,0.211368378
wind,h0412,highDemLowHydro,avaConv,0.179978702
wind,h0413,highDemLowHydro,avaConv,0.137959774
wind,h0414,highDemLowHydro,avaConv,0.105466485
wind,h0415,highDemLowHydro,avaConv,0.075251792
wind,h0416,highDemLowHydro,avaConv,0.055450735
wind,h0417,highDemLowHydro,avaConv,0.040833787
wind,h0418,highDemLowHydro,avaConv,0.029179615
wind,h0419,highDemLowHydro,avaConv,0.037121634
wind,h0420,highDemLowHydro,avaConv,0.032363561
wind,h0421,highDemLowHydro,avaConv,0.012663246
wind,h0422,highDemLowHydro,avaConv,0.010823104
wind,h0423,highDemLowHydro,avaConv,0.00683951
wind,h0424,highDemLowHydro,avaConv,0.002072973
wind,h0425,highDemLowHydro,avaConv,0.008384533
wind,h0426,highDemLowHydro,avaConv,0.023362611
wind,h0427,highDemLowHydro,avaConv,0.05039502
wind,h0428,highDemLowHydro,avaConv,0.09755767
wind,h0429,highDemLowHydro,avaConv,0.171411832
wind,h0430,highDemLowHydro,avaConv,0.171580904
wind,h0431,highDemLowHydro,avaConv,0.073306515
wind,h0432,highDemLowHydro,avaConv,0.067943398
wind,h0433,highDemLowHydro,avaConv,0.088641539
wind,h0434,highDemLowHydro,avaConv,0.098957099
wind,h0435,highDemLowHydro,avaConv,0.112281091
wind,h0436,highDemLowHydro,avaConv,0.113291302
wind,h0437,highDemLowHydro,avaConv,0.097869615
wind,h0438,highDemLowHydro,avaConv,0.079314688
wind,h0439,highDemLowHydro,avaConv,0.077335339
wind,h0440,highDemLowHydro,avaConv,0.072487503
wind,h0441,highDemLowHydro,avaConv,0.068566095
wind,h0442,highDemLowHydro,avaConv,0.084329505
wind,h0443,highDemLowHydro,avaConv,0.158869783
wind,h0444,highDemLowHydro,avaConv,0.201227243
wind,h0445,highDemLowHydro,avaConv,0.223368492
wind,h0446,highDemLowHydro,avaConv,0.211302453
wind,h0447,highDemLowHydro,avaConv,0.24588872
wind,h0448,highDemLowHydro,avaConv,0.260549379
wind,h0449,highDemLowHydro,avaConv,0.347165021
wind,h0450,highDemLowHydro,avaConv,0.434630262
wind,h0451,highDemLowHydro,avaConv,0.563851028
wind,h0452,highDemLowHydro,avaConv,0.681466536
wind,h0453,highDemLowHydro,avaConv,0.705369394
wind,h0454,highDemLowHydro,avaConv,0.665480699
wind,h0455,highDemLowHydro,avaConv,0.51380627
wind,h0456,highDemLowHydro,avaConv,0.477974894
wind,h0457,highDemLowHydro,avaConv,0.44934534
wind,h0458,highDemLowHydro,avaConv,0.369919739
wind,h0459,highDemLowHydro,avaConv,0.290818464
wind,h0460,highDemLowHydro,avaConv,0.219068169
wind,h0461,highDemLowHydro,avaConv,0.15949895
wind,h0462,highDemLowHydro,avaConv,0.107568943
wind,h0463,highDemLowHydro,avaConv,0.075318389
wind,h0464,highDemLowHydro,avaConv,0.053955443
wind,h0465,highDemLowHydro,avaConv,0.053417199
wind,h0466,highDemLowHydro,avaConv,0.060795084
wind,h0467,highDemLowHydro,avaConv,0.114949816
wind,h0468,highDemLowHydro,avaConv,0.073707405
wind,h0469,highDemLowHydro,avaConv,0.111652879
wind,h0470,highDemLowHydro,avaConv,0.193465548
wind,h0471,highDemLowHydro,avaConv,0.183664882
wind,h0472,highDemLowHydro,avaConv,0.158921582
wind,h0473,highDemLowHydro,avaConv,0.171142789
wind,h0474,highDemLowHydro,avaConv,0.191439694
wind,h0475,highDemLowHydro,avaConv,0.206137074
wind,h0476,highDemLowHydro,avaConv,0.228584009
wind,h0477,highDemLowHydro,avaConv,0.263009386
wind,h0478,highDemLowHydro,avaConv,0.283632916
wind,h0479,highDemLowHydro,avaConv,0.270073002
wind,h0480,highDemLowHydro,avaConv,0.300598959
wind,h0481,highDemLowHydro,avaConv,0.331674768
wind,h0482,highDemLowHydro,avaConv,0.371235961
wind,h0483,highDemLowHydro,avaConv,0.369353413
wind,h0484,highDemLowHydro,avaConv,0.331144226
wind,h0485,highDemLowHydro,avaConv,0.268865053
wind,h0486,highDemLowHydro,avaConv,0.207577671
wind,h0487,highDemLowHydro,avaConv,0.166896862
wind,h0488,highDemLowHydro,avaConv,0.141161263
wind,h0489,highDemLowHydro,avaConv,0.116203478
wind,h0490,highDemLowHydro,avaConv,0.105402224
wind,h0491,highDemLowHydro,avaConv,0.075006002
wind,h0492,highDemLowHydro,avaConv,0.017949305
wind,h0493,highDemLowHydro,avaConv,0.045751468
wind,h0494,highDemLowHydro,avaConv,0.098734065
wind,h0495,highDemLowHydro,avaConv,0.113404935
wind,h0496,highDemLowHydro,avaConv,0.09953005
wind,h0497,highDemLowHydro,avaConv,0.092129348
wind,h0498,highDemLowHydro,avaConv,0.104906912
wind,h0499,highDemLowHydro,avaConv,0.121324847
wind,h0500,highDemLowHydro,avaConv,0.145727711
wind,h0501,highDemLowHydro,avaConv,0.149995988
wind,h0502,highDemLowHydro,avaConv,0.165464504
wind,h0503,highDemLowHydro,avaConv,0.275480742
wind,h0504,highDemLowHydro,avaConv,0.419343777
wind,h0505,highDemLowHydro,avaConv,0.556900771
wind,h0506,highDemLowHydro,avaConv,0.577053413
wind,h0507,highDemLowHydro,avaConv,0.544898803
wind,h0508,highDemLowHydro,avaConv,0.51885775
wind,h0509,highDemLowHydro,avaConv,0.460991795
wind,h0510,highDemLowHydro,avaConv,0.407472823
wind,h0511,highDemLowHydro,avaConv,0.333574599
wind,h0512,highDemLowHydro,avaConv,0.307915966
wind,h0513,highDemLowHydro,avaConv,0.293053712
wind,h0514,highDemLowHydro,avaConv,0.301823855
wind,h0515,highDemLowHydro,avaConv,0.223755602
wind,h0516,highDemLowHydro,avaConv,0.170876409
wind,h0517,highDemLowHydro,avaConv,0.208403408
wind,h0518,highDemLowHydro,avaConv,0.174816943
wind,h0519,highDemLowHydro,avaConv,0.140359199
